"","X1","lakeid","year4","sample_date","species_code","species_name","density","individuals_measured","avg_length","group"
"48",3578,"SP",2001,"9/18/01",30000,"CALANOID",4.8,NA,NA,"iceoff"
"49",3617,"SP",2001,"10/29/01",30000,"CALANOID",3.3,NA,NA,"iceoff"
"50",3636,"SP",2001,"11/15/01",30000,"CALANOID",1.2,NA,NA,"iceoff"
"51",3745,"SP",2002,"5/22/02",30000,"CALANOID",0.3,NA,NA,"iceoff"
"52",3799,"SP",2002,"7/3/02",30000,"CALANOID",0.9,NA,NA,"iceoff"
"53",3820,"SP",2002,"7/17/02",30000,"CALANOID",6.7,NA,NA,"iceoff"
"54",3843,"SP",2002,"7/30/02",30000,"CALANOID",4.8,NA,NA,"iceoff"
"55",3870,"SP",2002,"8/14/02",30000,"CALANOID",9.3,NA,NA,"iceoff"
"56",3896,"SP",2002,"8/29/02",30000,"CALANOID",4.8,NA,NA,"iceoff"
"57",3920,"SP",2002,"9/12/02",30000,"CALANOID",3.4,NA,NA,"iceoff"
"58",3968,"SP",2002,"10/9/02",30000,"CALANOID",2,NA,NA,"iceoff"
"59",3993,"SP",2002,"11/7/02",30000,"CALANOID",1.4,NA,NA,"iceoff"
"60",4049,"SP",2003,"5/7/03",30000,"CALANOID",0.6,NA,NA,"iceoff"
"61",4084,"SP",2003,"6/9/03",30000,"CALANOID",1.2,NA,NA,"iceoff"
"62",4165,"SP",2003,"8/4/03",30000,"CALANOID",2.8,NA,NA,"iceoff"
"63",4211,"SP",2003,"9/3/03",30000,"CALANOID",2.9,NA,NA,"iceoff"
"64",4253,"SP",2003,"10/1/03",30000,"CALANOID",1.7,NA,NA,"iceoff"
"65",4278,"SP",2003,"10/14/03",30000,"CALANOID",1.7,NA,NA,"iceoff"
"66",4301,"SP",2003,"10/28/03",30000,"CALANOID",2.1,NA,NA,"iceoff"
"67",4324,"SP",2003,"11/13/03",30000,"CALANOID",0.3,NA,NA,"iceoff"
"68",4395,"SP",2004,"6/7/04",30000,"CALANOID",5.5,NA,NA,"iceoff"
"69",4415,"SP",2004,"6/22/04",30000,"CALANOID",3.6,NA,NA,"iceoff"
"70",4440,"SP",2004,"7/6/04",30000,"CALANOID",1.6,NA,NA,"iceoff"
"71",4489,"SP",2004,"8/2/04",30000,"CALANOID",1.2,NA,NA,"iceoff"
"72",4617,"SP",2005,"5/19/05",30000,"CALANOID",0.9,NA,NA,"iceoff"
"73",4634,"SP",2005,"6/13/05",30000,"CALANOID",0.3,NA,NA,"iceoff"
"74",4784,"SP",2006,"4/20/06",30000,"CALANOID",0.3,NA,NA,"iceoff"
"75",4803,"SP",2006,"5/2/06",30000,"CALANOID",NA,"1","0.49","iceoff"
"76",4809,"SP",2006,"5/18/06",30000,"CALANOID",6.9,NA,NA,"iceoff"
"77",4829,"SP",2006,"5/31/06",30000,"CALANOID",NA,"35","0.74","iceoff"
"78",4844,"SP",2006,"6/15/06",30000,"CALANOID",4.5,"12","0.47","iceoff"
"79",4863,"SP",2006,"7/12/06",30000,"CALANOID",17.4,NA,NA,"iceoff"
"80",4885,"SP",2006,"8/9/06",30000,"CALANOID",11.7,"18","0.64","iceoff"
"81",4912,"SP",2006,"9/8/06",30000,"CALANOID",7,"53","0.5","iceoff"
"82",4937,"SP",2006,"10/4/06",30000,"CALANOID",7.6,"25","0.67","iceoff"
"83",4962,"SP",2006,"10/30/06",30000,"CALANOID",0.9,"1","0.71","iceoff"
"84",5002,"SP",2007,"4/24/07",30000,"CALANOID",0.6,NA,NA,"iceoff"
"85",5021,"SP",2007,"5/21/07",30000,"CALANOID",2.2,"8","0.61","iceoff"
"86",5037,"SP",2007,"6/19/07",30000,"CALANOID",6.5,NA,NA,"iceoff"
"87",5058,"SP",2007,"7/16/07",30000,"CALANOID",12.7,NA,NA,"iceoff"
"88",5084,"SP",2007,"8/13/07",30000,"CALANOID",3,NA,NA,"iceoff"
"89",5108,"SP",2007,"9/11/07",30000,"CALANOID",17.9,NA,NA,"iceoff"
"90",5135,"SP",2007,"10/10/07",30000,"CALANOID",16,NA,NA,"iceoff"
"91",5164,"SP",2007,"11/12/07",30000,"CALANOID",1.2,NA,NA,"iceoff"
"92",5201,"SP",2008,"5/13/08",30000,"CALANOID",0.6,NA,NA,"iceoff"
"93",5216,"SP",2008,"6/2/08",30000,"CALANOID",4.2,"7","0.47","iceoff"
"94",5235,"SP",2008,"7/1/08",30000,"CALANOID",10.6,"13","0.41","iceoff"
"95",5258,"SP",2008,"7/29/08",30000,"CALANOID",3.9,"19","0.48","iceoff"
"96",5284,"SP",2008,"8/25/08",30000,"CALANOID",1.5,"1","0.34","iceoff"
"97",5308,"SP",2008,"9/23/08",30000,"CALANOID",3.6,"4","0.52","iceoff"
"98",5330,"SP",2008,"10/20/08",30000,"CALANOID",0.9,"2","0.74","iceoff"
"99",5423,"SP",2009,"7/22/09",30000,"CALANOID",2.24,"8","0.5","iceoff"
"100",5439,"SP",2009,"8/19/09",30000,"CALANOID",3.92,"13","0.54","iceoff"
"101",5456,"SP",2009,"9/17/09",30000,"CALANOID",2.24,"8","0.67","iceoff"
"102",5481,"SP",2009,"10/14/09",30000,"CALANOID",0.28,NA,NA,"iceoff"
"103",5547,"SP",2010,"5/10/10",30000,"CALANOID",1.96,"6","0.65","iceoff"
"104",5566,"SP",2010,"6/8/10",30000,"CALANOID",4.76,"12","0.46","iceoff"
"105",5585,"SP",2010,"7/6/10",30000,"CALANOID",16.8,"22","0.48","iceoff"
"106",5606,"SP",2010,"8/3/10",30000,"CALANOID",1.4,"4","0.61","iceoff"
"107",5629,"SP",2010,"9/1/10",30000,"CALANOID",1.96,"7","0.58","iceoff"
"108",5658,"SP",2010,"9/28/10",30000,"CALANOID",2.52,"9","0.52","iceoff"
"109",5744,"SP",2011,"6/3/11",30000,"CALANOID",1.12,"3","0.45","iceoff"
"110",5767,"SP",2011,"6/28/11",30000,"CALANOID",8.4,"14","0.41","iceoff"
"111",5794,"SP",2011,"7/26/11",30000,"CALANOID",10.64,"31","0.53","iceoff"
"112",5816,"SP",2011,"8/22/11",30000,"CALANOID",3.64,"10","0.48","iceoff"
"113",5838,"SP",2011,"9/20/11",30000,"CALANOID",1.68,"6","0.61","iceoff"
"114",5859,"SP",2011,"10/17/11",30000,"CALANOID",0.56,"2","0.61","iceoff"
"115",5882,"SP",2011,"11/15/11",30000,"CALANOID",1.4,"2","0.77","iceoff"
"116",5943,"SP",2012,"5/2/12",30000,"CALANOID",8.4,"28","0.71","iceoff"
"117",5966,"SP",2012,"5/31/12",30000,"CALANOID",9.52,"30","0.57","iceoff"
"118",5992,"SP",2012,"6/27/12",30000,"CALANOID",19.6,"34","0.55","iceoff"
"119",6016,"SP",2012,"7/25/12",30000,"CALANOID",2.52,"9","0.58","iceoff"
"120",6041,"SP",2012,"8/23/12",30000,"CALANOID",4.76,"15","0.71","iceoff"
"121",6072,"SP",2012,"9/17/12",30000,"CALANOID",3.36,"12","0.7","iceoff"
"122",6094,"SP",2012,"10/19/12",30000,"CALANOID",1.4,"4","0.59","iceoff"
"123",6183,"SP",2013,"6/11/13",30000,"CALANOID",1.12,"4","0.69","iceoff"
"124",6208,"SP",2013,"7/8/13",30000,"CALANOID",10.36,"28","0.47","iceoff"
"125",6239,"SP",2013,"8/5/13",30000,"CALANOID",2.24,"7","0.66","iceoff"
"126",6267,"SP",2013,"9/4/13",30000,"CALANOID",0.56,"2","0.62","iceoff"
"127",6292,"SP",2013,"10/2/13",30000,"CALANOID",1.96,"7","0.59","iceoff"
"128",6313,"SP",2013,"11/13/13",30000,"CALANOID",0.28,"1","0.65","iceoff"
"129",6352,"SP",2014,"5/19/14",30000,"CALANOID",0.56,"2","0.47","iceoff"
"130",6373,"SP",2014,"6/17/14",30000,"CALANOID",2.24,"8","0.64","iceoff"
"131",6397,"SP",2014,"7/14/14",30000,"CALANOID",9.52,"19","0.57","iceoff"
"132",6422,"SP",2014,"8/12/14",30000,"CALANOID",4.48,"14","0.65","iceoff"
"133",6440,"SP",2014,"9/8/14",30000,"CALANOID",0.28,"1","0.79","iceoff"
"134",6462,"SP",2014,"10/8/14",30000,"CALANOID",3.08,"6","0.75","iceoff"
"135",6488,"SP",2014,"11/10/14",30000,"CALANOID",1.68,"6","0.81","iceoff"
"136",6513,"SP",2015,"2/24/15",30000,"CALANOID",0.28,NA,NA,"iceon"
"137",6544,"SP",2015,"5/18/15",30000,"CALANOID",20.16,"36","0.56","iceoff"
"138",6570,"SP",2015,"6/17/15",30000,"CALANOID",5.88,"21","0.52","iceoff"
"139",6600,"SP",2015,"7/14/15",30000,"CALANOID",4.2,"15","0.58","iceoff"
"140",6627,"SP",2015,"8/11/15",30000,"CALANOID",1.4,"5","0.49","iceoff"
"141",6653,"SP",2015,"9/8/15",30000,"CALANOID",1.12,"4","0.46","iceoff"
"142",6677,"SP",2015,"10/7/15",30000,"CALANOID",0.28,"1","0.65","iceoff"
"143",6780,"SP",2016,"7/21/16",30000,"CALANOID",2.8,"9","0.6","iceoff"
"144",6807,"SP",2016,"8/18/16",30000,"CALANOID",3.36,"12","0.63","iceoff"
"145",6831,"SP",2016,"9/12/16",30000,"CALANOID",3.92,"14","0.57","iceoff"
"146",6856,"SP",2016,"10/12/16",30000,"CALANOID",2.8,"10","0.82","iceoff"
"147",6879,"SP",2016,"11/16/16",30000,"CALANOID",0.56,"2","0.85","iceoff"
"148",6923,"SP",2017,"4/17/17",30000,"CALANOID",1.4,"5","0.49","iceoff"
"149",6944,"SP",2017,"5/17/17",30000,"CALANOID",3.08,"11","0.65","iceoff"
"150",6965,"SP",2017,"6/12/17",30000,"CALANOID",5.88,"14","0.5","iceoff"
"151",6991,"SP",2017,"7/10/17",30000,"CALANOID",35.28,"37","0.55","iceoff"
"152",7020,"SP",2017,"8/21/17",30000,"CALANOID",1.12,"4","0.79","iceoff"
"153",7048,"SP",2017,"9/5/17",30000,"CALANOID",0.84,"3","0.56","iceoff"
"154",7077,"SP",2017,"10/2/17",30000,"CALANOID",2.24,"7","0.65","iceoff"
"155",7166,"SP",2018,"6/11/18",30000,"CALANOID",8.12,"17","0.63","iceoff"
"156",7198,"SP",2018,"7/11/18",30000,"CALANOID",10.64,"19","0.58","iceoff"
"157",7227,"SP",2018,"8/7/18",30000,"CALANOID",2.52,"9","0.71","iceoff"
"158",7254,"SP",2018,"9/5/18",30000,"CALANOID",0.84,"3","0.75","iceoff"
"159",7277,"SP",2018,"10/2/18",30000,"CALANOID",0.56,"2","0.56","iceoff"
