"","X1","lakeid","year4","sample_date","species_code","species_name","density","individuals_measured","avg_length","group"
"56",2320,"SP",1989,"11/1/89",30402,"LEPTODIAPTOMUS MINUTUS",0.88,NA,NA,"iceoff"
"57",2391,"SP",1990,"6/11/90",30402,"LEPTODIAPTOMUS MINUTUS",14.2,"12","0.81","iceoff"
"58",2412,"SP",1990,"8/21/90",30402,"LEPTODIAPTOMUS MINUTUS",1.1,"2","0.78","iceoff"
"59",2434,"SP",1990,"11/12/90",30402,"LEPTODIAPTOMUS MINUTUS",2.1,"4","0.82","iceoff"
"60",2495,"SP",1991,"8/28/91",30402,"LEPTODIAPTOMUS MINUTUS",4.8,"9","0.73","iceoff"
"61",2560,"SP",1992,"6/15/92",30402,"LEPTODIAPTOMUS MINUTUS",0.5,"1","0.8","iceoff"
"62",2579,"SP",1992,"8/24/92",30402,"LEPTODIAPTOMUS MINUTUS",0.5,"1","0.82","iceoff"
"63",2645,"SP",1993,"6/14/93",30402,"LEPTODIAPTOMUS MINUTUS",7.6,"12","0.79","iceoff"
"64",2667,"SP",1993,"8/23/93",30402,"LEPTODIAPTOMUS MINUTUS",3.2,"6","0.81","iceoff"
"65",2759,"SP",1994,"8/24/94",30402,"LEPTODIAPTOMUS MINUTUS",1.1,"1","0.76","iceoff"
"66",2828,"SP",1995,"6/14/95",30402,"LEPTODIAPTOMUS MINUTUS",5.4,"10","0.62","iceoff"
"67",2850,"SP",1995,"8/22/95",30402,"LEPTODIAPTOMUS MINUTUS",5.5,"5","0.72","iceoff"
"68",2865,"SP",1995,"11/13/95",30402,"LEPTODIAPTOMUS MINUTUS",0.5,"1","0.82","iceoff"
"69",2905,"SP",1996,"6/10/96",30402,"LEPTODIAPTOMUS MINUTUS",5.7,"10","0.75","iceoff"
"70",2926,"SP",1996,"8/8/96",30402,"LEPTODIAPTOMUS MINUTUS",8.9,"17","0.62","iceoff"
"71",3108,"SP",1998,"8/12/98",30402,"LEPTODIAPTOMUS MINUTUS",16.8,"18","0.61","iceoff"
"72",3178,"SP",1999,"7/1/99",30402,"LEPTODIAPTOMUS MINUTUS",7.9,NA,NA,"iceoff"
"73",3202,"SP",1999,"8/23/99",30402,"LEPTODIAPTOMUS MINUTUS",14.8,NA,NA,"iceoff"
"74",3220,"SP",1999,"11/10/99",30402,"LEPTODIAPTOMUS MINUTUS",0.5,NA,NA,"iceoff"
"75",3264,"SP",2000,"5/30/00",30402,"LEPTODIAPTOMUS MINUTUS",4.2,NA,NA,"iceoff"
"76",3285,"SP",2000,"7/26/00",30402,"LEPTODIAPTOMUS MINUTUS",8.5,NA,NA,"iceoff"
"77",3304,"SP",2000,"8/21/00",30402,"LEPTODIAPTOMUS MINUTUS",4,NA,NA,"iceoff"
"78",3329,"SP",2000,"11/16/00",30402,"LEPTODIAPTOMUS MINUTUS",0.5,NA,NA,"iceoff"
"79",3415,"SP",2001,"5/29/01",30402,"LEPTODIAPTOMUS MINUTUS",9.9,NA,NA,"iceoff"
"80",3431,"SP",2001,"6/11/01",30402,"LEPTODIAPTOMUS MINUTUS",8.4,NA,NA,"iceoff"
"81",3450,"SP",2001,"6/26/01",30402,"LEPTODIAPTOMUS MINUTUS",12.8,NA,NA,"iceoff"
"82",3476,"SP",2001,"7/9/01",30402,"LEPTODIAPTOMUS MINUTUS",6.8,NA,NA,"iceoff"
"83",3497,"SP",2001,"7/24/01",30402,"LEPTODIAPTOMUS MINUTUS",3.2,NA,NA,"iceoff"
"84",3558,"SP",2001,"9/4/01",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"85",3579,"SP",2001,"9/18/01",30402,"LEPTODIAPTOMUS MINUTUS",1.4,NA,NA,"iceoff"
"86",3599,"SP",2001,"10/15/01",30402,"LEPTODIAPTOMUS MINUTUS",3.2,NA,NA,"iceoff"
"87",3618,"SP",2001,"10/29/01",30402,"LEPTODIAPTOMUS MINUTUS",1.1,NA,NA,"iceoff"
"88",3763,"SP",2002,"6/5/02",30402,"LEPTODIAPTOMUS MINUTUS",3.2,NA,NA,"iceoff"
"89",3781,"SP",2002,"6/19/02",30402,"LEPTODIAPTOMUS MINUTUS",2.2,NA,NA,"iceoff"
"90",3800,"SP",2002,"7/3/02",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"91",3821,"SP",2002,"7/17/02",30402,"LEPTODIAPTOMUS MINUTUS",1.7,NA,NA,"iceoff"
"92",3844,"SP",2002,"7/30/02",30402,"LEPTODIAPTOMUS MINUTUS",0.9,NA,NA,"iceoff"
"93",3871,"SP",2002,"8/14/02",30402,"LEPTODIAPTOMUS MINUTUS",8.9,NA,NA,"iceoff"
"94",3898,"SP",2002,"8/29/02",30402,"LEPTODIAPTOMUS MINUTUS",3.1,NA,NA,"iceoff"
"95",3922,"SP",2002,"9/12/02",30402,"LEPTODIAPTOMUS MINUTUS",1.4,NA,NA,"iceoff"
"96",3946,"SP",2002,"9/26/02",30402,"LEPTODIAPTOMUS MINUTUS",7,NA,NA,"iceoff"
"97",3969,"SP",2002,"10/9/02",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"98",3994,"SP",2002,"11/7/02",30402,"LEPTODIAPTOMUS MINUTUS",0.6,NA,NA,"iceoff"
"99",4064,"SP",2003,"5/30/03",30402,"LEPTODIAPTOMUS MINUTUS",6.8,NA,NA,"iceoff"
"100",4085,"SP",2003,"6/9/03",30402,"LEPTODIAPTOMUS MINUTUS",2.8,NA,NA,"iceoff"
"101",4104,"SP",2003,"6/23/03",30402,"LEPTODIAPTOMUS MINUTUS",13.4,NA,NA,"iceoff"
"102",4124,"SP",2003,"7/7/03",30402,"LEPTODIAPTOMUS MINUTUS",19.1,NA,NA,"iceoff"
"103",4146,"SP",2003,"7/21/03",30402,"LEPTODIAPTOMUS MINUTUS",9,NA,NA,"iceoff"
"104",4167,"SP",2003,"8/4/03",30402,"LEPTODIAPTOMUS MINUTUS",5,NA,NA,"iceoff"
"105",4188,"SP",2003,"8/20/03",30402,"LEPTODIAPTOMUS MINUTUS",5.3,NA,NA,"iceoff"
"106",4212,"SP",2003,"9/3/03",30402,"LEPTODIAPTOMUS MINUTUS",1.1,NA,NA,"iceoff"
"107",4233,"SP",2003,"9/16/03",30402,"LEPTODIAPTOMUS MINUTUS",3.4,NA,NA,"iceoff"
"108",4255,"SP",2003,"10/1/03",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"109",4279,"SP",2003,"10/14/03",30402,"LEPTODIAPTOMUS MINUTUS",0.9,NA,NA,"iceoff"
"110",4302,"SP",2003,"10/28/03",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"111",4325,"SP",2003,"11/13/03",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"112",4378,"SP",2004,"5/24/04",30402,"LEPTODIAPTOMUS MINUTUS",9.8,NA,NA,"iceoff"
"113",4396,"SP",2004,"6/7/04",30402,"LEPTODIAPTOMUS MINUTUS",3.7,NA,NA,"iceoff"
"114",4416,"SP",2004,"6/22/04",30402,"LEPTODIAPTOMUS MINUTUS",1.9,NA,NA,"iceoff"
"115",4441,"SP",2004,"7/6/04",30402,"LEPTODIAPTOMUS MINUTUS",1.9,NA,NA,"iceoff"
"116",4465,"SP",2004,"7/21/04",30402,"LEPTODIAPTOMUS MINUTUS",2,NA,NA,"iceoff"
"117",4490,"SP",2004,"8/2/04",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"118",4652,"SP",2005,"7/12/05",30402,"LEPTODIAPTOMUS MINUTUS",8.7,NA,NA,"iceoff"
"119",4678,"SP",2005,"8/9/05",30402,"LEPTODIAPTOMUS MINUTUS",13.6,NA,NA,"iceoff"
"120",4698,"SP",2005,"9/8/05",30402,"LEPTODIAPTOMUS MINUTUS",10.9,NA,NA,"iceoff"
"121",4721,"SP",2005,"10/3/05",30402,"LEPTODIAPTOMUS MINUTUS",4.8,NA,NA,"iceoff"
"122",4741,"SP",2005,"11/15/05",30402,"LEPTODIAPTOMUS MINUTUS",1.4,NA,NA,"iceoff"
"123",4831,"SP",2006,"5/31/06",30402,"LEPTODIAPTOMUS MINUTUS",NA,"61","0.89","iceoff"
"124",4845,"SP",2006,"6/15/06",30402,"LEPTODIAPTOMUS MINUTUS",5.6,"30","0.85","iceoff"
"125",4864,"SP",2006,"7/12/06",30402,"LEPTODIAPTOMUS MINUTUS",1.7,NA,NA,"iceoff"
"126",4887,"SP",2006,"8/9/06",30402,"LEPTODIAPTOMUS MINUTUS",1.7,"3","0.76","iceoff"
"127",4913,"SP",2006,"9/8/06",30402,"LEPTODIAPTOMUS MINUTUS",0.6,"12","0.73","iceoff"
"128",4938,"SP",2006,"10/4/06",30402,"LEPTODIAPTOMUS MINUTUS",1.2,"4","0.8","iceoff"
"129",4963,"SP",2006,"10/30/06",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"130",5038,"SP",2007,"6/19/07",30402,"LEPTODIAPTOMUS MINUTUS",1.9,NA,NA,"iceoff"
"131",5060,"SP",2007,"7/16/07",30402,"LEPTODIAPTOMUS MINUTUS",6.2,NA,NA,"iceoff"
"132",5085,"SP",2007,"8/13/07",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"133",5109,"SP",2007,"9/11/07",30402,"LEPTODIAPTOMUS MINUTUS",3.1,NA,NA,"iceoff"
"134",5136,"SP",2007,"10/10/07",30402,"LEPTODIAPTOMUS MINUTUS",16.4,NA,NA,"iceoff"
"135",5165,"SP",2007,"11/12/07",30402,"LEPTODIAPTOMUS MINUTUS",0.8,NA,NA,"iceoff"
"136",5218,"SP",2008,"6/2/08",30402,"LEPTODIAPTOMUS MINUTUS",1.2,NA,NA,"iceoff"
"137",5236,"SP",2008,"7/1/08",30402,"LEPTODIAPTOMUS MINUTUS",6.5,NA,NA,"iceoff"
"138",5260,"SP",2008,"7/29/08",30402,"LEPTODIAPTOMUS MINUTUS",0.9,NA,NA,"iceoff"
"139",5285,"SP",2008,"8/25/08",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"140",5310,"SP",2008,"9/23/08",30402,"LEPTODIAPTOMUS MINUTUS",0.3,NA,NA,"iceoff"
"141",5346,"SP",2008,"11/12/08",30402,"LEPTODIAPTOMUS MINUTUS",0.3,"1","0.9","iceoff"
"142",5440,"SP",2009,"8/19/09",30402,"LEPTODIAPTOMUS MINUTUS",1.4,"5","0.75","iceoff"
"143",5457,"SP",2009,"9/17/09",30402,"LEPTODIAPTOMUS MINUTUS",8.4,"30","0.74","iceoff"
"144",5482,"SP",2009,"10/14/09",30402,"LEPTODIAPTOMUS MINUTUS",0.56,NA,NA,"iceoff"
"145",5568,"SP",2010,"6/8/10",30402,"LEPTODIAPTOMUS MINUTUS",0.84,"2","0.8","iceoff"
"146",5587,"SP",2010,"7/6/10",30402,"LEPTODIAPTOMUS MINUTUS",6.16,"14","0.77","iceoff"
"147",5607,"SP",2010,"8/3/10",30402,"LEPTODIAPTOMUS MINUTUS",1.68,"5","0.76","iceoff"
"148",5631,"SP",2010,"9/1/10",30402,"LEPTODIAPTOMUS MINUTUS",1.68,"5","0.72","iceoff"
"149",5660,"SP",2010,"9/28/10",30402,"LEPTODIAPTOMUS MINUTUS",0.56,"2","0.74","iceoff"
"150",5688,"SP",2010,"11/11/10",30402,"LEPTODIAPTOMUS MINUTUS",0.28,"1","0.84","iceoff"
"151",5745,"SP",2011,"6/3/11",30402,"LEPTODIAPTOMUS MINUTUS",3.08,"10","0.87","iceoff"
"152",5768,"SP",2011,"6/28/11",30402,"LEPTODIAPTOMUS MINUTUS",4.48,"8","0.81","iceoff"
"153",5795,"SP",2011,"7/26/11",30402,"LEPTODIAPTOMUS MINUTUS",5.88,"19","0.74","iceoff"
"154",5817,"SP",2011,"8/22/11",30402,"LEPTODIAPTOMUS MINUTUS",5.88,"13","0.72","iceoff"
"155",5840,"SP",2011,"9/20/11",30402,"LEPTODIAPTOMUS MINUTUS",2.24,"6","0.76","iceoff"
"156",5860,"SP",2011,"10/17/11",30402,"LEPTODIAPTOMUS MINUTUS",1.68,"5","0.76","iceoff"
"157",5967,"SP",2012,"5/31/12",30402,"LEPTODIAPTOMUS MINUTUS",4.2,"15","0.79","iceoff"
"158",5993,"SP",2012,"6/27/12",30402,"LEPTODIAPTOMUS MINUTUS",5.6,"13","0.78","iceoff"
"159",6017,"SP",2012,"7/25/12",30402,"LEPTODIAPTOMUS MINUTUS",4.76,"16","0.72","iceoff"
"160",6073,"SP",2012,"9/17/12",30402,"LEPTODIAPTOMUS MINUTUS",0.56,"2","0.76","iceoff"
"161",6095,"SP",2012,"10/19/12",30402,"LEPTODIAPTOMUS MINUTUS",1.68,"4","0.79","iceoff"
"162",6184,"SP",2013,"6/11/13",30402,"LEPTODIAPTOMUS MINUTUS",1.4,"5","0.88","iceoff"
"163",6210,"SP",2013,"7/8/13",30402,"LEPTODIAPTOMUS MINUTUS",4.48,"16","0.79","iceoff"
"164",6241,"SP",2013,"8/5/13",30402,"LEPTODIAPTOMUS MINUTUS",9.8,"20","0.75","iceoff"
"165",6268,"SP",2013,"9/4/13",30402,"LEPTODIAPTOMUS MINUTUS",3.64,"13","0.76","iceoff"
"166",6293,"SP",2013,"10/2/13",30402,"LEPTODIAPTOMUS MINUTUS",0.28,"1","0.75","iceoff"
"167",6315,"SP",2013,"11/13/13",30402,"LEPTODIAPTOMUS MINUTUS",0.56,"2","0.86","iceoff"
"168",6374,"SP",2014,"6/17/14",30402,"LEPTODIAPTOMUS MINUTUS",2.52,"9","0.8","iceoff"
"169",6399,"SP",2014,"7/14/14",30402,"LEPTODIAPTOMUS MINUTUS",2.52,"9","0.71","iceoff"
"170",6423,"SP",2014,"8/12/14",30402,"LEPTODIAPTOMUS MINUTUS",10.64,"23","0.74","iceoff"
"171",6441,"SP",2014,"9/8/14",30402,"LEPTODIAPTOMUS MINUTUS",2.52,"9","0.72","iceoff"
"172",6463,"SP",2014,"10/8/14",30402,"LEPTODIAPTOMUS MINUTUS",0.84,"1","0.76","iceoff"
"173",6489,"SP",2014,"11/10/14",30402,"LEPTODIAPTOMUS MINUTUS",0.28,"1","0.66","iceoff"
"174",6545,"SP",2015,"5/18/15",30402,"LEPTODIAPTOMUS MINUTUS",1.4,"5","0.81","iceoff"
"175",6571,"SP",2015,"6/17/15",30402,"LEPTODIAPTOMUS MINUTUS",10.64,"20","0.8","iceoff"
"176",6602,"SP",2015,"7/14/15",30402,"LEPTODIAPTOMUS MINUTUS",4.2,"15","0.77","iceoff"
"177",6628,"SP",2015,"8/11/15",30402,"LEPTODIAPTOMUS MINUTUS",0.28,"1","0.67","iceoff"
"178",6757,"SP",2016,"6/20/16",30402,"LEPTODIAPTOMUS MINUTUS",0.56,"2","0.86","iceoff"
"179",6781,"SP",2016,"7/21/16",30402,"LEPTODIAPTOMUS MINUTUS",2.8,"9","0.79","iceoff"
"180",6808,"SP",2016,"8/18/16",30402,"LEPTODIAPTOMUS MINUTUS",3.36,"11","0.75","iceoff"
"181",6832,"SP",2016,"9/12/16",30402,"LEPTODIAPTOMUS MINUTUS",0.28,NA,NA,"iceoff"
"182",6857,"SP",2016,"10/12/16",30402,"LEPTODIAPTOMUS MINUTUS",0.28,"1","0.78","iceoff"
"183",6966,"SP",2017,"6/12/17",30402,"LEPTODIAPTOMUS MINUTUS",1.96,"7","0.84","iceoff"
"184",6992,"SP",2017,"7/10/17",30402,"LEPTODIAPTOMUS MINUTUS",3.92,"13","0.79","iceoff"
"185",7021,"SP",2017,"8/21/17",30402,"LEPTODIAPTOMUS MINUTUS",14,"21","0.77","iceoff"
"186",7049,"SP",2017,"9/5/17",30402,"LEPTODIAPTOMUS MINUTUS",9.52,"20","0.77","iceoff"
"187",7078,"SP",2017,"10/2/17",30402,"LEPTODIAPTOMUS MINUTUS",1.4,"4","0.77","iceoff"
"188",7103,"SP",2017,"11/13/17",30402,"LEPTODIAPTOMUS MINUTUS",0.28,"1","0.81","iceoff"
"189",7167,"SP",2018,"6/11/18",30402,"LEPTODIAPTOMUS MINUTUS",3.64,"11","0.87","iceoff"
"190",7199,"SP",2018,"7/11/18",30402,"LEPTODIAPTOMUS MINUTUS",6.72,"14","0.78","iceoff"
"191",7228,"SP",2018,"8/7/18",30402,"LEPTODIAPTOMUS MINUTUS",0.56,"1","0.76","iceoff"
"192",7255,"SP",2018,"9/5/18",30402,"LEPTODIAPTOMUS MINUTUS",0.84,"3","0.8","iceoff"
"193",7278,"SP",2018,"10/2/18",30402,"LEPTODIAPTOMUS MINUTUS",3.08,"10","0.83","iceoff"
"194",7305,"SP",2018,"11/12/18",30402,"LEPTODIAPTOMUS MINUTUS",1.12,"2","0.8","iceoff"
