,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1,lakeid,year4,group,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
13,02/24/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,SP,1982,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,04/05/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,SP,1982,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA
15,05/12/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,SP,1982,iceoff,0,7.44,545,NA,NA,NA,NA,0,0,NA,10.5,NA,NA,NA,NA,3584
16,05/27/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA
17,06/10/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA
18,06/23/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,07/08/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,07/20/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
21,08/02/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
22,08/17/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,SP,1982,iceoff,0,7.59,578,NA,NA,NA,NA,0,0,0,NA,NA,NA,4,NA,3490
23,09/09/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,SP,1982,iceoff,0,7.59,NA,NA,NA,NA,NA,0,0,0,9.1,NA,NA,NA,NA,3489
24,09/20/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,SP,1982,iceoff,0,7.5,NA,NA,NA,NA,NA,0,0,0,8.7,NA,NA,NA,NA,3431
25,10/07/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,SP,1982,iceoff,0,7.59,NA,NA,NA,NA,NA,0,0,0,10,NA,NA,NA,NA,3431
26,10/19/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,SP,1982,iceoff,0,7.25,NA,NA,NA,NA,NA,5,0,10,9.5,NA,NA,NA,NA,3370
27,11/10/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
28,12/02/1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
29,01/13/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,SP,1982,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA
30,02/24/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,SP,1982,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
31,03/28/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,SP,1982,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,05/11/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
33,05/25/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,SP,1982,iceoff,0,7.84,NA,NA,NA,NA,NA,0,NA,16,11.1,NA,NA,NA,NA,3430
34,06/09/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,SP,1982,iceoff,0,7.51,NA,NA,NA,NA,NA,0,NA,0,10,NA,NA,NA,NA,3385
35,06/21/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,SP,1982,iceoff,0,7.7,NA,NA,NA,NA,NA,0,NA,NA,8.7,NA,NA,NA,NA,3390
36,07/08/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,SP,1982,iceoff,0,7.75,NA,NA,NA,NA,NA,0,NA,0,8.6,NA,NA,NA,NA,NA
37,07/21/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,SP,1982,iceoff,0,7.7,NA,NA,NA,NA,NA,4,NA,0,8.2,NA,NA,NA,NA,3232
38,07/21/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,SP,1982,iceoff,0,7.78,NA,NA,NA,NA,NA,0,NA,0,8.2,NA,NA,NA,NA,3251
39,07/21/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,SP,1982,iceoff,0,7.7,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,3232
40,07/21/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,SP,1982,iceoff,0,7.78,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,3251
41,08/01/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
42,08/16/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,SP,1982,iceoff,0,7.92,502,NA,NA,NA,NA,0,NA,0,9.3,NA,NA,7,NA,3384
43,09/06/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,SP,1982,iceoff,0,7.76,NA,NA,NA,NA,NA,0,NA,42,7.6,NA,NA,NA,NA,3457
44,09/27/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,SP,1982,iceoff,0,7.73,NA,NA,NA,NA,NA,0,NA,0,8.8,NA,NA,NA,NA,4138
45,10/17/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,SP,1982,iceoff,0,7.43,NA,NA,NA,NA,NA,0,NA,12,9,NA,NA,NA,NA,3234
46,10/17/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846,SP,1982,iceoff,0,7.45,NA,NA,NA,NA,NA,0,NA,0,9,NA,NA,NA,NA,3236
47,10/17/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,SP,1982,iceoff,0,7.43,NA,NA,NA,NA,NA,0,NA,12,NA,NA,NA,NA,NA,3234
48,10/17/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,SP,1982,iceoff,0,7.45,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,3236
49,11/02/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
50,11/15/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,SP,1982,iceoff,0,7.23,589,NA,NA,NA,NA,5,NA,34,8.7,NA,NA,14,NA,3628
51,11/29/1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,SP,1982,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
52,01/06/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,SP,1984,iceon,0,7.5,NA,NA,NA,NA,NA,11,NA,41,12.9,NA,NA,NA,NA,3830
53,02/27/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,SP,1984,iceon,0,7.61,650,NA,NA,NA,NA,23,NA,46,13.6,NA,NA,27,NA,3786
54,02/27/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951,SP,1984,iceon,0,7.63,655,NA,NA,NA,NA,36,NA,40,13.6,NA,NA,10,NA,3797
55,02/27/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,SP,1984,iceon,0,7.61,650,NA,NA,NA,NA,23,NA,46,NA,NA,NA,27,NA,3786
56,02/27/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,SP,1984,iceon,0,7.63,655,NA,NA,NA,NA,36,NA,40,NA,NA,NA,10,NA,3797
57,04/10/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,SP,1984,iceon,0,7.36,NA,NA,NA,NA,NA,23,NA,37,9.6,NA,NA,NA,NA,2272
58,04/26/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,995,SP,1984,iceoff,0,NA,NA,NA,NA,NA,NA,0,NA,21,11.2,NA,NA,NA,NA,3267
59,05/09/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,SP,1984,iceoff,0,7.45,589,NA,NA,NA,NA,3,NA,0,10.7,NA,NA,9,NA,3374
60,05/21/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038,SP,1984,iceoff,0,7.75,NA,NA,NA,NA,NA,0,NA,8,10.1,NA,NA,NA,NA,3240
61,05/21/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,SP,1984,iceoff,0,7.75,NA,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,3240
62,06/04/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061,SP,1984,iceoff,0,7.88,NA,NA,NA,NA,NA,0,NA,9,10,NA,NA,NA,NA,3729
63,06/20/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,SP,1984,iceoff,0,7.97,NA,NA,NA,NA,NA,0,NA,33,9,NA,NA,NA,NA,3311
64,06/20/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1085,SP,1984,iceoff,0,7.97,NA,NA,NA,NA,NA,0,NA,33,NA,NA,NA,NA,NA,3311
65,07/05/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107,SP,1984,iceoff,0,7.98,NA,NA,NA,NA,NA,3,NA,92,8.1,NA,NA,NA,NA,3330
66,07/16/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1129,SP,1984,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,27,8.2,NA,NA,NA,NA,3424
67,07/16/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,SP,1984,iceoff,0,8.07,NA,NA,NA,NA,NA,1,NA,18,8.2,NA,NA,NA,NA,3322
68,07/16/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,SP,1984,iceoff,0,8.09,NA,NA,NA,NA,NA,2,NA,27,NA,NA,NA,NA,NA,3424
69,07/16/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,SP,1984,iceoff,0,8.07,NA,NA,NA,NA,NA,1,NA,18,NA,NA,NA,NA,NA,3322
70,07/31/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152,SP,1984,iceoff,0,8,NA,NA,NA,NA,NA,0,NA,10,8.6,NA,NA,NA,NA,3432
71,08/16/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,SP,1984,iceoff,0,8.07,580,NA,NA,NA,NA,0,NA,37,8.5,NA,NA,4,NA,3374
72,09/05/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198,SP,1984,iceoff,0,7.99,NA,NA,NA,NA,NA,0,NA,8,8.9,NA,NA,NA,NA,3270
73,09/25/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,SP,1984,iceoff,0,7.81,NA,NA,NA,NA,NA,3,NA,40,9.3,NA,NA,NA,NA,3177
74,10/17/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,SP,1984,iceoff,0,7.56,NA,NA,NA,NA,NA,2,NA,7,9.1,NA,NA,NA,NA,3095
75,10/17/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,SP,1984,iceoff,0,7.56,NA,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,3095
76,11/07/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268,SP,1984,iceoff,0,7.22,595,NA,NA,NA,NA,2,NA,49,9.4,NA,NA,12,NA,3379
77,11/07/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,SP,1984,iceoff,0,7.23,585,NA,NA,NA,NA,2,NA,43,9.4,NA,NA,10,NA,3380
78,11/07/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270,SP,1984,iceoff,0,7.22,595,NA,NA,NA,NA,2,NA,49,NA,NA,NA,12,NA,3379
79,11/07/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271,SP,1984,iceoff,0,7.23,585,NA,NA,NA,NA,2,NA,43,NA,NA,NA,10,NA,3380
80,11/26/1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291,SP,1984,iceoff,0,7.37,NA,NA,NA,NA,NA,5,NA,71,11,NA,NA,NA,NA,3446
81,01/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313,SP,1985,iceon,0,7.48,NA,NA,NA,NA,NA,10,NA,59,13.4,NA,NA,NA,NA,3827
82,01/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314,SP,1985,iceon,0,7.47,NA,NA,NA,NA,NA,10,NA,62,13.4,NA,NA,NA,NA,3870
83,01/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,SP,1985,iceon,0,7.48,NA,NA,NA,NA,NA,10,NA,59,NA,NA,NA,NA,NA,3827
84,01/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1316,SP,1985,iceon,0,7.47,NA,NA,NA,NA,NA,10,NA,62,NA,NA,NA,NA,NA,3870
85,02/27/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336,SP,1985,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA
86,03/26/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,SP,1985,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA
87,04/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,SP,1985,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,04/29/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,SP,1985,iceoff,0,7.27,567,NA,NA,NA,NA,60,NA,18,12.1,NA,NA,5,NA,3469
89,04/29/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,SP,1985,iceoff,0,7.27,567,NA,NA,NA,NA,60,NA,18,NA,NA,NA,5,NA,3469
90,05/15/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413,SP,1985,iceoff,0,7.98,NA,NA,NA,NA,NA,4,NA,6,10.1,NA,NA,NA,NA,3333
91,05/15/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414,SP,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,3,NA,26,10.1,NA,NA,NA,NA,3323
92,05/15/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,SP,1985,iceoff,0,7.98,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,3333
93,05/15/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416,SP,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,3,NA,26,NA,NA,NA,NA,NA,3323
94,05/29/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436,SP,1985,iceoff,0,7.82,NA,NA,NA,NA,NA,11,NA,17,9.7,NA,NA,NA,NA,3173
