sampledate,Genus,Transect Cell Count,Magnification,CellBioVol,PerBioVol,Biovolume,,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,,,,,,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage
2/17/97,Microcystis,117,,369.3055543,0.214689411,3.156457729,,,,,,,,,,,,,,,Estimate as equal to 20 Cf. Komvophoron / Trichormus cells,,,,,
5/6/97,Microcystis,270,,852.2435868,0.001539453,3.156457729,,,,,,,,,,,,,,,,,,,,
6/18/97,Microcystis,184,,580.7882221,0.004805749,3.156457729,,,,,,,,,,,,,,,,,,,,
7/14/97,Microcystis,541,,11295.51785,0.152634409,3.156457729,,,,,,,,,,,,,,,,,,,,
8/28/97,Microcystis,478,,10498.35804,0.081487821,3.156457729,,,,,,,,,,,,,,,,,,,,
11/10/97,Microcystis,83,,126063.7207,0.666625446,3.156457729,,,,,,,,,,,,,,,,,,,,
2/23/98,Microcystis,998,,58.685121,0.000323032,3.156457729,,,,,,,,,,,,,,,,,,,,
6/15/98,Microcystis,470,,622.31,0.003044315,3.156457729,,,,,,,,,,,,,,,,,,,,
8/12/98,Microcystis,488,,1540.351372,0.007947144,3.156457729,,,,,,,,,,,,,,,,,,,,
11/12/98,Microcystis,25,,78.91144323,0.000534918,3.156457729,,,,,,,,,,,,,,,,,,,,
2/23/99,Microcystis,202,,637.6044613,0.007656642,3.156457729,,,,,,,,,,,,,,,,,,,,
5/4/99,Microcystis,94,,296.7070265,0.001305324,3.156457729,,,,,,,,,,,,,,,,,,,,
7/1/99,Microcystis,0,,0,0,3.156457729,,,,,,,,,,,,,,,,,,,,
7/26/00,Microcystis,39,,123.1018514,0.001582718,3.156457729,,,,,,,,,,,,,,,,,,,,
2/28/01,Microcystis,72,,227.2649565,0.010688393,3.156457729,,1,,,,,,,,,,,,,,,,,,
4/30/01,Microcystis,7,,22.0952041,0.000777722,3.156457729,,,,,,,,,,,,,,,,,,,,
8/20/01,Microcystis,79,,249.3601606,0.00850884,3.156457729,,,,,,,,,,,,,,,,,,,,
4/23/02,Hydrococus,20,,63.12915457,0.000493623,3.156457729,,,,,,,,,,,,,,,,,,,,
7/17/02,Microcystis,66,,208.3262101,0.002861576,3.156457729,,,,,,,,,,,,,,,,,,,,
8/14/02,Microcystis,103,,325.1151461,0.007090464,3.156457729,,,,,,,,,,,,,,,,,,,,
11/7/02,Microcystis,261,,823.8354673,0.010391399,3.156457729,,,,,,,,,,,,,,,,,,,,
3/6/03,Microcystis,126,,397.7136739,0.010000557,3.156457729,,,,,,,,,,,,,,,,,,,,
6/23/03,Microcystis,55,,173.6051751,0.002493067,3.156457729,,,,,,,,,,,,,,,,,,,,
7/21/03,Microcystis,160,,505.0332366,0.006569158,3.156457729,,,,,,,,,,,,,,,,,,,,
8/20/03,Microcystis,527,,1663.453223,0.023477076,3.156457729,,,,,,,,,,,,,,,,,,,,
11/13/03,Microcystis,65,,205.1697524,0.002004351,3.156457729,,,,,,,,,,,,,,,,,,,,
2/18/04,Microcystis (large),143,,451.3734552,0.046491205,3.156457729,,,,,,,,,,,,,,,,,,,,
2/18/04,Microcystis (small),189,,596.5705107,0.061446418,3.156457729,,,,,,,,,,,,,,,,,,,,
4/30/04,Microcystis (small),488,100,1540.351372,0.012352049,3.156457729,,,,,,,,,,,,,,,,,,,,
6/22/04,Microcystis (small),248,100,782.8015167,0.009665296,3.156457729,,1,,,,,,,,,,,,,,,,,,
7/21/04,Microcystis,10,,31.56457729,0.000811182,3.156457729,,,,,,,,,,,,,,,,,,,,
8/16/04,Microcystis,73,,230.4214142,0.006618418,3.156457729,,,,,,,,,,,,,,,,,,,,
11/10/04,Microcystis,33,,104.1631051,0.002594878,3.156457729,,,,,,,,,,,,,,,,,,,,
4/20/05,Microcystis,175,,552.3801026,0.004569013,3.156457729,,,,,,,,,,,,,,,,,,,,
7/12/05,Microcyctis,52,,164.1358019,0.0024673,3.156457729,,,,,,,,,,,,,,,,,,,,
2/13/06,Microcystis,4,,12.62583092,0.000939057,3.156457729,,,,,,,,,,,,,,,,,,,,
4/20/06,Microcystis,13,,41.03395048,0.00038736,3.156457729,,,,,,,,,,,,,,,,,,,,
6/16/06,Microcystis,8,,25.25166183,0.00026452,3.156457729,,,,,,,,,,,,,,,,,,,,
7/12/06,Microcystis,132,,416.6524202,0.007476816,3.156457729,,,,,,,,,,,,,,,,,,,,
8/9/06,Microcystis,165,,520.8155253,0.028064211,3.156457729,,,,,,,,,,,,,,,,,,,,
10/30/06,Microcystis,7,,22.0952041,0.000448286,3.156457729,,,,,,,,,,,,,,,,,,,,
2/20/07,Microcystis,47,,148.3535133,0.003407379,3.156457729,,,,,,,,,,,,,,,,,,,,
8/13/07,Microcystis,74,,233.5778719,0.002706626,3.156457729,,,,,,,,,,,,,,,,,,,,
11/12/07,Microcystis,2,,6.312915458,9.12E-05,3.156457729,,,,,,,,,,,,,,,,,,,,
8/25/08,Microcystis,14,,44.19040821,0.000617317,3.156457729,,,,,,,,,,,,,,,,,,,,
2/24/09,Microcystis,4,,12.62583092,0.000223913,3.156457729,,,,,,,,,,,,,,,,,,,,
4/24/07,Small Chroococcus,57,,285,0.004935078,5,,1,,,,,,,,,,,,,,,,,,
3/3/08,Small chroococcus,4,,20,0.002697508,5,,,,,,,,,,,,,,,,,,,,15%
5/13/08,Small Chroococcus,4,,20,0.000196815,5,,,,,,,,,,,,,,,,,,,,
1/14/97,Limnothrix,6808,100,38415.98497,0.653168238,5.642771,,,,,,,,,,,,,,,,,,,,
2/17/97,Limnothrix,229,100,1292.194559,0.751195007,5.642771,,,,,,,,,,,,,,,,,,,,
5/6/97,Limnothrix,86,100,485.278306,0.000876584,5.642771,,,,,,,,,,,,,,,,,,,,
6/18/97,Limnothrix,8,,45.142168,0.00037353,5.642771,,,,,,,,,,,,,,,,,,,,
7/14/97,Limnothrix,409,,565.4866776,0.007641325,5.642771,,,,,228.25,,,,,,,,,,,,,,,
8/28/97,Limnothrix,213,,84042.48044,0.652334262,5.642771,,,,,,,,,,,,,,,,,,,,
11/10/97,Limnothrix,146,,18372.12657,0.097151877,5.642771,,,,,,,,,,,,,,,,,,,,
2/23/98,Limnothrix,1522,,1244.62,0.006851012,5.642771,,,,,,,,,,,,,,,,,,,,
4/20/98,Limnothrix,52,,13122.94755,0.07815477,5.642771,,,,,,,,,,,,,,,,,,,,
6/15/98,Limnothrix,384,,186.6048309,0.000912863,5.642771,,,,,,,,,,,,,,,,,,,,
8/12/98,Limnothrix,494,,2787.528874,0.014381715,5.642771,,1,,,,,,,,,,,,,,,,,,
2/23/99,Limnothrix,163,,919.771673,0.011045033,5.642771,,,,,,,,,,,,,,,,,,,,
7/1/99,Limnothrix,5,,28.213855,0.000376422,5.642771,,,,,,,,,,,,,,,,,,,,
8/21/00,Limnothrix,3,,16.928313,0.000221028,5.642771,,,,,,,,,,,,,,,,,,,,
7/24/01,Limnothrix,13,100,73.356023,0.003312515,5.642771,,,,,,,,,,,,,,,,,,,,
8/20/01,Limnothrix,51,100,287.781321,0.009819873,5.642771,,,,,,,,,,,,,,,,,,,,
11/15/01,Limnothrix,16,,90.284336,0.000645408,5.642771,,,,,,,,,,,,,,,,,,,,
2/28/02,Limnothrix,5,,28.213855,0.000533085,5.642771,,,,,,,,,,,,,,,,,,,,
4/23/02,Limnothrix,15,,84.641565,0.000661833,5.642771,,,,,,,,,,,,,,,,,,,,
7/17/02,Limnothrix,18,,101.569878,0.001395167,5.642771,,,,,,,,,,,,,,,,,,,,
8/14/02,Limnothrix,8,,45.142168,0.000984509,5.642771,,,,,,,,,,,,,,,,,,,,
11/7/02,Limnothrix,2,,11.285542,0.00014235,5.642771,,,,,,,,,,,,,,,,,,,,
3/6/03,Limnothrix,32,,180.568672,0.00454042,5.642771,,,,,,,,,,,,,,,,,,,,
6/23/03,Limnothrix,288,,1625.118048,0.023337604,5.642771,,,,,,,,,,,,,,,,,,,,
7/21/03,Limnothrix,136,,767.416856,0.009982081,5.642771,,,,,,,,,,,,,,,,,,,,
8/20/03,Limnothrix,162,,914.128902,0.012901519,5.642771,,,,,,,,,,,,,,,,,,,,
11/13/03,Limnothrix,24,,135.426504,0.001323013,5.642771,,,,,,,,,,,,,,,,,,,,
2/18/04,Limnothrix,156,100,880.272276,0.090667536,5.642771,,,,,,,,,,,,,,,,,,,,
6/22/04,Limnothrix,36,,203.139756,0.002508178,5.642771,,1,,,,,,,,,,,,,,,,,,
7/21/04,Limnothrix,347,,1958.041537,0.050319934,5.642771,,,,,,,,,,,,,,,,,,,,
8/16/04,Limnothrix,273,,1540.476483,0.044247264,5.642771,,,,,,,,,,,,,,,,,,,,
11/10/04,Limnothrix,41,,231.353611,0.005763407,5.642771,,,,,,,,,,,,,,,Look up @ diatoms.org,,,,,
4/20/05,Limnothrix,21,,118.498191,0.000980158,5.642771,,,,,,,,,,,,,,,,,,,,
7/12/05,Limnothrix,30,,169.28313,0.002544675,5.642771,,,,,,,,,,,,,,,,,,,,
11/15/05,Limnothrix,13,,73.356023,0.001942188,5.642771,,,,,,,,,,,,,,,,,,,,
2/13/06,Limnothrix,13,,73.356023,0.005455915,5.642771,,,,,,,,,,,,,,,,,,,,
6/16/06,Limnothrix,5,,28.213855,0.00029555,5.642771,,,,,,,,,,,,,,,,,,,,
7/12/06,Limnothrix,51,,287.781321,0.005164228,5.642771,,,,,,,,,,,,,,,,,,,,
8/9/06,Limnothrix,118,,665.846978,0.035879249,5.642771,,,,,,,,,,,,,,,,,,,,
10/30/06,Limnothrix,53,,299.066863,0.006067722,5.642771,,,,,,,,,,,,,,,,,,,,
2/20/07,Limnothrix,9,,50.784939,0.001166427,5.642771,,,,,,,,,,,,,,,,,,,,
6/19/07,Limnothrix,26,,146.712046,0.002297238,5.642771,,,,,,,,,,,,,,,,,,,,
3/3/08,Limnothrix,6,,33.856626,0.004566426,5.642771,,,,,,,,,,,,,,,,,,,,
5/13/08,Limnothrix,23,,129.783733,0.001277171,5.642771,,,,,,,,,,,,,,,,,,,,
7/1/08,Limnothrix,64,,361.137344,0.002630222,5.642771,,,,,,,,,,,,,,,,,,,,
8/25/08,Limnothrix,72,,406.279512,0.005675515,5.642771,,,,,,,,,,,,,,,,,,,,
11/12/08,Limnothrix,11,,62.070481,0.000806002,5.642771,,1,,,,,,,,,,,,,,,,,,
2/24/09,Limnothrix,50,,282.13855,0.005003588,5.642771,,,,,,,,,,,,,,,,,,,,
5/13/08,Cf. Aphanothece bacilloidea,2,,14.4,0.000141707,7.2,,,,,,,,,,,,,,,,,,,,
1/14/97,Cf. Komvophoron / Trichormus,127,,1242.168395,0.021119983,9.7808535,,,,,,,,,,,,,,,,,,,,
2/17/97,Cf. Komvophoron / Trichormus,6,,58.685121,0.034115582,9.7808535,,,,,,,,,,,,,,,,,,,,
5/6/97,Cf. Komvophoron / Trichormus,144,,1408.442904,0.002544145,9.7808535,,,,,,,,,,,,,,,"Things marked ""cyst"" are resting stages- this is interesting info from a systems ecology perspective, but not useful for biomass data.  You can ignore things named ""cyst"" generally",,,,,
7/14/97,Cf. Komvophoron / Trichormus,4,,1574.717414,0.021278888,9.7808535,,,,,,,,,,,,,,,"""statocyst"" falls under ""cyst""",,,,,
7/14/97,Cf. Komvophoron / Trichormus,181,,54.549789,0.000737122,9.7808535,,,,,,,,,,,,,,,,,,,,
8/28/97,Cf. Komvophoron / Trichormus,161,,44.42277385,0.000344808,9.7808535,,,,,,,,,,,,,,,,,,,,
11/10/97,Cf. Komvophoron / Trichormus,28,,564,0.002982434,9.7808535,,,,,,,,,,,,,,,,,,,,
2/23/98,Cf. Komvophoron / Trichormus,295,,545.5867498,0.003003183,9.7808535,,,,,,,,,,,,,,,,,,,,
2/23/98,Cf. Komvophoron / Trichormus,13,,62115.28506,0.341913672,9.7808535,,,,,,,,,,,,,,,,,,,,
4/20/98,Cf. Komvophoron / Trichormus,6,,3834.094572,0.022834259,9.7808535,,,,,,,,,,,,,,,,,,,,
6/15/98,Cf. Komvophoron / Trichormus,392,,1636.760249,0.008006964,9.7808535,,,,,,,,,,,,,,,,,,,,
8/12/98,Cf. Komvophoron / Trichormus,199,,1946.389847,0.010042021,9.7808535,,,,,,,,,,,,,,,,,,,,
11/12/98,Cf. Komvophoron / Trichormus,6,,58.685121,0.00039781,9.7808535,,,,,,,,,,,,,,,,,,,,
5/4/99,Cf. Komvophoron / Trichormus,4,,39.123414,0.000172118,9.7808535,,1,,,,,,,,,,,,,diatoms.org,,,,,15%
8/23/99,Cf. Komvophoron / Trichormus,4,,39.123414,0.000667969,9.7808535,,,,,,,,,,,,,,,,,,,,
6/19/02,Cf. Komvophoron / Trichormus,12,,117.370242,,9.7808535,,,,,,,,,,,,,,,,,,,,
4/29/03,Cf. Komvophoron / Trichormus,31,,303.2064585,0.004354214,9.7808535,,,,,,,,,,,,,,,,,,,,
6/23/03,Cf. Komvophoron / Trichormus,17,,166.2745095,0.002387795,9.7808535,,,,,,,,,,,,,,,,,,,,
7/21/03,Cf. Komvophoron / Trichormus,23,,224.9596305,0.002926135,9.7808535,,,,,,,,,,,,,,,In Rare page,,,,,
8/20/03,Cf. Komvophoron / Trichormus,18,,176.055363,0.00248475,9.7808535,,,,,,,,,,,,,,,,,,,,
8/20/03,Cf. Komvophoron / Trichormus,12,,117.370242,0.0016565,9.7808535,,,,,,,,,,,,,,,,,,,,
6/13/05,Cf. Komvophoron / Trichormus,51,100,498.8235285,,9.7808535,,,,,,,,,,,,,,,,,,,,
7/12/05,Cf. Komvophoron / Trichormus,120,,1173.70242,0.01764317,9.7808535,,,,,,,,,,,,,,,,,,,,
7/12/06,Cf. Komvophoron / Trichormus,25,,244.5213375,0.004387929,9.7808535,,,,,,,,,,,,,,,,,,,,
8/9/06,Cf. Komvophoron / Trichormus,34,,332.549019,0.017919446,9.7808535,,,,,,,,,,,,,,,,,,,,
6/19/07,Cf. Komvophoron / Trichormus,68,,665.098038,0.010414201,9.7808535,,,,,,,,,,,,,,,,,,,,
7/16/07,Cf. Komvophoron / Trichormus,8,,78.246828,0.000994257,9.7808535,,,,,,,,,,,,,,,,,,,,
8/13/07,Cf. Komvophoron / Trichormus,69,,674.8788915,0.007820281,9.7808535,,,,,,,,,,,,,,,,,,,,
7/1/08,Cf. Komvophoron / Trichormus,675,,6602.076113,0.048083988,9.7808535,,,,,,,,,,,,,,,,,,,,
8/25/08,Cf. Komvophoron / Trichormus,1924,,18818.36213,0.2628828,9.7808535,,,,,,,,,,,,,,,,,,,,
11/12/08,Cf. Komvophoron / Trichormus,57,,557.5086495,0.0072394,9.7808535,,,,,,,,,,,,,,,,,,,,
2/24/09,Cf. Komvophoron / Trichormus,359,,3511.326407,0.062271637,9.7808535,,,,,,,,,,,,,,,,,,,,
4/29/09,Cf. Komvophoron / Trichormus,60,,586.85121,0.001810106,9.7808535,,,,,,,,,,,,,,,,,,,,
7/21/04,?17,2,,27.73324717,0.00071272,13.86662358,,1,,,,,,,,,,,,,diatoms.org,,,,,
8/16/04,?17,2,,27.73324717,0.000796585,13.86662358,,,,,,,,,,,,,,,diatoms.org,,,,,
11/10/04,?17,6,,83.19974151,0.002072645,13.86662358,,,,,,,,,,,,,,,"*** Anything marked ""Synedra"" should become ""Mallomonas scales"".  If there's anything marked ""Synedra colony"", that can become ""Mallomonas colony""",,,,,
6/13/05,?17,4,,55.46649434,0.000491542,13.86662358,,,,,,,,,,,,,,,"Mallomonas scales don't really have any inherent biomass, they're just indicitave of Mallomonas ""colonies"" (a single multicellular alga covered in scales"").  My recommendation would be to weigh the total # of scales against the # of recorded ""colonies.""  Approximately 20 scales per ""colony"" is a good estimate.  If the # of scales exceeds the # of colonies x20, add 1 extra colony to the tally per 20 surplus scales.  Then just use the biomass of the colony as the only biomass for the species.",,,,,
7/12/05,?17,5,100,69.33311792,0.00104222,13.86662358,,,,,,,,,,,,,,,,,,,,
11/15/05,?17,1,,13.86662358,0.000367135,13.86662358,,,,,,,,,,,,,,,,,,,,
2/13/06,?17,1,100,13.86662358,0.001031342,13.86662358,,,,,,,,,,,,,,,,,,,,
4/20/05,Planktothrix cells,74,,1165.46596,0.009640153,15.74954,,,,,,,,,,,,,,,,,,,,
6/13/05,Planktothrix cells,377,,5937.57658,0.052618533,15.74954,,,,,,,,,,,,,,,,,,,,
7/12/05,Planktothrix cells,440,,6929.7976,0.104169164,15.74954,,,,,,,,,,,,,,,,,,,,
3/3/08,Planktothrix,25,,393.7385,0.053105634,15.74954,,,,,,,,,,,,,,,,,,,,
5/13/08,Planktothrix,56,,881.97424,0.008679298,15.74954,,,,,,,,,,,,,,,,,,,,
4/29/09,Planktothrix,195,,3071.1603,0.009472805,15.74954,,,,,,,,,,,,,,,,,,,,
8/21/00,Mallomonas colony,1.8,100,43.2,0.00056405,24,,1,,,,,,,,,,,,,,,,,,
6/26/01,Synura,1,,24,0.00017779,24,,,,,,,,,,,,,,,,,,,,
6/26/01,Mallomonas,29,,696,0.005155906,24,,,,,,,,,,,,,,,,,,,,
11/15/01,Mallomonas,4,,96,0.000686267,24,,,,,,,,,,,,,,,,,,,,
2/28/02,Mallomonas,1,,24,0.000453467,24,,,,,,,,,,,,,,,,,,,,
4/23/02,Mallomonas,13,,312,0.002439605,24,,,,,,,,,,,,,,,,,,,,
6/19/02,Mallomonas,21,,504,0.00441941,24,,,,,,,,,,,,,,,,,,,,
7/17/02,Mallomonas,63,,1512,0.020768882,24,,,,,,,,,,,,,,,,,,,,
8/14/02,Mallomonas,10,,240,0.005234181,24,,,,,,,,,,,,,,,,,,,,
11/7/02,Mallomonas,4,,96,0.00121089,24,,,,,,,,,,,,,,,,,,,,
6/23/03,Mallomonas,7,,168,0.002412574,24,,,,,,,,,,,,,,,,,,,,
6/23/03,Mallomonas,247,,5928,0.085129394,24,,,,,,,,,,,,,,,,,,,,
7/21/03,Mallomonas colony,18,,432,0.005619187,24,,,,,,,,,,,,,,,,,,,,
8/20/03,Mallomonas c,8.5,,204,0.002879145,24,,,,,,,,,,,,,,,,,,,,
11/13/03,Mallomonas,3,,72,0.000703385,24,,,,,,,,,,,,,,,,,,,,
4/30/04,Mallomonas,1,,24,0.000192456,24,,,,,,,,,,,,,,,,,,,,
6/22/04,Mallomonas,2.25,,54,0.000666741,24,,,,,,,,,,,,,,,,,,,,
7/21/04,Mallomonas colony,2,,48,0.001233557,24,,,,,,,,,,,,,,,,,,,,
8/16/04,Mallomonas colony,1,,24,0.000689354,24,,1,,,,,,,,,,,,,,,,,,
11/10/04,Mallomonas,3,,72,0.001793641,24,,,,,,,,,,,,,,,,,,,,
7/12/05,Mallomonas colony,5.7,,136.8,0.002056386,24,,,,,,,,,,,,,,,,,,,,
11/15/05,Mallomonas colony,2,,48,0.001270857,24,,,,,,,,,,,,,,,,,,,,
4/20/06,Synura colony,1,,24,0.00022656,24,,,,,,,,,,,,,,,,,,,,
6/16/06,Mallomonas colony,18.4,,441.6,0.00462591,24,,,,,,,,,,,,,,,,,,,,
7/12/06,Mallomonas colony,5,100,120,0.002153397,24,,,,,,,,,,,,,,,,,,,,
10/30/06,Mallomonas colony,4,,96,0.00194773,24,,,,,,,,,,,,,,,,,,,,
7/16/07,Mallomonas colony,4.45,,106.8,0.001357072,24,,,,,,,,,,,,,,,,,,,,
8/13/07,Mallomonas colony,4,,96,0.001112417,24,,,,,,,,,,,,,,,,,,,,
7/1/08,Mallomonas Colony,5,,120,0.000873979,24,,,,,,,,,,,,,,,,,,,,
8/23/99,Cf. Pseudosaurosira,1,,24.6745923,0.000421279,24.6745923,,,,,,,,,,,,,,,,,,,,
8/21/00,Pseudostaurosira,1,,24.6745923,0.000322169,24.6745923,,,,,,,,,,,,,,,,,,,,
11/10/99,Segmented Green,348,,14517.4116,0.493905014,41.7167,,,,,,,,,,,,,,,,,,,,
2/22/00,Segmented Green,37,,1543.5179,0.080243835,41.7167,,,,,,,,,,,,,,,,,,,,
4/6/00,Segmented green,102,,4255.1034,0.033076967,41.7167,,,,,,,,,,,,,,,,,,,,
5/30/00,Segmented green,16,,667.4672,0.002177001,41.7167,,,,,,,,,,,,,,,,,,,,
7/26/00,Segmented Green,12,,500.6004,0.00643621,41.7167,,1,,,,,,,,,,,,,,,,,,
8/21/00,Gloeocapsa,8,,333.7336,0.004357461,41.7167,,,,,,,,,,,,,,,,,,,,
8/21/00,Segmented green,73,,3045.3191,0.039761833,41.7167,,,,,,,,,,,,,,,Rare,,,,,
11/16/00,Segmented green,60,,2503.002,0.026141338,41.7167,,,,,,,,,,,,,,,"Unless otherwise marked, assume ""Lindavia"" is ""Lindavia affinis""",,,,,
2/28/01,Segmented green,9,,375.4503,0.01765763,41.7167,,,,,,,,,,,,,,,,,,,,
4/30/01,Segmented green,39,,1626.9513,0.05726656,41.7167,,,,,,,,,,,,,,,,,,,,
5/29/01,Segmented green,7,,292.0169,0.007081648,41.7167,,,,,,,,,,,,,,,,,,,,
6/26/01,Segmented green,10,,417.167,0.003090336,41.7167,,,,,,,,,,,,,,,,,,,,
7/24/01,Segmented green,2,,83.4334,0.003767576,41.7167,,,,,,,,,,,,,,,,,,,,
8/20/01,Segmented green,10,,417.167,0.014234861,41.7167,,,,,,,,,,,,,,,"Becomes ""Lindavia comensis""",,,,,
11/15/01,Segmented green,1,,41.7167,0.000298217,41.7167,,,,,,,,,,,,,,,,,,,,
4/23/02,Segmented green,10,,417.167,0.003261932,41.7167,,,,,,,,,,,,,,,,,,,,
6/19/02,Segmented green,32,,1334.9344,0.011705601,41.7167,,,,,,,,,,,,,,,,,,,,
7/17/02,Segmented green,14,,584.0338,0.008022308,41.7167,,,,,,,,,,,,,,,,,,,,
8/14/02,Segmented green,9,,375.4503,0.008188228,41.7167,,,,,,,,,,,,,,,,,,,,
11/7/02,Segmented green,20,,834.334,0.010523822,41.7167,,,,,,,,,,,,,,,,,,,,
3/6/03,Segmented green,14,,584.0338,0.014685598,41.7167,,,,,,,,,,,,,,,,,,,,
4/29/03,Segmented green,23,,959.4841,0.013778728,41.7167,,,,,,,,,,,,,,,,,,,,
6/23/03,Segmented green,10,,417.167,0.005990751,41.7167,,,,,,,,,,,,,,,,,,,,
7/21/03,Segmented green,12,,500.6004,0.006511499,41.7167,,,,,,,,,,,,,,,diatoms.org,,,,,
8/20/03,Segmented green,25,,1042.9175,0.014719172,41.7167,,,,,,,,,,,,,,,diatoms.org,,,,,
