"","X1","lakeid","year4","sample_date","species_code","species_name","density","individuals_measured","avg_length","group"
"27",911,"SP",1985,"6/10/85",30801,"SKISTODIAPTOMUS OREGONENSIS",9.23,NA,NA,"iceoff"
"28",945,"SP",1985,"7/10/85",30801,"SKISTODIAPTOMUS OREGONENSIS",3.44,NA,NA,"iceoff"
"29",961,"SP",1985,"7/22/85",30801,"SKISTODIAPTOMUS OREGONENSIS",1.47,NA,NA,"iceoff"
"30",1000,"SP",1985,"8/19/85",30801,"SKISTODIAPTOMUS OREGONENSIS",0.89,NA,NA,"iceoff"
"31",1023,"SP",1985,"9/10/85",30801,"SKISTODIAPTOMUS OREGONENSIS",2.26,NA,NA,"iceoff"
"32",1046,"SP",1985,"9/30/85",30801,"SKISTODIAPTOMUS OREGONENSIS",1.18,NA,NA,"iceoff"
"33",1176,"SP",1986,"6/16/86",30801,"SKISTODIAPTOMUS OREGONENSIS",2.37,NA,NA,"iceoff"
"34",1197,"SP",1986,"7/14/86",30801,"SKISTODIAPTOMUS OREGONENSIS",4.02,NA,NA,"iceoff"
"35",1213,"SP",1986,"7/29/86",30801,"SKISTODIAPTOMUS OREGONENSIS",2.36,NA,NA,"iceoff"
"36",1235,"SP",1986,"8/11/86",30801,"SKISTODIAPTOMUS OREGONENSIS",0.14,NA,NA,"iceoff"
"37",1260,"SP",1986,"8/25/86",30801,"SKISTODIAPTOMUS OREGONENSIS",0.86,NA,NA,"iceoff"
"38",1282,"SP",1986,"9/8/86",30801,"SKISTODIAPTOMUS OREGONENSIS",9.73,NA,NA,"iceoff"
"39",1299,"SP",1986,"9/22/86",30801,"SKISTODIAPTOMUS OREGONENSIS",2.63,NA,NA,"iceoff"
"40",1319,"SP",1986,"10/7/86",30801,"SKISTODIAPTOMUS OREGONENSIS",3,NA,NA,"iceoff"
"41",1339,"SP",1986,"10/21/86",30801,"SKISTODIAPTOMUS OREGONENSIS",2.46,NA,NA,"iceoff"
"42",1361,"SP",1986,"11/12/86",30801,"SKISTODIAPTOMUS OREGONENSIS",0.84,NA,NA,"iceoff"
"43",1474,"SP",1987,"6/2/87",30801,"SKISTODIAPTOMUS OREGONENSIS",0.97,NA,NA,"iceoff"
"44",1514,"SP",1987,"6/29/87",30801,"SKISTODIAPTOMUS OREGONENSIS",1.93,NA,NA,"iceoff"
"45",1531,"SP",1987,"7/13/87",30801,"SKISTODIAPTOMUS OREGONENSIS",3.87,NA,NA,"iceoff"
"46",1615,"SP",1987,"9/8/87",30801,"SKISTODIAPTOMUS OREGONENSIS",6.42,NA,NA,"iceoff"
"47",1649,"SP",1987,"10/5/87",30801,"SKISTODIAPTOMUS OREGONENSIS",1.73,NA,NA,"iceoff"
"48",1663,"SP",1987,"10/20/87",30801,"SKISTODIAPTOMUS OREGONENSIS",2.1,NA,NA,"iceoff"
"49",1774,"SP",1988,"5/9/88",30801,"SKISTODIAPTOMUS OREGONENSIS",6.42,NA,NA,"iceoff"
"50",1791,"SP",1988,"5/24/88",30801,"SKISTODIAPTOMUS OREGONENSIS",0.94,NA,NA,"iceoff"
"51",1829,"SP",1988,"7/5/88",30801,"SKISTODIAPTOMUS OREGONENSIS",0.93,NA,NA,"iceoff"
"52",1889,"SP",1988,"8/16/88",30801,"SKISTODIAPTOMUS OREGONENSIS",0.39,NA,NA,"iceoff"
"53",1918,"SP",1988,"8/29/88",30801,"SKISTODIAPTOMUS OREGONENSIS",0.61,NA,NA,"iceoff"
"54",1969,"SP",1988,"9/27/88",30801,"SKISTODIAPTOMUS OREGONENSIS",8.89,NA,NA,"iceoff"
"55",1984,"SP",1988,"10/10/88",30801,"SKISTODIAPTOMUS OREGONENSIS",0.96,NA,NA,"iceoff"
"56",2003,"SP",1988,"10/24/88",30801,"SKISTODIAPTOMUS OREGONENSIS",3.21,NA,NA,"iceoff"
"57",2018,"SP",1988,"11/8/88",30801,"SKISTODIAPTOMUS OREGONENSIS",1,NA,NA,"iceoff"
"58",2037,"SP",1989,"1/12/89",30801,"SKISTODIAPTOMUS OREGONENSIS",1,NA,NA,"iceon"
"59",2110,"SP",1989,"5/30/89",30801,"SKISTODIAPTOMUS OREGONENSIS",1.83,NA,NA,"iceoff"
"60",2133,"SP",1989,"6/13/89",30801,"SKISTODIAPTOMUS OREGONENSIS",2.58,NA,NA,"iceoff"
"61",2157,"SP",1989,"6/26/89",30801,"SKISTODIAPTOMUS OREGONENSIS",1.64,NA,NA,"iceoff"
"62",2179,"SP",1989,"7/10/89",30801,"SKISTODIAPTOMUS OREGONENSIS",1.82,NA,NA,"iceoff"
"63",2202,"SP",1989,"7/24/89",30801,"SKISTODIAPTOMUS OREGONENSIS",2.75,NA,NA,"iceoff"
"64",2246,"SP",1989,"9/5/89",30801,"SKISTODIAPTOMUS OREGONENSIS",0.41,NA,NA,"iceoff"
"65",2269,"SP",1989,"9/18/89",30801,"SKISTODIAPTOMUS OREGONENSIS",1.98,NA,NA,"iceoff"
"66",2287,"SP",1989,"10/2/89",30801,"SKISTODIAPTOMUS OREGONENSIS",8.7,NA,NA,"iceoff"
"67",2303,"SP",1989,"10/16/89",30801,"SKISTODIAPTOMUS OREGONENSIS",7.41,NA,NA,"iceoff"
"68",2321,"SP",1989,"11/1/89",30801,"SKISTODIAPTOMUS OREGONENSIS",18.58,NA,NA,"iceoff"
"69",2336,"SP",1989,"11/14/89",30801,"SKISTODIAPTOMUS OREGONENSIS",3.7,NA,NA,"iceoff"
"70",2350,"SP",1990,"1/17/90",30801,"SKISTODIAPTOMUS OREGONENSIS",2,NA,NA,"iceon"
"71",2413,"SP",1990,"8/21/90",30801,"SKISTODIAPTOMUS OREGONENSIS",0.5,"1","1.28","iceoff"
"72",2450,"SP",1991,"2/19/91",30801,"SKISTODIAPTOMUS OREGONENSIS",0.5,"1","1.15","iceon"
"73",2513,"SP",1991,"11/11/91",30801,"SKISTODIAPTOMUS OREGONENSIS",2.7,"5","1.12","iceoff"
"74",2561,"SP",1992,"6/15/92",30801,"SKISTODIAPTOMUS OREGONENSIS",0.5,"1","1.15","iceoff"
"75",2580,"SP",1992,"8/24/92",30801,"SKISTODIAPTOMUS OREGONENSIS",1.1,"2","0.93","iceoff"
"76",2595,"SP",1992,"11/9/92",30801,"SKISTODIAPTOMUS OREGONENSIS",2,"4","0.78","iceoff"
"77",2668,"SP",1993,"8/23/93",30801,"SKISTODIAPTOMUS OREGONENSIS",1,"2","1.01","iceoff"
"78",2760,"SP",1994,"8/24/94",30801,"SKISTODIAPTOMUS OREGONENSIS",1.1,NA,NA,"iceoff"
"79",2866,"SP",1995,"11/13/95",30801,"SKISTODIAPTOMUS OREGONENSIS",0.5,"1","0.94","iceoff"
"80",2927,"SP",1996,"8/8/96",30801,"SKISTODIAPTOMUS OREGONENSIS",0.5,"1","0.71","iceoff"
"81",2951,"SP",1996,"11/6/96",30801,"SKISTODIAPTOMUS OREGONENSIS",4.2,"8","1.06","iceoff"
"82",3005,"SP",1997,"6/18/97",30801,"SKISTODIAPTOMUS OREGONENSIS",10.2,"14","0.88","iceoff"
"83",3025,"SP",1997,"8/28/97",30801,"SKISTODIAPTOMUS OREGONENSIS",3.1,"6","0.73","iceoff"
"84",3088,"SP",1998,"6/15/98",30801,"SKISTODIAPTOMUS OREGONENSIS",2.6,"5","0.54","iceoff"
"85",3416,"SP",2001,"5/29/01",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"86",3518,"SP",2001,"8/6/01",30801,"SKISTODIAPTOMUS OREGONENSIS",1.5,NA,NA,"iceoff"
"87",3538,"SP",2001,"8/20/01",30801,"SKISTODIAPTOMUS OREGONENSIS",1.8,NA,NA,"iceoff"
"88",3559,"SP",2001,"9/4/01",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"89",3580,"SP",2001,"9/18/01",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"90",3619,"SP",2001,"10/29/01",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"91",3711,"SP",2002,"4/23/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"92",3782,"SP",2002,"6/19/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"93",3801,"SP",2002,"7/3/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"94",3822,"SP",2002,"7/17/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"95",3845,"SP",2002,"7/30/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.9,NA,NA,"iceoff"
"96",3872,"SP",2002,"8/14/02",30801,"SKISTODIAPTOMUS OREGONENSIS",1.4,NA,NA,"iceoff"
"97",3899,"SP",2002,"8/29/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"98",3923,"SP",2002,"9/12/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"99",3970,"SP",2002,"10/9/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"100",3995,"SP",2002,"11/7/02",30801,"SKISTODIAPTOMUS OREGONENSIS",0.9,NA,NA,"iceoff"
"101",4086,"SP",2003,"6/9/03",30801,"SKISTODIAPTOMUS OREGONENSIS",1.7,NA,NA,"iceoff"
"102",4168,"SP",2003,"8/4/03",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"103",4213,"SP",2003,"9/3/03",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"104",4256,"SP",2003,"10/1/03",30801,"SKISTODIAPTOMUS OREGONENSIS",1.1,NA,NA,"iceoff"
"105",4280,"SP",2003,"10/14/03",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"106",4303,"SP",2003,"10/28/03",30801,"SKISTODIAPTOMUS OREGONENSIS",1.9,NA,NA,"iceoff"
"107",4326,"SP",2003,"11/13/03",30801,"SKISTODIAPTOMUS OREGONENSIS",2.2,NA,NA,"iceoff"
"108",4346,"SP",2004,"2/18/04",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceon"
"109",4362,"SP",2004,"4/30/04",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"110",4397,"SP",2004,"6/7/04",30801,"SKISTODIAPTOMUS OREGONENSIS",1.7,NA,NA,"iceoff"
"111",4417,"SP",2004,"6/22/04",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"112",4442,"SP",2004,"7/6/04",30801,"SKISTODIAPTOMUS OREGONENSIS",2,NA,NA,"iceoff"
"113",4491,"SP",2004,"8/2/04",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"114",4532,"SP",2004,"9/13/04",30801,"SKISTODIAPTOMUS OREGONENSIS",1.8,NA,NA,"iceoff"
"115",4653,"SP",2005,"7/12/05",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"116",4832,"SP",2006,"5/31/06",30801,"SKISTODIAPTOMUS OREGONENSIS",NA,"10","1.21","iceoff"
"117",4846,"SP",2006,"6/15/06",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,"3","1.22","iceoff"
"118",4865,"SP",2006,"7/12/06",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"119",4888,"SP",2006,"8/9/06",30801,"SKISTODIAPTOMUS OREGONENSIS",1.4,"18","1.06","iceoff"
"120",4914,"SP",2006,"9/8/06",30801,"SKISTODIAPTOMUS OREGONENSIS",0.8,"5","1.08","iceoff"
"121",4939,"SP",2006,"10/4/06",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,"1","1.2","iceoff"
"122",4964,"SP",2006,"10/30/06",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,"1","0.99","iceoff"
"123",5022,"SP",2007,"5/21/07",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,"1","1.12","iceoff"
"124",5039,"SP",2007,"6/19/07",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,NA,NA,"iceoff"
"125",5061,"SP",2007,"7/16/07",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,NA,NA,"iceoff"
"126",5086,"SP",2007,"8/13/07",30801,"SKISTODIAPTOMUS OREGONENSIS",0.9,NA,NA,"iceoff"
"127",5166,"SP",2007,"11/12/07",30801,"SKISTODIAPTOMUS OREGONENSIS",4.2,NA,NA,"iceoff"
"128",5261,"SP",2008,"7/29/08",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,"3","1.06","iceoff"
"129",5331,"SP",2008,"10/20/08",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,"1","1.16","iceoff"
"130",5347,"SP",2008,"11/12/08",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,"5","1.14","iceoff"
"131",5769,"SP",2011,"6/28/11",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"1","1.15","iceoff"
"132",5818,"SP",2011,"8/22/11",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.07","iceoff"
"133",5841,"SP",2011,"9/20/11",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.05","iceoff"
"134",5861,"SP",2011,"10/17/11",30801,"SKISTODIAPTOMUS OREGONENSIS",0.84,"3","1.08","iceoff"
"135",5883,"SP",2011,"11/15/11",30801,"SKISTODIAPTOMUS OREGONENSIS",1.4,NA,NA,"iceoff"
"136",5901,"SP",2012,"2/21/12",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.14","iceon"
"137",5922,"SP",2012,"4/2/12",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.09","iceoff"
"138",5944,"SP",2012,"5/2/12",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.09","iceoff"
"139",5968,"SP",2012,"5/31/12",30801,"SKISTODIAPTOMUS OREGONENSIS",1.4,"5","1.04","iceoff"
"140",5994,"SP",2012,"6/27/12",30801,"SKISTODIAPTOMUS OREGONENSIS",1.12,"4","1.05","iceoff"
"141",6042,"SP",2012,"8/23/12",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","0.95","iceoff"
"142",6074,"SP",2012,"9/17/12",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.04","iceoff"
"143",6096,"SP",2012,"10/19/12",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.04","iceoff"
"144",6316,"SP",2013,"11/13/13",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.05","iceoff"
"145",6375,"SP",2014,"6/17/14",30801,"SKISTODIAPTOMUS OREGONENSIS",1.12,"4","1.05","iceoff"
"146",6424,"SP",2014,"8/12/14",30801,"SKISTODIAPTOMUS OREGONENSIS",1.12,"4","1.03","iceoff"
"147",6464,"SP",2014,"10/8/14",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,NA,NA,"iceoff"
"148",6490,"SP",2014,"11/10/14",30801,"SKISTODIAPTOMUS OREGONENSIS",0.84,"2","1.08","iceoff"
"149",6546,"SP",2015,"5/18/15",30801,"SKISTODIAPTOMUS OREGONENSIS",1.4,"5","1.08","iceoff"
"150",6572,"SP",2015,"6/17/15",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.11","iceoff"
"151",6603,"SP",2015,"7/14/15",30801,"SKISTODIAPTOMUS OREGONENSIS",1.12,"4","1.02","iceoff"
"152",6629,"SP",2015,"8/11/15",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","0.96","iceoff"
"153",6809,"SP",2016,"8/18/16",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.14","iceoff"
"154",6880,"SP",2016,"11/16/16",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.14","iceoff"
"155",6924,"SP",2017,"4/17/17",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.07","iceoff"
"156",6945,"SP",2017,"5/17/17",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.31","iceoff"
"157",6967,"SP",2017,"6/12/17",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.24","iceoff"
"158",6993,"SP",2017,"7/10/17",30801,"SKISTODIAPTOMUS OREGONENSIS",1.12,"4","1.13","iceoff"
"159",7022,"SP",2017,"8/21/17",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.04","iceoff"
"160",7050,"SP",2017,"9/5/17",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","0.99","iceoff"
"161",7079,"SP",2017,"10/2/17",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.04","iceoff"
"162",7104,"SP",2017,"11/13/17",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.09","iceoff"
"163",7131,"SP",2018,"2/22/18",30801,"SKISTODIAPTOMUS OREGONENSIS",1.12,"4","1.16","iceon"
"164",7168,"SP",2018,"6/11/18",30801,"SKISTODIAPTOMUS OREGONENSIS",2.24,"7","1.2","iceoff"
"165",7200,"SP",2018,"7/11/18",30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,"2","1.04","iceoff"
"166",7279,"SP",2018,"10/2/18",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.02","iceoff"
"167",7306,"SP",2018,"11/12/18",30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,"1","1.08","iceoff"
