"","X1","lakeid","year4","sample_date","species_code","species_name","density","individuals_measured","avg_length","group"
"52",1061,"SP",1985,"10/23/85",20302,"DIACYCLOPS THOMASI",8,NA,NA,"iceoff"
"53",1075,"SP",1985,"11/11/85",20302,"DIACYCLOPS THOMASI",7.34,NA,NA,"iceoff"
"54",1089,"SP",1986,"1/14/86",20302,"DIACYCLOPS THOMASI",6.51,NA,NA,"iceon"
"55",1111,"SP",1986,"4/24/86",20302,"DIACYCLOPS THOMASI",8.43,NA,NA,"iceoff"
"56",1126,"SP",1986,"5/7/86",20302,"DIACYCLOPS THOMASI",22.37,NA,NA,"iceoff"
"57",1144,"SP",1986,"5/19/86",20302,"DIACYCLOPS THOMASI",9.73,NA,NA,"iceoff"
"58",1157,"SP",1986,"6/3/86",20302,"DIACYCLOPS THOMASI",7.46,NA,NA,"iceoff"
"59",1175,"SP",1986,"6/16/86",20302,"DIACYCLOPS THOMASI",37.87,NA,NA,"iceoff"
"60",1194,"SP",1986,"7/14/86",20302,"DIACYCLOPS THOMASI",28.16,NA,NA,"iceoff"
"61",1210,"SP",1986,"7/29/86",20302,"DIACYCLOPS THOMASI",16.95,NA,NA,"iceoff"
"62",1232,"SP",1986,"8/11/86",20302,"DIACYCLOPS THOMASI",29.61,NA,NA,"iceoff"
"63",1257,"SP",1986,"8/25/86",20302,"DIACYCLOPS THOMASI",26.49,NA,NA,"iceoff"
"64",1279,"SP",1986,"9/8/86",20302,"DIACYCLOPS THOMASI",31.85,NA,NA,"iceoff"
"65",1296,"SP",1986,"9/22/86",20302,"DIACYCLOPS THOMASI",53.51,NA,NA,"iceoff"
"66",1317,"SP",1986,"10/7/86",20302,"DIACYCLOPS THOMASI",49,NA,NA,"iceoff"
"67",1336,"SP",1986,"10/21/86",20302,"DIACYCLOPS THOMASI",24.59,NA,NA,"iceoff"
"68",1358,"SP",1986,"11/12/86",20302,"DIACYCLOPS THOMASI",30.25,NA,NA,"iceoff"
"69",1376,"SP",1987,"1/14/87",20302,"DIACYCLOPS THOMASI",23.62,NA,NA,"iceon"
"70",1388,"SP",1987,"2/24/87",20302,"DIACYCLOPS THOMASI",42.6,NA,NA,"iceon"
"71",1405,"SP",1987,"3/24/87",20302,"DIACYCLOPS THOMASI",25.86,NA,NA,"iceon"
"72",1419,"SP",1987,"4/20/87",20302,"DIACYCLOPS THOMASI",14.29,NA,NA,"iceoff"
"73",1438,"SP",1987,"5/5/87",20302,"DIACYCLOPS THOMASI",5.56,NA,NA,"iceoff"
"74",1455,"SP",1987,"5/20/87",20302,"DIACYCLOPS THOMASI",24.98,NA,NA,"iceoff"
"75",1473,"SP",1987,"6/2/87",20302,"DIACYCLOPS THOMASI",37.72,NA,NA,"iceoff"
"76",1493,"SP",1987,"6/11/87",20302,"DIACYCLOPS THOMASI",22.7,NA,NA,"iceoff"
"77",1511,"SP",1987,"6/29/87",20302,"DIACYCLOPS THOMASI",15.47,NA,NA,"iceoff"
"78",1528,"SP",1987,"7/13/87",20302,"DIACYCLOPS THOMASI",32.88,NA,NA,"iceoff"
"79",1547,"SP",1987,"7/29/87",20302,"DIACYCLOPS THOMASI",35.06,NA,NA,"iceoff"
"80",1566,"SP",1987,"8/11/87",20302,"DIACYCLOPS THOMASI",28.94,NA,NA,"iceoff"
"81",1590,"SP",1987,"8/26/87",20302,"DIACYCLOPS THOMASI",36.52,NA,NA,"iceoff"
"82",1613,"SP",1987,"9/8/87",20302,"DIACYCLOPS THOMASI",44.94,NA,NA,"iceoff"
"83",1630,"SP",1987,"9/21/87",20302,"DIACYCLOPS THOMASI",45.05,NA,NA,"iceoff"
"84",1646,"SP",1987,"10/5/87",20302,"DIACYCLOPS THOMASI",50.99,NA,NA,"iceoff"
"85",1660,"SP",1987,"10/20/87",20302,"DIACYCLOPS THOMASI",46.17,NA,NA,"iceoff"
"86",1679,"SP",1987,"11/2/87",20302,"DIACYCLOPS THOMASI",28.45,NA,NA,"iceoff"
"87",1697,"SP",1987,"11/16/87",20302,"DIACYCLOPS THOMASI",19.75,NA,NA,"iceoff"
"88",1716,"SP",1988,"1/19/88",20302,"DIACYCLOPS THOMASI",16.05,NA,NA,"iceon"
"89",1731,"SP",1988,"2/29/88",20302,"DIACYCLOPS THOMASI",4.6,NA,NA,"iceon"
"90",1745,"SP",1988,"4/4/88",20302,"DIACYCLOPS THOMASI",5.35,NA,NA,"iceon"
"91",1756,"SP",1988,"4/25/88",20302,"DIACYCLOPS THOMASI",27.03,NA,NA,"iceoff"
"92",1772,"SP",1988,"5/9/88",20302,"DIACYCLOPS THOMASI",27.82,NA,NA,"iceoff"
"93",1788,"SP",1988,"5/24/88",20302,"DIACYCLOPS THOMASI",17.88,NA,NA,"iceoff"
"94",1807,"SP",1988,"6/21/88",20302,"DIACYCLOPS THOMASI",41.32,NA,NA,"iceoff"
"95",1827,"SP",1988,"7/5/88",20302,"DIACYCLOPS THOMASI",12.96,NA,NA,"iceoff"
"96",1842,"SP",1988,"7/18/88",20302,"DIACYCLOPS THOMASI",3.6,NA,NA,"iceoff"
"97",1859,"SP",1988,"8/1/88",20302,"DIACYCLOPS THOMASI",3.37,NA,NA,"iceoff"
"98",1886,"SP",1988,"8/16/88",20302,"DIACYCLOPS THOMASI",8.46,NA,NA,"iceoff"
"99",1914,"SP",1988,"8/29/88",20302,"DIACYCLOPS THOMASI",3.83,NA,NA,"iceoff"
"100",1942,"SP",1988,"9/12/88",20302,"DIACYCLOPS THOMASI",14.71,NA,NA,"iceoff"
"101",1966,"SP",1988,"9/27/88",20302,"DIACYCLOPS THOMASI",6.91,NA,NA,"iceoff"
"102",1981,"SP",1988,"10/10/88",20302,"DIACYCLOPS THOMASI",17.3,NA,NA,"iceoff"
"103",2001,"SP",1988,"10/24/88",20302,"DIACYCLOPS THOMASI",5.35,NA,NA,"iceoff"
"104",2015,"SP",1988,"11/8/88",20302,"DIACYCLOPS THOMASI",15.02,NA,NA,"iceoff"
"105",2035,"SP",1989,"1/12/89",20302,"DIACYCLOPS THOMASI",3,NA,NA,"iceon"
"106",2052,"SP",1989,"2/23/89",20302,"DIACYCLOPS THOMASI",10.51,NA,NA,"iceon"
"107",2064,"SP",1989,"3/29/89",20302,"DIACYCLOPS THOMASI",5.77,NA,NA,"iceon"
"108",2074,"SP",1989,"5/1/89",20302,"DIACYCLOPS THOMASI",17.62,NA,NA,"iceoff"
"109",2089,"SP",1989,"5/17/89",20302,"DIACYCLOPS THOMASI",22.02,NA,NA,"iceoff"
"110",2106,"SP",1989,"5/30/89",20302,"DIACYCLOPS THOMASI",28.43,NA,NA,"iceoff"
"111",2130,"SP",1989,"6/13/89",20302,"DIACYCLOPS THOMASI",18.94,NA,NA,"iceoff"
"112",2154,"SP",1989,"6/26/89",20302,"DIACYCLOPS THOMASI",20.49,NA,NA,"iceoff"
"113",2175,"SP",1989,"7/10/89",20302,"DIACYCLOPS THOMASI",40.91,NA,NA,"iceoff"
"114",2199,"SP",1989,"7/24/89",20302,"DIACYCLOPS THOMASI",32.11,NA,NA,"iceoff"
"115",2221,"SP",1989,"8/8/89",20302,"DIACYCLOPS THOMASI",27.74,NA,NA,"iceoff"
"116",2243,"SP",1989,"9/5/89",20302,"DIACYCLOPS THOMASI",31.67,NA,NA,"iceoff"
"117",2267,"SP",1989,"9/18/89",20302,"DIACYCLOPS THOMASI",21.73,NA,NA,"iceoff"
"118",2285,"SP",1989,"10/2/89",20302,"DIACYCLOPS THOMASI",17.41,NA,NA,"iceoff"
"119",2300,"SP",1989,"10/16/89",20302,"DIACYCLOPS THOMASI",25,NA,NA,"iceoff"
"120",2319,"SP",1989,"11/1/89",20302,"DIACYCLOPS THOMASI",17.7,NA,NA,"iceoff"
"121",2335,"SP",1989,"11/14/89",20302,"DIACYCLOPS THOMASI",10.19,NA,NA,"iceoff"
"122",2349,"SP",1990,"1/17/90",20302,"DIACYCLOPS THOMASI",5.1,NA,NA,"iceon"
"123",2364,"SP",1990,"2/19/90",20302,"DIACYCLOPS THOMASI",2.1,NA,NA,"iceon"
"124",2375,"SP",1990,"4/30/90",20302,"DIACYCLOPS THOMASI",54.6,"16","0.58","iceoff"
"125",2390,"SP",1990,"6/11/90",20302,"DIACYCLOPS THOMASI",32.7,"21","0.54","iceoff"
"126",2409,"SP",1990,"8/21/90",20302,"DIACYCLOPS THOMASI",14.7,"13","0.47","iceoff"
"127",2432,"SP",1990,"11/12/90",20302,"DIACYCLOPS THOMASI",6.4,"8","0.54","iceoff"
"128",2448,"SP",1991,"2/19/91",20302,"DIACYCLOPS THOMASI",5.4,"10","0.53","iceon"
"129",2465,"SP",1991,"5/7/91",20302,"DIACYCLOPS THOMASI",18,"17","0.51","iceoff"
"130",2480,"SP",1991,"6/19/91",20302,"DIACYCLOPS THOMASI",1,"2","0.63","iceoff"
"131",2493,"SP",1991,"8/28/91",20302,"DIACYCLOPS THOMASI",7.5,"14","0.47","iceoff"
"132",2511,"SP",1991,"11/11/91",20302,"DIACYCLOPS THOMASI",21.8,"21","0.51","iceoff"
"133",2526,"SP",1992,"3/1/92",20302,"DIACYCLOPS THOMASI",7.1,"10","0.47","iceon"
"134",2540,"SP",1992,"5/6/92",20302,"DIACYCLOPS THOMASI",9.7,"10","0.63","iceoff"
"135",2557,"SP",1992,"6/15/92",20302,"DIACYCLOPS THOMASI",22.8,"17","0.49","iceoff"
"136",2577,"SP",1992,"8/24/92",20302,"DIACYCLOPS THOMASI",4.3,"6","0.58","iceoff"
"137",2593,"SP",1992,"11/9/92",20302,"DIACYCLOPS THOMASI",10.9,"18","0.55","iceoff"
"138",2612,"SP",1993,"3/1/93",20302,"DIACYCLOPS THOMASI",15.2,"23","0.55","iceon"
"139",2628,"SP",1993,"5/4/93",20302,"DIACYCLOPS THOMASI",29.4,"24","0.61","iceoff"
"140",2643,"SP",1993,"6/14/93",20302,"DIACYCLOPS THOMASI",18.5,"20","0.53","iceoff"
"141",2664,"SP",1993,"8/23/93",20302,"DIACYCLOPS THOMASI",6.5,"12","0.54","iceoff"
"142",2687,"SP",1993,"11/10/93",20302,"DIACYCLOPS THOMASI",5.4,"10","0.57","iceoff"
"143",2706,"SP",1994,"2/21/94",20302,"DIACYCLOPS THOMASI",0.5,"1","0.34","iceoff"
"144",2724,"SP",1994,"5/5/94",20302,"DIACYCLOPS THOMASI",10.7,"10","0.64","iceoff"
"145",2739,"SP",1994,"6/15/94",20302,"DIACYCLOPS THOMASI",16.4,"17","0.47","iceoff"
"146",2757,"SP",1994,"8/24/94",20302,"DIACYCLOPS THOMASI",30.6,"18","0.54","iceoff"
"147",2776,"SP",1994,"11/16/94",20302,"DIACYCLOPS THOMASI",1.6,"3","0.57","iceoff"
"148",2788,"SP",1995,"2/20/95",20302,"DIACYCLOPS THOMASI",7.1,"11","0.43","iceon"
"149",2809,"SP",1995,"5/2/95",20302,"DIACYCLOPS THOMASI",1.5,"3","0.45","iceoff"
"150",2827,"SP",1995,"6/14/95",20302,"DIACYCLOPS THOMASI",16.9,"20","0.5","iceoff"
"151",2849,"SP",1995,"8/22/95",20302,"DIACYCLOPS THOMASI",2.6,"4","0.46","iceoff"
"152",2862,"SP",1995,"11/13/95",20302,"DIACYCLOPS THOMASI",9.2,"7","0.52","iceoff"
"153",2881,"SP",1996,"2/21/96",20302,"DIACYCLOPS THOMASI",3.8,"6","0.46","iceon"
"154",2893,"SP",1996,"5/14/96",20302,"DIACYCLOPS THOMASI",6.4,"11","0.44","iceoff"
"155",2904,"SP",1996,"6/10/96",20302,"DIACYCLOPS THOMASI",6.3,"11","0.61","iceoff"
"156",2924,"SP",1996,"8/8/96",20302,"DIACYCLOPS THOMASI",12.7,"16","0.44","iceoff"
"157",2949,"SP",1996,"11/6/96",20302,"DIACYCLOPS THOMASI",21.6,"28","0.53","iceoff"
"158",2970,"SP",1997,"2/17/97",20302,"DIACYCLOPS THOMASI",1.5,"3","0.66","iceon"
"159",2986,"SP",1997,"5/6/97",20302,"DIACYCLOPS THOMASI",21.3,"19","0.53","iceoff"
"160",3004,"SP",1997,"6/18/97",20302,"DIACYCLOPS THOMASI",41.4,"20","0.46","iceoff"
"161",3023,"SP",1997,"8/28/97",20302,"DIACYCLOPS THOMASI",4.7,"9","0.47","iceoff"
"162",3043,"SP",1997,"11/10/97",20302,"DIACYCLOPS THOMASI",1.5,"3","0.49","iceoff"
"163",3058,"SP",1998,"2/23/98",20302,"DIACYCLOPS THOMASI",8.1,"11","0.43","iceoff"
"164",3070,"SP",1998,"4/20/98",20302,"DIACYCLOPS THOMASI",1.6,"3","0.48","iceoff"
"165",3086,"SP",1998,"6/15/98",20302,"DIACYCLOPS THOMASI",2.1,"3","0.41","iceoff"
"166",3106,"SP",1998,"8/12/98",20302,"DIACYCLOPS THOMASI",1,"1","0.42","iceoff"
"167",3236,"SP",2000,"2/22/00",20302,"DIACYCLOPS THOMASI",0.5,NA,NA,"iceon"
"168",3284,"SP",2000,"7/26/00",20302,"DIACYCLOPS THOMASI",0.5,NA,NA,"iceoff"
"169",3302,"SP",2000,"8/21/00",20302,"DIACYCLOPS THOMASI",0.6,NA,NA,"iceoff"
"170",3327,"SP",2000,"11/16/00",20302,"DIACYCLOPS THOMASI",2.6,NA,NA,"iceoff"
"171",3343,"SP",2001,"1/22/01",20302,"DIACYCLOPS THOMASI",0.6,NA,NA,"iceon"
"172",3388,"SP",2001,"4/30/01",20302,"DIACYCLOPS THOMASI",1.8,NA,NA,"iceoff"
"173",3399,"SP",2001,"5/14/01",20302,"DIACYCLOPS THOMASI",4.6,NA,NA,"iceoff"
"174",3413,"SP",2001,"5/29/01",20302,"DIACYCLOPS THOMASI",2.3,NA,NA,"iceoff"
"175",3448,"SP",2001,"6/26/01",20302,"DIACYCLOPS THOMASI",1.8,NA,NA,"iceoff"
"176",3474,"SP",2001,"7/9/01",20302,"DIACYCLOPS THOMASI",0.6,NA,NA,"iceoff"
"177",3495,"SP",2001,"7/24/01",20302,"DIACYCLOPS THOMASI",4,NA,NA,"iceoff"
"178",3516,"SP",2001,"8/6/01",20302,"DIACYCLOPS THOMASI",6.7,NA,NA,"iceoff"
"179",3535,"SP",2001,"8/20/01",20302,"DIACYCLOPS THOMASI",7.3,NA,NA,"iceoff"
"180",3554,"SP",2001,"9/4/01",20302,"DIACYCLOPS THOMASI",9.3,NA,NA,"iceoff"
"181",3576,"SP",2001,"9/18/01",20302,"DIACYCLOPS THOMASI",10.1,NA,NA,"iceoff"
"182",3597,"SP",2001,"10/15/01",20302,"DIACYCLOPS THOMASI",4.8,NA,NA,"iceoff"
"183",3615,"SP",2001,"10/29/01",20302,"DIACYCLOPS THOMASI",4.2,NA,NA,"iceoff"
"184",3634,"SP",2001,"11/15/01",20302,"DIACYCLOPS THOMASI",7.8,NA,NA,"iceoff"
"185",3653,"SP",2002,"1/16/02",20302,"DIACYCLOPS THOMASI",0.3,NA,NA,"iceon"
"186",3693,"SP",2002,"4/1/02",20302,"DIACYCLOPS THOMASI",3.1,NA,NA,"iceon"
"187",3709,"SP",2002,"4/23/02",20302,"DIACYCLOPS THOMASI",19,NA,NA,"iceoff"
"188",3727,"SP",2002,"5/7/02",20302,"DIACYCLOPS THOMASI",2.4,NA,NA,"iceoff"
"189",3743,"SP",2002,"5/22/02",20302,"DIACYCLOPS THOMASI",8.7,NA,NA,"iceoff"
"190",3780,"SP",2002,"6/19/02",20302,"DIACYCLOPS THOMASI",15.2,NA,NA,"iceoff"
"191",3798,"SP",2002,"7/3/02",20302,"DIACYCLOPS THOMASI",11,NA,NA,"iceoff"
"192",3818,"SP",2002,"7/17/02",20302,"DIACYCLOPS THOMASI",7.3,NA,NA,"iceoff"
"193",3841,"SP",2002,"7/30/02",20302,"DIACYCLOPS THOMASI",11,NA,NA,"iceoff"
"194",3868,"SP",2002,"8/14/02",20302,"DIACYCLOPS THOMASI",11.6,NA,NA,"iceoff"
"195",3894,"SP",2002,"8/29/02",20302,"DIACYCLOPS THOMASI",9.6,NA,NA,"iceoff"
"196",3918,"SP",2002,"9/12/02",20302,"DIACYCLOPS THOMASI",14.4,NA,NA,"iceoff"
"197",3944,"SP",2002,"9/26/02",20302,"DIACYCLOPS THOMASI",16.5,NA,NA,"iceoff"
"198",3966,"SP",2002,"10/9/02",20302,"DIACYCLOPS THOMASI",12,NA,NA,"iceoff"
"199",3991,"SP",2002,"11/7/02",20302,"DIACYCLOPS THOMASI",23.4,NA,NA,"iceoff"
"200",4014,"SP",2003,"3/6/03",20302,"DIACYCLOPS THOMASI",8.6,NA,NA,"iceon"
"201",4033,"SP",2003,"4/29/03",20302,"DIACYCLOPS THOMASI",28,NA,NA,"iceoff"
"202",4047,"SP",2003,"5/7/03",20302,"DIACYCLOPS THOMASI",25.8,NA,NA,"iceoff"
"203",4063,"SP",2003,"5/30/03",20302,"DIACYCLOPS THOMASI",48.2,NA,NA,"iceoff"
"204",4081,"SP",2003,"6/9/03",20302,"DIACYCLOPS THOMASI",70.1,NA,NA,"iceoff"
"205",4102,"SP",2003,"6/23/03",20302,"DIACYCLOPS THOMASI",79.6,NA,NA,"iceoff"
"206",4122,"SP",2003,"7/7/03",20302,"DIACYCLOPS THOMASI",60,NA,NA,"iceoff"
"207",4144,"SP",2003,"7/21/03",20302,"DIACYCLOPS THOMASI",30,NA,NA,"iceoff"
"208",4163,"SP",2003,"8/4/03",20302,"DIACYCLOPS THOMASI",38,NA,NA,"iceoff"
"209",4187,"SP",2003,"8/20/03",20302,"DIACYCLOPS THOMASI",19.3,NA,NA,"iceoff"
"210",4209,"SP",2003,"9/3/03",20302,"DIACYCLOPS THOMASI",29.5,NA,NA,"iceoff"
"211",4231,"SP",2003,"9/16/03",20302,"DIACYCLOPS THOMASI",31.6,NA,NA,"iceoff"
"212",4251,"SP",2003,"10/1/03",20302,"DIACYCLOPS THOMASI",29.7,NA,NA,"iceoff"
"213",4276,"SP",2003,"10/14/03",20302,"DIACYCLOPS THOMASI",29.1,NA,NA,"iceoff"
"214",4300,"SP",2003,"10/28/03",20302,"DIACYCLOPS THOMASI",31.7,NA,NA,"iceoff"
"215",4322,"SP",2003,"11/13/03",20302,"DIACYCLOPS THOMASI",17.6,NA,NA,"iceoff"
"216",4345,"SP",2004,"2/18/04",20302,"DIACYCLOPS THOMASI",3.7,NA,NA,"iceon"
"217",4361,"SP",2004,"4/30/04",20302,"DIACYCLOPS THOMASI",10.5,NA,NA,"iceoff"
"218",4376,"SP",2004,"5/24/04",20302,"DIACYCLOPS THOMASI",19.5,NA,NA,"iceoff"
"219",4394,"SP",2004,"6/7/04",20302,"DIACYCLOPS THOMASI",25.1,NA,NA,"iceoff"
"220",4414,"SP",2004,"6/22/04",20302,"DIACYCLOPS THOMASI",10.9,NA,NA,"iceoff"
"221",4439,"SP",2004,"7/6/04",20302,"DIACYCLOPS THOMASI",8.5,NA,NA,"iceoff"
"222",4463,"SP",2004,"7/21/04",20302,"DIACYCLOPS THOMASI",4.2,NA,NA,"iceoff"
"223",4488,"SP",2004,"8/2/04",20302,"DIACYCLOPS THOMASI",3.3,NA,NA,"iceoff"
"224",4512,"SP",2004,"8/16/04",20302,"DIACYCLOPS THOMASI",0.9,NA,NA,"iceoff"
"225",4530,"SP",2004,"9/13/04",20302,"DIACYCLOPS THOMASI",3.9,NA,NA,"iceoff"
"226",4553,"SP",2004,"10/11/04",20302,"DIACYCLOPS THOMASI",2.8,NA,NA,"iceoff"
"227",4581,"SP",2005,"2/25/05",20302,"DIACYCLOPS THOMASI",6.5,NA,NA,"iceon"
"228",4598,"SP",2005,"4/20/05",20302,"DIACYCLOPS THOMASI",10.1,NA,NA,"iceoff"
"229",4616,"SP",2005,"5/19/05",20302,"DIACYCLOPS THOMASI",19.1,NA,NA,"iceoff"
"230",4651,"SP",2005,"7/12/05",20302,"DIACYCLOPS THOMASI",7.9,NA,NA,"iceoff"
"231",4675,"SP",2005,"8/9/05",20302,"DIACYCLOPS THOMASI",18.2,NA,NA,"iceoff"
"232",4719,"SP",2005,"10/3/05",20302,"DIACYCLOPS THOMASI",12.8,NA,NA,"iceoff"
"233",4739,"SP",2005,"11/15/05",20302,"DIACYCLOPS THOMASI",12.1,NA,NA,"iceoff"
"234",4761,"SP",2006,"2/13/06",20302,"DIACYCLOPS THOMASI",4.5,NA,NA,"iceon"
"235",4782,"SP",2006,"4/20/06",20302,"DIACYCLOPS THOMASI",13.5,NA,NA,"iceoff"
"236",4801,"SP",2006,"5/2/06",20302,"DIACYCLOPS THOMASI",NA,"57","0.69","iceoff"
"237",4807,"SP",2006,"5/18/06",20302,"DIACYCLOPS THOMASI",12,"29","0.61","iceoff"
"238",4827,"SP",2006,"5/31/06",20302,"DIACYCLOPS THOMASI",NA,"137","0.68","iceoff"
"239",4841,"SP",2006,"6/15/06",20302,"DIACYCLOPS THOMASI",12,"203","0.7","iceoff"
"240",4862,"SP",2006,"7/12/06",20302,"DIACYCLOPS THOMASI",33.7,NA,NA,"iceoff"
"241",4883,"SP",2006,"8/9/06",20302,"DIACYCLOPS THOMASI",17.7,NA,NA,"iceoff"
"242",4910,"SP",2006,"9/8/06",20302,"DIACYCLOPS THOMASI",11.8,"37","0.7","iceoff"
"243",4935,"SP",2006,"10/4/06",20302,"DIACYCLOPS THOMASI",6.9,"23","0.69","iceoff"
"244",4960,"SP",2006,"10/30/06",20302,"DIACYCLOPS THOMASI",2.3,"6","0.55","iceoff"
"245",4982,"SP",2007,"2/20/07",20302,"DIACYCLOPS THOMASI",5.3,NA,NA,"iceon"
"246",5000,"SP",2007,"4/24/07",20302,"DIACYCLOPS THOMASI",1.1,NA,NA,"iceoff"
"247",5020,"SP",2007,"5/21/07",20302,"DIACYCLOPS THOMASI",1.2,"4","0.58","iceoff"
"248",5056,"SP",2007,"7/16/07",20302,"DIACYCLOPS THOMASI",3.7,NA,NA,"iceoff"
"249",5082,"SP",2007,"8/13/07",20302,"DIACYCLOPS THOMASI",0.3,NA,NA,"iceoff"
"250",5106,"SP",2007,"9/11/07",20302,"DIACYCLOPS THOMASI",0.3,NA,NA,"iceoff"
