,year,month,sampledate,genus,cellcount,chlor,lakeid,depth,ph,alk,dic,tic,doc,toc,no2,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,chlor,phaeo
34,1998,2,2/23/98,Planktothrix,1817,0.7,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
35,1998,2,2/23/98,Microcystis,998,0.7,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
36,1998,2,2/23/98,Cryptomonad,75,0.7,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
37,1998,2,2/23/98,Fragilaria,19,0.7,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
38,1998,2,2/23/98,Other,515,0.7,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
39,1998,4,4/20/98,Fragilaria,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1998,4,4/20/98,Planktothrix,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1998,4,4/20/98,Cryptomonad,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1998,4,4/20/98,Other,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1998,6,6/15/98,Microcystis,470,0.9,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
44,1998,6,6/15/98,Planktothrix,776,0.9,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
45,1998,6,6/15/98,Cryptomonad,127,0.9,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
46,1998,6,6/15/98,Fragilaria,7,0.9,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
47,1998,6,6/15/98,Other,432,0.9,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
48,1998,7,7/14/98,Fragilaria,2,0.6,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
49,1998,7,7/14/98,Cryptomonad,62,0.6,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
50,1998,7,7/14/98,Planktothrix,590,0.6,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
51,1998,7,7/14/98,Microcystis,541,0.6,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
52,1998,7,7/14/98,Cyclotella,226,0.6,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
53,1998,7,7/14/98,Other,286,0.6,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
54,1998,8,8/12/98,Planktothrix,693,1,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
55,1998,8,8/12/98,Planktothrix,693,1,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
56,1998,8,8/12/98,Microcystis,488,1,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
57,1998,8,8/12/98,Microcystis,488,1,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
58,1998,8,8/12/98,Cryptomonad,35,1,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
59,1998,8,8/12/98,Cryptomonad,35,1,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
60,1998,8,8/12/98,Cyclotella,171,1,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
61,1998,8,8/12/98,Cyclotella,171,1,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
62,1998,8,8/12/98,Other,606,1,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
63,1998,8,8/12/98,Other,606,1,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
64,1998,11,11/12/98,Microcystis,25,3.9,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
65,1998,11,11/12/98,Planktothrix,6,3.9,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
66,1998,11,11/12/98,Cryptomonad,46,3.9,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
67,1998,11,11/12/98,Cyclotella,7,3.9,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
68,1998,11,11/12/98,Fragilaria,7,3.9,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
69,1998,11,11/12/98,Other,1059,3.9,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
70,1999,2,2/23/99,Planktothrix,163,5.1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
71,1999,2,2/23/99,Microcystis,202,5.1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
72,1999,2,2/23/99,Cryptomonad,16,5.1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
73,1999,2,2/23/99,Cyclotella,1,5.1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
74,1999,2,2/23/99,Fragilaria,2,5.1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
75,1999,2,2/23/99,Other,250,5.1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
76,1999,5,5/4/99,Microcystis,94,3.3,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
77,1999,5,5/4/99,Cryptomonad,72,3.3,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
78,1999,5,5/4/99,Fragilaria,126,3.3,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
79,1999,5,5/4/99,Other,109,3.3,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
80,1999,7,7/1/99,Planktothrix,5,1.3,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
81,1999,7,7/1/99,Planktothrix,5,1.3,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
82,1999,7,7/1/99,Planktothrix,5,0.9,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
83,1999,7,7/1/99,Planktothrix,5,0.9,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
84,1999,7,7/1/99,Microcystis,0,1.3,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
85,1999,7,7/1/99,Microcystis,0,1.3,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
86,1999,7,7/1/99,Microcystis,0,0.9,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
87,1999,7,7/1/99,Microcystis,0,0.9,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
88,1999,7,7/1/99,Cryptomonad,21,1.3,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
89,1999,7,7/1/99,Cryptomonad,21,1.3,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
90,1999,7,7/1/99,Cryptomonad,21,0.9,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
91,1999,7,7/1/99,Cryptomonad,21,0.9,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
92,1999,7,7/1/99,Fragilaria,16,1.3,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
93,1999,7,7/1/99,Fragilaria,16,1.3,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
94,1999,7,7/1/99,Fragilaria,16,0.9,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
95,1999,7,7/1/99,Fragilaria,16,0.9,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
96,1999,7,7/1/99,Other,674,1.3,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
97,1999,7,7/1/99,Other,674,1.3,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
98,1999,7,7/1/99,Other,674,0.9,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
99,1999,7,7/1/99,Other,674,0.9,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
100,1999,8,8/23/99,Cryptomonad,30,1.7,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
101,1999,8,8/23/99,Cyclotella,53,1.7,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
102,1999,8,8/23/99,Fragilaria,11,1.7,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
103,1999,8,8/23/99,Other,3457,1.7,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
104,1999,11,11/10/99,Cryptomonad,22,15.2,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
105,1999,11,11/10/99,Cyclotella,7,15.2,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
106,1999,11,11/10/99,Fragilaria,9,15.2,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
107,1999,11,11/10/99,Other,808,15.2,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
108,2000,2,2/22/00,Cryptomonad,9,4.3,SP,0,7.66,709,9.61,9.62,3.21,3.16,NA,226,282,6,9,2975,3412,3368,NA,4.3,1.6
109,2000,2,2/22/00,Other,168,4.3,SP,0,7.66,709,9.61,9.62,3.21,3.16,NA,226,282,6,9,2975,3412,3368,NA,4.3,1.6
110,2000,4,4/6/00,Cryptomonad,48,10.9,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
111,2000,4,4/6/00,Cyclotella,1,10.9,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
112,2000,4,4/6/00,Fragilaria,13,10.9,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
113,2000,4,4/6/00,Other,277,10.9,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
114,2000,5,5/30/00,Cryptomonad,22,0.7,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
115,2000,5,5/30/00,Cyclotella,1,0.7,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
116,2000,5,5/30/00,Fragilaria,12,0.7,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
117,2000,5,5/30/00,Other,451,0.7,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
118,2000,7,7/26/00,Microcystis,39,1.8,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
119,2000,7,7/26/00,Cryptomonad,25,1.8,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
120,2000,7,7/26/00,Cyclotella,59,1.8,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
121,2000,7,7/26/00,Fragilaria,23,1.8,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
122,2000,7,7/26/00,Other,124,1.8,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
123,2000,8,8/21/00,Planktothrix,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2000,8,8/21/00,Cryptomonad,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2000,8,8/21/00,Cyclotella,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2000,8,8/21/00,Fragilaria,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2000,8,8/21/00,Other,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,2000,11,11/16/00,Cryptomonad,33,6,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
129,2000,11,11/16/00,Cyclotella,57,6,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
130,2000,11,11/16/00,Fragilaria,1,6,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
131,2000,11,11/16/00,Other,199,6,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
132,2001,2,2/28/01,Microcystis,72,2.2,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
133,2001,2,2/28/01,Microcystis,72,2.2,SP,0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0
134,2001,2,2/28/01,Cryptomonad,8,2.2,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
135,2001,2,2/28/01,Cryptomonad,8,2.2,SP,0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0
136,2001,2,2/28/01,Other,120,2.2,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
137,2001,2,2/28/01,Other,120,2.2,SP,0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0
138,2001,4,4/30/01,Microcystis,7,11,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
139,2001,4,4/30/01,Microcystis,7,11,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
140,2001,4,4/30/01,Cryptomonad,48,11,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
141,2001,4,4/30/01,Cryptomonad,48,11,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
142,2001,4,4/30/01,Fragilaria,1,11,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
143,2001,4,4/30/01,Fragilaria,1,11,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
144,2001,4,4/30/01,Other,264,11,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
145,2001,4,4/30/01,Other,264,11,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
146,2001,5,5/29/01,Cryptomonad,5,0.5,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
147,2001,5,5/29/01,Fragilaria,7,0.5,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
148,2001,5,5/29/01,Other,212,0.5,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
149,2001,6,6/26/01,Cryptomonad,9,1.1,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
150,2001,6,6/26/01,Cyclotella,7,1.1,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
151,2001,6,6/26/01,Fragilaria,11,1.1,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
152,2001,6,6/26/01,Other,299,1.1,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
153,2001,7,7/24/01,Planktothrix,13,0.9,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
154,2001,7,7/24/01,Cryptomonad,7,0.9,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
155,2001,7,7/24/01,Fragilaria,4,0.9,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
156,2001,7,7/24/01,Other,65,0.9,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
157,2001,8,8/20/01,Planktothrix,51,1.2,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
158,2001,8,8/20/01,Planktothrix,51,1.2,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
159,2001,8,8/20/01,Microcystis,79,1.2,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
160,2001,8,8/20/01,Microcystis,79,1.2,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
161,2001,8,8/20/01,Cryptomonad,8,1.2,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
162,2001,8,8/20/01,Cryptomonad,8,1.2,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
163,2001,8,8/20/01,Cyclotella,10,1.2,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
164,2001,8,8/20/01,Cyclotella,10,1.2,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
165,2001,8,8/20/01,Other,43,1.2,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
166,2001,8,8/20/01,Other,43,1.2,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
