
"lakeid","year4","sampledate","depth","chlor","phaeo"
"SP",1990,"1990-08-21",0.00,0.9,0.5
"SP",1990,"1990-08-21",3.00,0.9,0.7
"SP",1990,"1990-08-21",5.00,1.1,0.7
"SP",1990,"1990-08-21",8.00,0.9,1.1
"SP",1990,"1990-08-21",10.00,1.9,1.7
"SP",1990,"1990-08-21",10.00,0.9,2.5
"SP",1990,"1990-08-21",12.00,3.6,2.9
"SP",1990,"1990-08-21",15.00,6.3,7.4
"SP",1990,"1990-08-21",18.00,4.6,21.4
"SP",1990,"1990-09-04",0.00,0.8,0.7
"SP",1990,"1990-09-04",3.00,1.2,0.5
"SP",1990,"1990-09-04",5.00,0.9,0.8
"SP",1990,"1990-09-04",8.00,1.2,0.5
"SP",1990,"1990-09-04",10.00,2.1,1.6
"SP",1990,"1990-09-04",12.00,2.8,2.7
"SP",1990,"1990-09-04",15.00,4.1,6.0
"SP",1990,"1990-09-04",18.00,3.2,18.2
"SP",1990,"1990-09-04",18.00,2.3,19.1
"SP",1990,"1990-09-19",0.00,1.5,0.8
"SP",1990,"1990-09-19",3.00,1.6,0.9
"SP",1990,"1990-09-19",5.00,1.6,0.8
"SP",1990,"1990-09-19",8.00,1.8,0.7
"SP",1990,"1990-09-19",8.00,1.6,0.7
"SP",1990,"1990-09-19",10.00,3.0,2.5
"SP",1990,"1990-09-19",12.00,4.6,2.7
"SP",1990,"1990-09-19",15.00,8.0,18.8
"SP",1990,"1990-09-19",18.00,5.9,12.1
"SP",1990,"1990-10-02",0.00,1.3,0.9
"SP",1990,"1990-10-02",3.00,1.7,0.6
"SP",1990,"1990-10-02",5.00,1.3,1.1
"SP",1990,"1990-10-02",8.00,1.3,1.0
"SP",1990,"1990-10-02",10.00,1.6,0.9
"SP",1990,"1990-10-02",12.00,3.5,3.3
"SP",1990,"1990-10-02",15.00,6.5,7.7
"SP",1990,"1990-10-02",18.00,5.3,16.5
"SP",1990,"1990-10-02",18.00,5.9,15.8
"SP",1990,"1990-10-16",0.00,1.5,1.2
"SP",1990,"1990-10-16",3.00,1.7,1.3
"SP",1990,"1990-10-16",5.00,1.8,1.2
"SP",1990,"1990-10-16",8.00,1.7,1.3
"SP",1990,"1990-10-16",10.00,1.9,1.0
"SP",1990,"1990-10-16",12.00,2.2,1.2
"SP",1990,"1990-10-16",12.00,2.5,0.7
"SP",1990,"1990-10-16",15.00,5.8,5.1
"SP",1990,"1990-10-16",18.00,7.7,17.6
"SP",1990,"1990-10-31",0.00,3.1,0.8
"SP",1990,"1990-10-31",3.00,2.5,1.8
"SP",1990,"1990-10-31",5.00,2.5,1.5
"SP",1990,"1990-10-31",8.00,3.0,1.2
"SP",1990,"1990-10-31",10.00,2.8,1.2
"SP",1990,"1990-10-31",12.00,2.5,1.4
"SP",1990,"1990-10-31",15.00,2.5,1.7
"SP",1990,"1990-10-31",18.00,3.9,1.8
"SP",1990,"1990-10-31",18.00,4.4,1.8
"SP",1990,"1990-11-12",0.00,3.1,1.6
"SP",1990,"1990-11-12",3.00,3.2,1.4
"SP",1990,"1990-11-12",5.00,3.4,1.3
"SP",1990,"1990-11-12",8.00,3.4,1.4
"SP",1990,"1990-11-12",10.00,3.4,1.4
"SP",1990,"1990-11-12",12.00,3.5,1.4
"SP",1990,"1990-11-12",15.00,3.4,1.3
"SP",1990,"1990-11-12",18.00,3.2,1.6
"SP",1990,"1990-11-12",18.00,3.4,1.5
"SP",1991,"1991-01-16",0.00,-0.9,5.6
"SP",1991,"1991-01-16",3.00,-0.5,5.0
"SP",1991,"1991-01-16",5.00,0.0,1.9
"SP",1991,"1991-01-16",8.00,-1.2,4.2
"SP",1991,"1991-01-16",10.00,1.3,1.3
"SP",1991,"1991-01-16",12.00,0.5,1.5
"SP",1991,"1991-01-16",15.00,0.0,1.3
"SP",1991,"1991-01-16",18.00,-1.9,6.1
"SP",1991,"1991-01-16",18.00,1.6,4.6
"SP",1991,"1991-02-19",0.00,10.8,5.3
"SP",1991,"1991-02-19",3.00,3.5,1.5
"SP",1991,"1991-02-19",5.00,3.6,0.7
"SP",1991,"1991-02-19",8.00,1.2,0.8
"SP",1991,"1991-02-19",10.00,0.5,1.0
"SP",1991,"1991-02-19",10.00,1.0,0.6
"SP",1991,"1991-02-19",12.00,0.8,0.9
"SP",1991,"1991-02-19",15.00,0.6,0.9
"SP",1991,"1991-02-19",18.00,2.4,4.5
"SP",1991,"1991-03-25",0.00,0.4,0.2
"SP",1991,"1991-03-25",3.00,1.6,3.8
"SP",1991,"1991-03-25",5.00,-0.3,6.3
"SP",1991,"1991-03-25",8.00,4.4,1.4
"SP",1991,"1991-03-25",10.00,1.3,1.3
"SP",1991,"1991-03-25",12.00,0.4,1.2
"SP",1991,"1991-03-25",15.00,0.4,1.2
"SP",1991,"1991-03-25",17.00,-0.3,27.4
"SP",1991,"1991-05-07",0.00,6.4,1.7
"SP",1991,"1991-05-07",3.00,7.8,0.4
"SP",1991,"1991-05-07",5.00,5.0,1.9
"SP",1991,"1991-05-07",8.00,7.4,0.9
"SP",1991,"1991-05-07",10.00,2.8,4.4
"SP",1991,"1991-05-07",10.00,7.8,-0.4
"SP",1991,"1991-05-07",12.00,6.0,0.5
"SP",1991,"1991-05-07",15.00,4.5,0.8
"SP",1991,"1991-05-07",18.00,2.0,3.1
"SP",1991,"1991-05-22",0.00,-0.1,2.1
"SP",1991,"1991-05-22",3.00,5.3,-3.5
"SP",1991,"1991-05-22",5.00,7.0,-4.3
"SP",1991,"1991-05-22",8.00,0.2,4.7
"SP",1991,"1991-05-22",10.00,5.9,0.4
"SP",1991,"1991-05-22",12.00,56.9,-45.9
"SP",1991,"1991-05-22",15.00,26.3,-19.8
"SP",1991,"1991-05-22",18.00,30.1,-23.8
"SP",1991,"1991-05-22",18.00,17.5,-11.9
"SP",1991,"1991-06-03",0.00,1.5,0.4
"SP",1991,"1991-06-03",0.00,1.1,0.8
"SP",1991,"1991-06-03",3.00,2.3,0.9
"SP",1991,"1991-06-03",5.00,3.0,0.3
"SP",1991,"1991-06-03",8.00,4.5,0.3
"SP",1991,"1991-06-03",10.00,12.0,-1.6
"SP",1991,"1991-06-03",12.00,11.4,1.7
"SP",1991,"1991-06-03",15.00,5.7,0.2
"SP",1991,"1991-06-03",18.00,5.1,0.7
"SP",1991,"1991-06-19",0.00,0.7,0.2
"SP",1991,"1991-06-19",3.00,0.9,0.2
"SP",1991,"1991-06-19",5.00,1.0,0.3
"SP",1991,"1991-06-19",8.00,3.7,1.6
"SP",1991,"1991-06-19",8.00,3.5,0.9
"SP",1991,"1991-06-19",10.00,3.3,1.6
"SP",1991,"1991-06-19",12.00,8.7,4.8
"SP",1991,"1991-06-19",15.00,4.1,0.9
"SP",1991,"1991-06-19",18.00,7.5,2.7
"SP",1991,"1991-07-01",0.00,2.2,-0.4
"SP",1991,"1991-07-01",3.00,2.1,-0.5
"SP",1991,"1991-07-01",5.00,2.7,-1.2
"SP",1991,"1991-07-01",8.00,2.5,-0.1
"SP",1991,"1991-07-01",10.00,7.0,-3.0
"SP",1991,"1991-07-01",12.00,13.2,-4.9
"SP",1991,"1991-07-01",15.00,6.2,-2.4
"SP",1991,"1991-07-01",15.00,5.5,-1.9
"SP",1991,"1991-07-01",18.00,19.3,-8.9
"SP",1991,"1991-07-16",0.00,1.8,-0.5
"SP",1991,"1991-07-16",3.00,1.8,-0.7
"SP",1991,"1991-07-16",5.00,2.5,-1.1
"SP",1991,"1991-07-16",5.00,2.3,-0.7
"SP",1991,"1991-07-16",8.00,2.5,0.3
"SP",1991,"1991-07-16",10.00,4.6,-0.7
"SP",1991,"1991-07-16",12.00,5.6,-0.9
"SP",1991,"1991-07-16",15.00,7.2,-3.0
"SP",1991,"1991-07-16",18.00,13.2,-5.0
"SP",1991,"1991-07-30",0.00,2.9,-0.4
"SP",1991,"1991-07-30",3.00,3.0,-0.7
"SP",1991,"1991-07-30",5.00,3.1,-0.5
"SP",1991,"1991-07-30",8.00,5.3,-2.2
"SP",1991,"1991-07-30",8.00,3.1,0.9
"SP",1991,"1991-07-30",10.00,5.7,-2.6
"SP",1991,"1991-07-30",12.00,4.0,-0.3
"SP",1991,"1991-07-30",15.00,5.3,-2.3
"SP",1991,"1991-07-30",18.00,17.8,-5.1
"SP",1991,"1991-08-12",0.00,1.7,-0.4
"SP",1991,"1991-08-12",3.00,1.6,-0.2
"SP",1991,"1991-08-12",5.00,2.2,-0.5
"SP",1991,"1991-08-12",8.00,2.9,0.0
"SP",1991,"1991-08-12",8.00,3.0,-0.4
"SP",1991,"1991-08-12",10.00,3.3,0.6
"SP",1991,"1991-08-12",12.00,4.2,1.1
"SP",1991,"1991-08-12",15.00,8.1,1.6
"SP",1991,"1991-08-12",18.00,10.4,0.4
"SP",1991,"1991-08-28",0.00,1.9,-0.2
"SP",1991,"1991-08-28",3.00,1.7,-0.1
"SP",1991,"1991-08-28",5.00,1.8,0.1
"SP",1991,"1991-08-28",8.00,1.4,0.0
"SP",1991,"1991-08-28",10.00,3.7,0.3
"SP",1991,"1991-08-28",12.00,4.5,0.7
"SP",1991,"1991-08-28",12.00,7.7,-1.6
"SP",1991,"1991-08-28",15.00,8.9,-0.6
"SP",1991,"1991-08-28",18.00,10.8,1.2
"SP",1991,"1991-09-09",0.00,2.5,-0.1
"SP",1991,"1991-09-09",3.00,3.2,-0.9
"SP",1991,"1991-09-09",5.00,3.2,-0.7
"SP",1991,"1991-09-09",5.00,3.2,-0.3
"SP",1991,"1991-09-09",8.00,5.8,-1.8
"SP",1991,"1991-09-09",10.00,5.4,-0.3
"SP",1991,"1991-09-09",12.00,4.2,0.3
"SP",1991,"1991-09-09",15.00,7.6,0.9
"SP",1991,"1991-09-09",18.00,9.5,1.2
"SP",1991,"1991-09-23",0.00,2.3,0.6
"SP",1991,"1991-09-23",3.00,2.3,0.9
"SP",1991,"1991-09-23",5.00,2.1,1.1
"SP",1991,"1991-09-23",8.00,2.0,1.4
"SP",1991,"1991-09-23",10.00,4.0,2.6
"SP",1991,"1991-09-23",12.00,3.0,3.5
"SP",1991,"1991-09-23",12.00,3.1,3.1
"SP",1991,"1991-09-23",15.00,27.9,83.6
"SP",1991,"1991-09-23",18.00,3.6,12.1
"SP",1991,"1991-10-07",0.00,2.4,0.3
"SP",1991,"1991-10-07",3.00,2.9,0.6
"SP",1991,"1991-10-07",5.00,2.8,0.7
"SP",1991,"1991-10-07",8.00,2.6,1.0
"SP",1991,"1991-10-07",8.00,4.4,0.4
"SP",1991,"1991-10-07",10.00,2.5,1.0
"SP",1991,"1991-10-07",12.00,4.5,7.5
"SP",1991,"1991-10-07",15.00,-7.0,34.7
"SP",1991,"1991-10-07",18.00,4.3,15.0
"SP",1991,"1991-11-11",0.00,3.0,0.4
"SP",1991,"1991-11-11",3.00,6.6,-0.1
"SP",1991,"1991-11-11",5.00,2.2,-0.5
"SP",1991,"1991-11-11",8.00,8.1,-7.7
"SP",1991,"1991-11-11",10.00,2.5,1.2
"SP",1991,"1991-11-11",10.00,2.2,1.4
"SP",1991,"1991-11-11",12.00,2.5,1.1
"SP",1991,"1991-11-11",15.00,2.3,1.0
"SP",1991,"1991-11-11",18.00,3.3,-0.3
"SP",1992,"1992-01-14",0.00,14.8,-10.8
"SP",1992,"1992-01-14",3.00,2.8,-0.2
"SP",1992,"1992-01-14",5.00,2.3,-1.4
"SP",1992,"1992-01-14",8.00,0.0,0.9
"SP",1992,"1992-01-14",10.00,-0.1,1.0
"SP",1992,"1992-01-14",12.00,-33.1,34.0
"SP",1992,"1992-01-14",15.00,1.1,-0.5
"SP",1992,"1992-01-14",18.00,1.2,1.7
"SP",1992,"1992-01-14",18.00,-3.9,6.0
"SP",1992,"1992-03-01",0.00,2.7,0.5
"SP",1992,"1992-03-01",3.00,1.8,0.4
"SP",1992,"1992-03-01",5.00,1.1,0.3
"SP",1992,"1992-03-01",8.00,0.6,0.1
"SP",1992,"1992-03-01",10.00,0.4,0.3
"SP",1992,"1992-03-01",12.00,0.5,0.2
"SP",1992,"1992-03-01",12.00,0.5,0.2
"SP",1992,"1992-03-01",15.00,0.9,0.1
"SP",1992,"1992-03-01",18.00,4.0,3.8
"SP",1992,"1992-03-27",0.00,0.8,0.1
"SP",1992,"1992-03-27",3.00,3.1,0.9
"SP",1992,"1992-03-27",5.00,3.0,1.4
"SP",1992,"1992-03-27",8.00,1.4,0.5
"SP",1992,"1992-03-27",10.00,2.0,0.8
"SP",1992,"1992-03-27",12.00,0.9,0.4
"SP",1992,"1992-03-27",15.00,0.7,0.5
"SP",1992,"1992-03-27",18.00,1.1,5.7
"SP",1992,"1992-03-27",18.00,1.7,7.1
"SP",1992,"1992-05-19",0.00,7.5,-6.0
"SP",1992,"1992-05-19",3.00,2.6,-0.4
"SP",1992,"1992-05-19",5.00,4.2,0.2
"SP",1992,"1992-05-19",8.00,9.9,1.9
"SP",1992,"1992-05-19",10.00,7.3,0.9
"SP",1992,"1992-05-19",12.00,4.3,0.4
"SP",1992,"1992-05-19",15.00,2.7,0.5
"SP",1992,"1992-05-19",18.00,2.7,-0.3
"SP",1992,"1992-06-02",0.00,1.6,-0.4
"SP",1992,"1992-06-02",3.00,1.4,0.3
"SP",1992,"1992-06-02",5.00,2.1,0.3
"SP",1992,"1992-06-02",8.00,4.4,0.6
"SP",1992,"1992-06-02",10.00,15.3,2.2
"SP",1992,"1992-06-02",12.00,15.0,0.4
"SP",1992,"1992-06-02",15.00,5.2,-0.5
"SP",1992,"1992-06-02",18.00,4.9,-2.0
"SP",1992,"1992-06-15",0.00,1.2,1.1
"SP",1992,"1992-06-15",3.00,1.5,0.4
"SP",1992,"1992-06-15",5.00,1.8,0.6
"SP",1992,"1992-06-15",8.00,2.5,1.3
"SP",1992,"1992-06-15",10.00,8.6,2.4
"SP",1992,"1992-06-15",12.00,16.0,0.5
"SP",1992,"1992-06-15",16.00,8.4,1.6
"SP",1992,"1992-06-15",18.00,4.6,-0.2
"SP",1992,"1992-06-30",0.00,1.2,0.4
"SP",1992,"1992-06-30",3.00,1.5,0.2
"SP",1992,"1992-06-30",5.00,1.1,0.7
"SP",1992,"1992-06-30",8.00,2.4,1.3
"SP",1992,"1992-06-30",10.00,3.6,2.0
"SP",1992,"1992-06-30",12.00,12.9,1.5
"SP",1992,"1992-06-30",15.00,14.1,1.8
"SP",1992,"1992-06-30",18.00,5.4,1.8
"SP",1992,"1992-07-14",0.00,2.0,-0.1
"SP",1992,"1992-07-14",3.00,2.3,0.0
"SP",1992,"1992-07-14",5.00,2.9,-0.3
"SP",1992,"1992-07-14",8.00,3.5,0.6
"SP",1992,"1992-07-14",10.00,4.6,2.1
"SP",1992,"1992-07-14",12.00,6.1,3.7
"SP",1992,"1992-07-14",15.00,2.5,2.1
"SP",1992,"1992-07-14",18.00,4.9,0.4
"SP",1992,"1992-07-29",0.00,-2.8,6.2
"SP",1992,"1992-07-29",3.00,0.6,1.1
"SP",1992,"1992-07-29",5.00,0.9,0.7
"SP",1992,"1992-07-29",8.00,3.0,-0.6
"SP",1992,"1992-07-29",8.00,2.0,2.5
"SP",1992,"1992-07-29",10.00,5.3,-3.1
"SP",1992,"1992-07-29",12.00,9.0,-3.5
"SP",1992,"1992-07-29",15.00,4.6,-0.3
"SP",1992,"1992-07-29",18.00,-13.4,31.3
"SP",1992,"1992-08-11",0.00,2.3,0.4
"SP",1992,"1992-08-11",3.00,1.3,0.0
"SP",1992,"1992-08-11",5.00,1.2,-0.1
"SP",1992,"1992-08-11",8.00,2.9,-0.6
"SP",1992,"1992-08-11",10.00,2.9,-0.1
"SP",1992,"1992-08-11",10.00,2.7,1.0
"SP",1992,"1992-08-11",12.00,3.6,0.4
"SP",1992,"1992-08-11",15.00,5.0,-0.2
"SP",1992,"1992-08-11",18.00,3.3,2.5
"SP",1992,"1992-08-24",0.00,1.4,0.0
"SP",1992,"1992-08-24",3.00,0.9,0.2
"SP",1992,"1992-08-24",5.00,1.0,0.0
"SP",1992,"1992-08-24",8.00,1.6,0.3
"SP",1992,"1992-08-24",10.00,2.3,0.4
"SP",1992,"1992-08-24",12.00,3.6,0.5
"SP",1992,"1992-08-24",15.00,2.8,0.9
"SP",1992,"1992-08-24",15.00,2.4,1.5
"SP",1992,"1992-08-24",18.00,7.3,12.0
"SP",1992,"1992-09-08",0.00,1.9,-0.1
"SP",1992,"1992-09-08",3.00,3.0,-0.9
"SP",1992,"1992-09-08",5.00,2.3,-0.2
"SP",1992,"1992-09-08",8.00,2.0,0.1
"SP",1992,"1992-09-08",10.00,3.7,-0.2
"SP",1992,"1992-09-08",12.00,5.4,0.5
"SP",1992,"1992-09-08",15.00,5.2,-0.1
"SP",1992,"1992-09-08",18.00,14.6,39.5
"SP",1992,"1992-09-08",18.00,8.3,41.8
"SP",1992,"1992-09-24",0.00,2.8,-1.5
"SP",1992,"1992-09-24",3.00,2.8,-1.2
"SP",1992,"1992-09-24",5.00,3.0,-1.6
"SP",1992,"1992-09-24",8.00,2.8,-1.5
"SP",1992,"1992-09-24",10.00,5.8,-2.1
"SP",1992,"1992-09-24",12.00,6.9,-2.4
"SP",1992,"1992-09-24",15.00,8.1,-3.4
"SP",1992,"1992-09-24",18.00,13.7,14.2
"SP",1992,"1992-09-24",18.00,12.8,17.6
"SP",1992,"1992-10-05",0.00,1.4,-0.2
"SP",1992,"1992-10-05",3.00,1.5,-0.1
"SP",1992,"1992-10-05",5.00,1.9,-0.1
"SP",1992,"1992-10-05",8.00,2.2,0.2
"SP",1992,"1992-10-05",10.00,2.4,0.1
"SP",1992,"1992-10-05",12.00,4.6,0.7
"SP",1992,"1992-10-05",15.00,10.7,-0.7
"SP",1992,"1992-10-05",18.00,10.5,34.9
"SP",1992,"1992-10-20",0.00,2.4,0.5
"SP",1992,"1992-10-20",3.00,2.9,0.0
"SP",1992,"1992-10-20",5.00,2.5,0.5
"SP",1992,"1992-10-20",8.00,2.6,0.4
"SP",1992,"1992-10-20",10.00,2.6,0.5
"SP",1992,"1992-10-20",15.00,2.4,4.9
"SP",1992,"1992-10-20",15.00,2.1,5.8
"SP",1992,"1992-10-20",18.00,3.6,16.5
"SP",1992,"1992-11-09",0.00,3.6,-0.4
"SP",1992,"1992-11-09",3.00,3.2,-0.1
"SP",1992,"1992-11-09",5.00,3.1,0.4
"SP",1992,"1992-11-09",8.00,2.5,0.9
"SP",1992,"1992-11-09",10.00,3.0,0.2
"SP",1992,"1992-11-09",10.00,2.7,0.6
"SP",1992,"1992-11-09",12.00,2.7,0.6
"SP",1992,"1992-11-09",15.00,2.5,0.5
"SP",1992,"1992-11-09",18.00,2.8,0.2
"SP",1993,"1993-01-13",0.00,10.2,-2.3
"SP",1993,"1993-01-13",3.00,2.7,0.9
"SP",1993,"1993-01-13",5.00,1.4,0.7
"SP",1993,"1993-01-13",8.00,1.0,0.8
"SP",1993,"1993-01-13",10.00,0.6,0.7
"SP",1993,"1993-01-13",12.00,0.5,0.8
"SP",1993,"1993-01-13",15.00,0.7,0.2
"SP",1993,"1993-01-13",18.00,2.0,0.4
"SP",1993,"1993-01-13",18.00,2.0,0.9
"SP",1993,"1993-03-01",0.00,5.8,0.8
"SP",1993,"1993-03-01",0.00,4.4,0.9
"SP",1993,"1993-03-01",3.00,2.2,0.7
"SP",1993,"1993-03-01",5.00,1.5,0.2
"SP",1993,"1993-03-01",8.00,0.5,0.4
"SP",1993,"1993-03-01",10.00,0.4,0.5
"SP",1993,"1993-03-01",12.00,0.4,0.4
"SP",1993,"1993-03-01",15.00,0.3,0.5
"SP",1993,"1993-03-01",18.00,0.9,2.5
"SP",1993,"1993-03-22",0.00,7.5,0.6
"SP",1993,"1993-03-22",3.00,2.8,0.6
"SP",1993,"1993-03-22",5.00,1.9,0.3
"SP",1993,"1993-03-22",8.00,1.1,0.5
"SP",1993,"1993-03-22",10.00,0.7,0.4
"SP",1993,"1993-03-22",12.00,0.5,0.5
"SP",1993,"1993-03-22",15.00,0.3,0.9
"SP",1993,"1993-03-22",18.00,0.9,4.4
"SP",1993,"1993-03-22",18.00,0.7,4.4
"SP",1993,"1993-05-04",0.00,3.7,0.7
"SP",1993,"1993-05-04",3.00,4.7,0.8
"SP",1993,"1993-05-04",5.00,4.2,1.1
"SP",1993,"1993-05-04",8.00,10.1,2.0
"SP",1993,"1993-05-04",10.00,7.3,2.7
"SP",1993,"1993-05-04",10.00,7.1,3.3
"SP",1993,"1993-05-04",12.00,6.1,1.9
"SP",1993,"1993-05-04",15.00,2.9,2.1
"SP",1993,"1993-05-04",18.00,0.3,0.7
"SP",1993,"1993-05-18",0.00,-0.3,0.6
"SP",1993,"1993-05-18",0.00,2.2,-0.3
"SP",1993,"1993-05-18",3.00,2.7,-0.5
"SP",1993,"1993-05-18",5.00,1.8,0.6
"SP",1993,"1993-05-18",8.00,3.5,-0.3
"SP",1993,"1993-05-18",10.00,7.0,0.6
"SP",1993,"1993-05-18",12.00,13.6,-0.9
"SP",1993,"1993-05-18",15.00,5.5,1.7
"SP",1993,"1993-05-18",18.00,4.0,2.0
"SP",1993,"1993-06-01",0.00,2.8,-0.4
"SP",1993,"1993-06-01",3.00,2.2,0.6
"SP",1993,"1993-06-01",5.00,2.7,-0.1
"SP",1993,"1993-06-01",8.00,6.5,0.1
"SP",1993,"1993-06-01",10.00,35.2,6.8
"SP",1993,"1993-06-01",12.00,10.0,0.4
"SP",1993,"1993-06-01",15.00,2.9,1.9
"SP",1993,"1993-06-01",18.00,3.6,0.3
"SP",1993,"1993-06-01",18.00,2.9,1.2
"SP",1993,"1993-06-14",0.00,2.7,-2.6
"SP",1993,"1993-06-14",3.00,1.0,0.1
"SP",1993,"1993-06-14",5.00,1.3,0.2
"SP",1993,"1993-06-14",8.00,3.1,0.9
"SP",1993,"1993-06-14",10.00,8.7,3.5
"SP",1993,"1993-06-14",12.00,11.9,1.7
"SP",1993,"1993-06-14",15.00,6.6,-1.2
"SP",1993,"1993-06-14",15.00,4.7,1.0
"SP",1993,"1993-06-14",18.00,3.9,1.7
"SP",1993,"1993-06-30",0.00,1.2,-0.1
"SP",1993,"1993-06-30",3.00,1.3,-0.2
"SP",1993,"1993-06-30",5.00,1.6,0.1
"SP",1993,"1993-06-30",8.00,2.2,0.6
"SP",1993,"1993-06-30",10.00,5.0,3.7
"SP",1993,"1993-06-30",12.00,26.2,5.4
"SP",1993,"1993-06-30",15.00,6.9,0.2
"SP",1993,"1993-06-30",18.00,3.8,12.6
"SP",1993,"1993-06-30",18.00,3.6,11.7
"SP",1993,"1993-07-14",0.00,2.9,-1.4
"SP",1993,"1993-07-14",3.00,3.0,-1.3
"SP",1993,"1993-07-14",5.00,3.3,-1.5
"SP",1993,"1993-07-14",8.00,3.3,-1.2
"SP",1993,"1993-07-14",8.00,3.6,-0.8
"SP",1993,"1993-07-14",10.00,6.9,-2.0
"SP",1993,"1993-07-14",12.00,11.3,-2.6
"SP",1993,"1993-07-14",15.00,6.6,-1.5
"SP",1993,"1993-07-14",18.00,5.5,3.3
"SP",1993,"1993-07-27",0.00,1.9,-0.8
"SP",1993,"1993-07-27",3.00,2.8,-1.4
"SP",1993,"1993-07-27",5.00,3.0,-1.2
"SP",1993,"1993-07-27",8.00,5.7,-2.2
"SP",1993,"1993-07-27",8.00,5.9,-1.6
"SP",1993,"1993-07-27",10.00,7.6,-2.7
"SP",1993,"1993-07-27",12.00,7.9,-2.2
"SP",1993,"1993-07-27",15.00,7.2,-1.6
"SP",1993,"1993-07-27",18.00,8.4,14.2
"SP",1993,"1993-08-11",0.00,1.7,-0.8
"SP",1993,"1993-08-11",3.00,1.9,-0.8
"SP",1993,"1993-08-11",5.00,2.4,-0.9
"SP",1993,"1993-08-11",8.00,3.8,-1.2
"SP",1993,"1993-08-11",8.00,5.3,-1.5
"SP",1993,"1993-08-11",10.00,4.8,-1.2
"SP",1993,"1993-08-11",12.00,6.4,-2.4
"SP",1993,"1993-08-11",15.00,12.5,-2.9
"SP",1993,"1993-08-11",18.00,8.7,16.5
"SP",1993,"1993-08-23",0.00,1.1,-0.4
"SP",1993,"1993-08-23",3.00,1.5,-0.7
"SP",1993,"1993-08-23",5.00,1.7,-0.6
"SP",1993,"1993-08-23",8.00,3.4,-1.2
"SP",1993,"1993-08-23",10.00,4.1,-1.2
"SP",1993,"1993-08-23",12.00,7.4,-2.5
"SP",1993,"1993-08-23",15.00,12.0,-2.6
"SP",1993,"1993-08-23",18.00,17.6,23.6
"SP",1993,"1993-08-23",18.00,28.5,16.6
"SP",1993,"1993-09-08",0.00,1.1,-0.5
"SP",1993,"1993-09-08",3.00,0.9,-0.3
"SP",1993,"1993-09-08",5.00,1.4,-0.1
"SP",1993,"1993-09-08",8.00,1.1,0.2
"SP",1993,"1993-09-08",10.00,1.7,-0.1
"SP",1993,"1993-09-08",12.00,4.5,-1.2
"SP",1993,"1993-09-08",15.00,17.8,-1.6
"SP",1993,"1993-09-08",18.00,12.5,12.9
"SP",1993,"1993-09-08",18.00,10.7,-2.8
"SP",1993,"1993-09-23",0.00,4.6,-0.9
"SP",1993,"1993-09-23",3.00,2.0,-0.3
"SP",1993,"1993-09-23",5.00,1.3,-0.2
"SP",1993,"1993-09-23",8.00,2.2,-0.3
"SP",1993,"1993-09-23",10.00,3.8,-0.9
"SP",1993,"1993-09-23",10.00,13.1,12.8
"SP",1993,"1993-09-23",12.00,12.8,-3.7
"SP",1993,"1993-09-23",15.00,7.4,-1.5
"SP",1993,"1993-09-23",18.00,4.9,0.9
"SP",1993,"1993-10-05",0.00,1.8,-0.5
"SP",1993,"1993-10-05",3.00,2.3,-0.7
"SP",1993,"1993-10-05",5.00,2.5,-0.9
"SP",1993,"1993-10-05",8.00,2.1,-0.5
"SP",1993,"1993-10-05",10.00,3.0,-1.1
"SP",1993,"1993-10-05",10.00,2.5,-0.6
"SP",1993,"1993-10-05",12.00,6.4,-1.9
"SP",1993,"1993-10-05",15.00,11.0,-3.3
"SP",1993,"1993-10-05",18.00,11.0,15.7
"SP",1993,"1993-10-18",0.00,3.2,-1.5
"SP",1993,"1993-10-18",3.00,2.5,-0.7
"SP",1993,"1993-10-18",5.00,2.5,-0.7
"SP",1993,"1993-10-18",8.00,2.6,-1.0
"SP",1993,"1993-10-18",10.00,2.7,-0.8
"SP",1993,"1993-10-18",12.00,4.8,-1.6
"SP",1993,"1993-10-18",12.00,3.0,-0.8
"SP",1993,"1993-10-18",15.00,9.5,3.0
"SP",1993,"1993-10-18",18.00,13.5,14.3
"SP",1993,"1993-11-10",0.00,6.4,-3.3
"SP",1993,"1993-11-10",3.00,6.8,-3.3
"SP",1993,"1993-11-10",5.00,6.3,-3.0
"SP",1993,"1993-11-10",8.00,6.2,-2.7
"SP",1993,"1993-11-10",10.00,5.9,-2.5
"SP",1993,"1993-11-10",10.00,6.1,-2.8
"SP",1993,"1993-11-10",12.00,6.7,-3.8
"SP",1993,"1993-11-10",15.00,6.5,-3.1
"SP",1993,"1993-11-10",18.00,6.6,-3.2
"SP",1994,"1994-01-12",0.00,8.2,-3.3
"SP",1994,"1994-01-12",3.00,5.0,-1.8
"SP",1994,"1994-01-12",5.00,3.7,-1.3
"SP",1994,"1994-01-12",8.00,2.6,-0.9
"SP",1994,"1994-01-12",10.00,2.0,-0.5
"SP",1994,"1994-01-12",12.00,1.4,-0.3
"SP",1994,"1994-01-12",15.00,1.3,-0.2
"SP",1994,"1994-01-12",18.00,1.0,5.8
"SP",1994,"1994-01-12",18.00,0.0,8.0
"SP",1994,"1994-02-21",0.00,0.8,-0.2
"SP",1994,"1994-02-21",0.00,2.0,-0.8
"SP",1994,"1994-02-21",3.00,2.2,-0.6
"SP",1994,"1994-02-21",5.00,2.2,-0.5
"SP",1994,"1994-02-21",8.00,2.7,-0.9
