,year,month,sampledate,group,genus,cellcount,lakeid,depth,ph,alk,dic,tic,doc,toc,no2,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,chlor,phaeo
12,1997,5,5/6/97,iceoff,Other,778,SP,0,7.54,617,8.5,8.72,3.12,3.28,NA,160,222,0,22,2777,3432,3616,1.08,7.3,2.9
13,1997,6,6/18/97,iceoff,Planktothrix,8,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8
14,1997,6,6/18/97,iceoff,Microcystis,184,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8
15,1997,6,6/18/97,iceoff,Cryptomonad,65,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8
16,1997,6,6/18/97,iceoff,Cyclotella,18,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8
17,1997,6,6/18/97,iceoff,Other,338,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8
18,1997,7,7/29/97,iceoff,Fragilaria,19,SP,0,8.07,NA,7.8,NA,3.5,NA,NA,144,159,0,1,2429,2481,2392,0.22,0,1.7
19,1997,7,7/29/97,iceoff,Planktothrix,2,SP,0,8.07,NA,7.8,NA,3.5,NA,NA,144,159,0,1,2429,2481,2392,0.22,0,1.7
20,1997,7,7/29/97,iceoff,Microcystis,77,SP,0,8.07,NA,7.8,NA,3.5,NA,NA,144,159,0,1,2429,2481,2392,0.22,0,1.7
21,1997,7,7/29/97,iceoff,Cryptomonad,31,SP,0,8.07,NA,7.8,NA,3.5,NA,NA,144,159,0,1,2429,2481,2392,0.22,0,1.7
22,1997,7,7/29/97,iceoff,Cyclotella,1,SP,0,8.07,NA,7.8,NA,3.5,NA,NA,144,159,0,1,2429,2481,2392,0.22,0,1.7
23,1997,7,7/29/97,iceoff,Other,85,SP,0,8.07,NA,7.8,NA,3.5,NA,NA,144,159,0,1,2429,2481,2392,0.22,0,1.7
24,1997,8,8/28/97,iceoff,Planktothrix,374,SP,0,8.21,598,7.85,7.96,3.59,3.71,NA,92,96,1,3,2242,2231,2231,0.3,0.5,1.3
25,1997,8,8/28/97,iceoff,Microcystis,478,SP,0,8.21,598,7.85,7.96,3.59,3.71,NA,92,96,1,3,2242,2231,2231,0.3,0.5,1.3
26,1997,8,8/28/97,iceoff,Cryptomonad,60,SP,0,8.21,598,7.85,7.96,3.59,3.71,NA,92,96,1,3,2242,2231,2231,0.3,0.5,1.3
27,1997,8,8/28/97,iceoff,Cyclotella,5,SP,0,8.21,598,7.85,7.96,3.59,3.71,NA,92,96,1,3,2242,2231,2231,0.3,0.5,1.3
28,1997,8,8/28/97,iceoff,Other,200,SP,0,8.21,598,7.85,7.96,3.59,3.71,NA,92,96,1,3,2242,2231,2231,0.3,0.5,1.3
29,1997,11,11/10/97,iceoff,Microcystis,83,SP,0,7.39,641,8.58,8.74,3.29,3.5,NA,43,40,3,9,2757,2601,2552,0.71,1.8,6
30,1997,11,11/10/97,iceoff,Planktothrix,174,SP,0,7.39,641,8.58,8.74,3.29,3.5,NA,43,40,3,9,2757,2601,2552,0.71,1.8,6
31,1997,11,11/10/97,iceoff,Cryptomonad,97,SP,0,7.39,641,8.58,8.74,3.29,3.5,NA,43,40,3,9,2757,2601,2552,0.71,1.8,6
32,1997,11,11/10/97,iceoff,Fragilaria,4,SP,0,7.39,641,8.58,8.74,3.29,3.5,NA,43,40,3,9,2757,2601,2552,0.71,1.8,6
33,1997,11,11/10/97,iceoff,Other,334,SP,0,7.39,641,8.58,8.74,3.29,3.5,NA,43,40,3,9,2757,2601,2552,0.71,1.8,6
34,1998,2,2/23/98,iceon,Planktothrix,1817,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
35,1998,2,2/23/98,iceon,Microcystis,998,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
36,1998,2,2/23/98,iceon,Cryptomonad,75,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
37,1998,2,2/23/98,iceon,Fragilaria,19,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
38,1998,2,2/23/98,iceon,Other,515,SP,0,7.92,674,8.14,8.26,3.3,3.27,NA,311,276,5,6,2871,2626,2580,NA,0.7,0
39,1998,4,4/20/98,iceon,Fragilaria,16,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1998,4,4/20/98,iceon,Planktothrix,52,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1998,4,4/20/98,iceon,Cryptomonad,109,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1998,4,4/20/98,iceon,Other,546,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1998,6,6/15/98,iceoff,Microcystis,470,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
44,1998,6,6/15/98,iceoff,Planktothrix,776,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
45,1998,6,6/15/98,iceoff,Cryptomonad,127,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
46,1998,6,6/15/98,iceoff,Fragilaria,7,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
47,1998,6,6/15/98,iceoff,Other,432,SP,0,8.06,NA,7.98,8.35,3.27,4.23,NA,168,168,0,3,2396,2635,2560,0.26,0.9,0.2
48,1998,7,7/14/98,iceoff,Fragilaria,2,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
49,1998,7,7/14/98,iceoff,Cryptomonad,62,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
50,1998,7,7/14/98,iceoff,Planktothrix,590,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
51,1998,7,7/14/98,iceoff,Microcystis,541,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
52,1998,7,7/14/98,iceoff,Cyclotella,226,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
53,1998,7,7/14/98,iceoff,Other,286,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
54,1998,8,8/12/98,iceoff,Planktothrix,693,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
55,1998,8,8/12/98,iceoff,Planktothrix,693,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
56,1998,8,8/12/98,iceoff,Microcystis,488,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
57,1998,8,8/12/98,iceoff,Microcystis,488,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
58,1998,8,8/12/98,iceoff,Cryptomonad,35,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
59,1998,8,8/12/98,iceoff,Cryptomonad,35,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
60,1998,8,8/12/98,iceoff,Cyclotella,171,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
61,1998,8,8/12/98,iceoff,Cyclotella,171,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
62,1998,8,8/12/98,iceoff,Other,606,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
63,1998,8,8/12/98,iceoff,Other,606,SP,0,7.95,622,8.26,8.29,3.56,3.55,NA,156,190,1,3,2731,2478,2393,0.3,1,0.1
64,1998,11,11/12/98,iceoff,Microcystis,25,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
65,1998,11,11/12/98,iceoff,Planktothrix,6,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
66,1998,11,11/12/98,iceoff,Cryptomonad,46,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
67,1998,11,11/12/98,iceoff,Cyclotella,7,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
68,1998,11,11/12/98,iceoff,Fragilaria,7,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
69,1998,11,11/12/98,iceoff,Other,1059,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
70,1999,2,2/23/99,iceon,Planktothrix,163,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
71,1999,2,2/23/99,iceon,Microcystis,202,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
72,1999,2,2/23/99,iceon,Cryptomonad,16,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
73,1999,2,2/23/99,iceon,Cyclotella,1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
74,1999,2,2/23/99,iceon,Fragilaria,2,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
75,1999,2,2/23/99,iceon,Other,250,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
76,1999,5,5/4/99,iceoff,Microcystis,94,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
77,1999,5,5/4/99,iceoff,Cryptomonad,72,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
78,1999,5,5/4/99,iceoff,Fragilaria,126,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
79,1999,5,5/4/99,iceoff,Other,109,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
80,1999,7,7/1/99,iceoff,Planktothrix,5,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
81,1999,7,7/1/99,iceoff,Planktothrix,5,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
82,1999,7,7/1/99,iceoff,Planktothrix,5,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
83,1999,7,7/1/99,iceoff,Planktothrix,5,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
84,1999,7,7/1/99,iceoff,Microcystis,0,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
85,1999,7,7/1/99,iceoff,Microcystis,0,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
86,1999,7,7/1/99,iceoff,Microcystis,0,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
87,1999,7,7/1/99,iceoff,Microcystis,0,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
88,1999,7,7/1/99,iceoff,Cryptomonad,21,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
89,1999,7,7/1/99,iceoff,Cryptomonad,21,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
90,1999,7,7/1/99,iceoff,Cryptomonad,21,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
91,1999,7,7/1/99,iceoff,Cryptomonad,21,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
92,1999,7,7/1/99,iceoff,Fragilaria,16,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
93,1999,7,7/1/99,iceoff,Fragilaria,16,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
94,1999,7,7/1/99,iceoff,Fragilaria,16,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
95,1999,7,7/1/99,iceoff,Fragilaria,16,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
96,1999,7,7/1/99,iceoff,Other,674,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
97,1999,7,7/1/99,iceoff,Other,674,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,1.3,0.3
98,1999,7,7/1/99,iceoff,Other,674,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,0.9,0.3
99,1999,7,7/1/99,iceoff,Other,674,SP,0,8.1,NA,8.38,8.47,3.3,3.67,NA,131,181,1,4,2491,2700,2700,0.14,0.9,0.3
100,1999,8,8/23/99,iceoff,Cryptomonad,30,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
101,1999,8,8/23/99,iceoff,Cyclotella,53,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
102,1999,8,8/23/99,iceoff,Fragilaria,11,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
103,1999,8,8/23/99,iceoff,Other,3457,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
104,1999,11,11/10/99,iceoff,Cryptomonad,22,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
105,1999,11,11/10/99,iceoff,Cyclotella,7,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
106,1999,11,11/10/99,iceoff,Fragilaria,9,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
107,1999,11,11/10/99,iceoff,Other,808,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
108,2000,2,2/22/00,iceon,Cryptomonad,9,SP,0,7.66,709,9.61,9.62,3.21,3.16,NA,226,282,6,9,2975,3412,3368,NA,4.3,1.6
109,2000,2,2/22/00,iceon,Other,168,SP,0,7.66,709,9.61,9.62,3.21,3.16,NA,226,282,6,9,2975,3412,3368,NA,4.3,1.6
110,2000,4,4/6/00,iceon,Cryptomonad,48,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
111,2000,4,4/6/00,iceon,Cyclotella,1,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
112,2000,4,4/6/00,iceon,Fragilaria,13,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
113,2000,4,4/6/00,iceon,Other,277,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
114,2000,5,5/30/00,iceoff,Cryptomonad,22,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
115,2000,5,5/30/00,iceoff,Cyclotella,1,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
116,2000,5,5/30/00,iceoff,Fragilaria,12,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
117,2000,5,5/30/00,iceoff,Other,451,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
118,2000,7,7/26/00,iceoff,Microcystis,39,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
119,2000,7,7/26/00,iceoff,Cryptomonad,25,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
120,2000,7,7/26/00,iceoff,Cyclotella,59,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
121,2000,7,7/26/00,iceoff,Fragilaria,23,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
122,2000,7,7/26/00,iceoff,Other,124,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
123,2000,8,8/21/00,iceoff,Planktothrix,3,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,2000,8,8/21/00,iceoff,Cryptomonad,28,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,2000,8,8/21/00,iceoff,Cyclotella,37,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,2000,8,8/21/00,iceoff,Fragilaria,4,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2000,8,8/21/00,iceoff,Other,531,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,2000,11,11/16/00,iceoff,Cryptomonad,33,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
129,2000,11,11/16/00,iceoff,Cyclotella,57,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
130,2000,11,11/16/00,iceoff,Fragilaria,1,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
131,2000,11,11/16/00,iceoff,Other,199,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
132,2001,2,2/28/01,iceon,Microcystis,72,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
133,2001,2,2/28/01,iceon,Microcystis,72,SP,0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0
134,2001,2,2/28/01,iceon,Cryptomonad,8,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
135,2001,2,2/28/01,iceon,Cryptomonad,8,SP,0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0
136,2001,2,2/28/01,iceon,Other,120,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
137,2001,2,2/28/01,iceon,Other,120,SP,0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0
138,2001,4,4/30/01,iceoff,Microcystis,7,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
139,2001,4,4/30/01,iceoff,Microcystis,7,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
140,2001,4,4/30/01,iceoff,Cryptomonad,48,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
141,2001,4,4/30/01,iceoff,Cryptomonad,48,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
142,2001,4,4/30/01,iceoff,Fragilaria,1,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
143,2001,4,4/30/01,iceoff,Fragilaria,1,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
144,2001,4,4/30/01,iceoff,Other,264,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
145,2001,4,4/30/01,iceoff,Other,264,SP,0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2
146,2001,5,5/29/01,iceoff,Cryptomonad,5,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
147,2001,5,5/29/01,iceoff,Fragilaria,7,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
148,2001,5,5/29/01,iceoff,Other,212,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
149,2001,6,6/26/01,iceoff,Cryptomonad,9,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
150,2001,6,6/26/01,iceoff,Cyclotella,7,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
151,2001,6,6/26/01,iceoff,Fragilaria,11,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
152,2001,6,6/26/01,iceoff,Other,299,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
153,2001,7,7/24/01,iceoff,Planktothrix,13,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
154,2001,7,7/24/01,iceoff,Cryptomonad,7,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
155,2001,7,7/24/01,iceoff,Fragilaria,4,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
156,2001,7,7/24/01,iceoff,Other,65,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
157,2001,8,8/20/01,iceoff,Planktothrix,51,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
158,2001,8,8/20/01,iceoff,Planktothrix,51,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
159,2001,8,8/20/01,iceoff,Microcystis,79,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
160,2001,8,8/20/01,iceoff,Microcystis,79,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
161,2001,8,8/20/01,iceoff,Cryptomonad,8,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
162,2001,8,8/20/01,iceoff,Cryptomonad,8,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
163,2001,8,8/20/01,iceoff,Cyclotella,10,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
164,2001,8,8/20/01,iceoff,Cyclotella,10,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
