year,month,nameofmonth,sampledate,group,intchlor,genus,cellcount,lakeid,depth,ph,alk,dic,tic,doc,toc,no2,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,chlor,phaeo
1998,7,July,7/14/1998,iceoff,2.75,Cryptomonad,62,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
1998,7,July,7/14/1998,iceoff,2.75,Planktothrix,590,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
1998,7,July,7/14/1998,iceoff,2.75,Microcystis,541,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
1998,7,July,7/14/1998,iceoff,2.75,Cyclotella,226,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
1998,7,July,7/14/1998,iceoff,2.75,Other,286,SP,0,8.12,NA,8.06,8.21,3.47,3.37,NA,130,142,1,3,2300,2478,2563,0.19,0.6,0
1998,8,Aug,8/12/1998,iceoff,2.4,Planktothrix,693,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
1998,8,Aug,8/12/1998,iceoff,2.4,Microcystis,488,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
1998,8,Aug,8/12/1998,iceoff,2.4,Cryptomonad,35,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
1998,8,Aug,8/12/1998,iceoff,2.4,Cyclotella,171,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
1998,8,Aug,8/12/1998,iceoff,2.4,Other,606,SP,0,8.2,625,8.25,8.26,3.53,3.53,NA,171,210,2,3,2156,1965,2393,0.35,1,0.1
1998,11,Nov,11/12/1998,iceoff,4.0625,Microcystis,25,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
1998,11,Nov,11/12/1998,iceoff,4.0625,Planktothrix,6,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
1998,11,Nov,11/12/1998,iceoff,4.0625,Cryptomonad,46,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
1998,11,Nov,11/12/1998,iceoff,4.0625,Cyclotella,7,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
1998,11,Nov,11/12/1998,iceoff,4.0625,Fragilaria,7,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
1998,11,Nov,11/12/1998,iceoff,4.0625,Other,1059,SP,0,7.33,661,9.18,9.18,3.68,3.52,NA,219,240,5,12,2918,2632,2632,1.38,3.9,1.3
1999,2,Feb,2/23/1999,iceon,0.19375,Planktothrix,163,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
1999,2,Feb,2/23/1999,iceon,0.19375,Microcystis,202,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
1999,2,Feb,2/23/1999,iceon,0.19375,Cryptomonad,16,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
1999,2,Feb,2/23/1999,iceon,0.19375,Cyclotella,1,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
1999,2,Feb,2/23/1999,iceon,0.19375,Fragilaria,2,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
1999,2,Feb,2/23/1999,iceon,0.19375,Other,250,SP,0,7.54,731,9.44,9.58,3.44,3.24,NA,447,576,5,15,3068,3261,3220,NA,5.1,0.5
1999,5,May,5/4/1999,iceoff,4.85625,Microcystis,94,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
1999,5,May,5/4/1999,iceoff,4.85625,Cryptomonad,72,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
1999,5,May,5/4/1999,iceoff,4.85625,Fragilaria,126,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
1999,5,May,5/4/1999,iceoff,4.85625,Other,109,SP,0,8.14,649,8.37,8.61,2.99,2.89,NA,147,117,4,29,2700,2619,2619,1.11,3.3,-0.1
1999,7,July,7/1/1999,iceoff,1.93125,Planktothrix,5,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
1999,7,July,7/1/1999,iceoff,1.93125,Microcystis,0,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
1999,7,July,7/1/1999,iceoff,1.93125,Cryptomonad,21,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
1999,7,July,7/1/1999,iceoff,1.93125,Fragilaria,16,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
1999,7,July,7/1/1999,iceoff,1.93125,Other,674,SP,0,8.09,NA,8.29,8.41,3.32,3.36,NA,136,211,2,4,2555,2569,2634,0.32,1.3,0.3
1999,8,Aug,8/23/1999,iceoff,2.85,Cryptomonad,30,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
1999,8,Aug,8/23/1999,iceoff,2.85,Cyclotella,53,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
1999,8,Aug,8/23/1999,iceoff,2.85,Fragilaria,11,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
1999,8,Aug,8/23/1999,iceoff,2.85,Other,3457,SP,0,8.07,619,8.27,8.31,3.66,3.47,NA,178,223,4,5,2272,2299,2385,0.16,1.7,0.7
1999,11,Nov,11/10/1999,iceoff,15.5625,Cryptomonad,22,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
1999,11,Nov,11/10/1999,iceoff,15.5625,Cyclotella,7,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
1999,11,Nov,11/10/1999,iceoff,15.5625,Fragilaria,9,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
1999,11,Nov,11/10/1999,iceoff,15.5625,Other,808,SP,0,7.54,651,8.57,8.66,3.34,3.27,NA,212,223,5,9,2545,3156,3245,0.4,15.2,0.1
2000,2,Feb,2/22/2000,iceon,1.86875,Cryptomonad,9,SP,0,7.66,709,9.61,9.62,3.21,3.16,NA,226,282,6,9,2975,3412,3368,NA,4.3,1.6
2000,2,Feb,2/22/2000,iceon,1.86875,Other,168,SP,0,7.66,709,9.61,9.62,3.21,3.16,NA,226,282,6,9,2975,3412,3368,NA,4.3,1.6
2000,4,Apr,4/6/2000,iceon,8.61875,Cryptomonad,48,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
2000,4,Apr,4/6/2000,iceon,8.61875,Cyclotella,1,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
2000,4,Apr,4/6/2000,iceon,8.61875,Fragilaria,13,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
2000,4,Apr,4/6/2000,iceon,8.61875,Other,277,SP,0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5
2000,5,May,5/30/2000,iceoff,1.31875,Cryptomonad,22,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
2000,5,May,5/30/2000,iceoff,1.31875,Cyclotella,1,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
2000,5,May,5/30/2000,iceoff,1.31875,Fragilaria,12,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
2000,5,May,5/30/2000,iceoff,1.31875,Other,451,SP,0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9
2000,7,July,7/26/2000,iceoff,2.99375,Microcystis,39,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
2000,7,July,7/26/2000,iceoff,2.99375,Cryptomonad,25,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
2000,7,July,7/26/2000,iceoff,2.99375,Cyclotella,59,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
2000,7,July,7/26/2000,iceoff,2.99375,Fragilaria,23,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
2000,7,July,7/26/2000,iceoff,2.99375,Other,124,SP,0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1
2000,8,Aug,8/21/2000,iceoff,3.825,Planktothrix,3,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,8,Aug,8/21/2000,iceoff,3.825,Cryptomonad,28,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,8,Aug,8/21/2000,iceoff,3.825,Cyclotella,37,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,8,Aug,8/21/2000,iceoff,3.825,Fragilaria,4,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,8,Aug,8/21/2000,iceoff,3.825,Other,531,SP,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,11,Nov,11/16/2000,iceoff,1.05,Cryptomonad,33,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
2000,11,Nov,11/16/2000,iceoff,1.05,Cyclotella,57,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
2000,11,Nov,11/16/2000,iceoff,1.05,Fragilaria,1,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
2000,11,Nov,11/16/2000,iceoff,1.05,Other,199,SP,0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1
2001,2,Feb,2/28/2001,iceon,1.2125,Microcystis,72,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
2001,2,Feb,2/28/2001,iceon,1.2125,Cryptomonad,8,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
2001,2,Feb,2/28/2001,iceon,1.2125,Other,120,SP,0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0
2001,4,Apr,4/30/2001,iceoff,11.075,Microcystis,7,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
2001,4,Apr,4/30/2001,iceoff,11.075,Cryptomonad,48,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
2001,4,Apr,4/30/2001,iceoff,11.075,Fragilaria,1,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
2001,4,Apr,4/30/2001,iceoff,11.075,Other,264,SP,0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2
2001,5,May,5/29/2001,iceoff,3.38125,Cryptomonad,5,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
2001,5,May,5/29/2001,iceoff,3.38125,Fragilaria,7,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
2001,5,May,5/29/2001,iceoff,3.38125,Other,212,SP,0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0
2001,6,June,6/26/2001,iceoff,2.8125,Cryptomonad,9,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
2001,6,June,6/26/2001,iceoff,2.8125,Cyclotella,7,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
2001,6,June,6/26/2001,iceoff,2.8125,Fragilaria,11,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
2001,6,June,6/26/2001,iceoff,2.8125,Other,299,SP,0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1
2001,7,July,7/24/2001,iceoff,3.7625,Planktothrix,13,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
2001,7,July,7/24/2001,iceoff,3.7625,Cryptomonad,7,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
2001,7,July,7/24/2001,iceoff,3.7625,Fragilaria,4,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
2001,7,July,7/24/2001,iceoff,3.7625,Other,65,SP,0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1
2001,8,Aug,8/20/2001,iceoff,1.5875,Planktothrix,51,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
2001,8,Aug,8/20/2001,iceoff,1.5875,Microcystis,79,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
2001,8,Aug,8/20/2001,iceoff,1.5875,Cryptomonad,8,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
2001,8,Aug,8/20/2001,iceoff,1.5875,Cyclotella,10,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
2001,8,Aug,8/20/2001,iceoff,1.5875,Other,43,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
2001,11,Nov,11/15/2001,iceoff,3.3,Fragilaria,53,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
2001,11,Nov,11/15/2001,iceoff,3.3,Cyclotella,11,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
2001,11,Nov,11/15/2001,iceoff,3.3,Planktothrix,16,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
2001,11,Nov,11/15/2001,iceoff,3.3,Cryptomonad,1,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
2001,11,Nov,11/15/2001,iceoff,3.3,Other,445,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
2002,2,Feb,2/28/2002,iceon,0.125,Cyclotella,79,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
2002,2,Feb,2/28/2002,iceon,0.125,Planktothrix,5,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
2002,2,Feb,2/28/2002,iceon,0.125,Cryptomonad,25,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
2002,2,Feb,2/28/2002,iceon,0.125,Fragilaria,8,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
2002,2,Feb,2/28/2002,iceon,0.125,Other,123,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
2002,4,Apr,4/23/2002,iceon,2.5125,Cyclotella,38,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
2002,4,Apr,4/23/2002,iceon,2.5125,Planktothrix,15,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
2002,4,Apr,4/23/2002,iceon,2.5125,Cryptomonad,91,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
2002,4,Apr,4/23/2002,iceon,2.5125,Fragilaria,96,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
2002,4,Apr,4/23/2002,iceon,2.5125,Other,155,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
2002,6,June,6/19/2002,iceoff,2.7125,Cryptomonad,55,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
2002,6,June,6/19/2002,iceoff,2.7125,Cyclotella,35,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
