"","x"
"459",0.27
"460",0.27
"461",0.27
"462",0.27
"463",0.27
"464",0.27
"465",0.27
"466",0.27
"467",0.27
"468",0.27
"469",0.27
"470",0.27
"471",0.27
"472",0.27
"473",0.27
"474",0.27
"475",0.27
"476",0.27
"477",0.27
"478",0.27
"479",0.27
"480",0.27
"481",0.27
"482",0.27
"483",0.27
"484",0.27
"485",0.11
"486",0.11
"487",0.11
"488",0.11
"489",0.11
"490",0.11
"491",0.11
"492",0.11
"493",0.11
"494",0.11
"495",0.11
"496",0.11
"497",0.11
"498",0.11
"499",0.11
"500",0.11
"501",0.11
"502",0.11
"503",0.11
"504",0.11
"505",0.11
"506",0.11
"507",0.11
"508",0.11
"509",0.11
"510",0.11
"511",0.11
"512",0.11
"513",0.11
"514",0.11
"515",0.11
"516",0.11
"517",0.11
"518",0.11
"519",0.11
"520",0.11
"521",0.11
"522",0.11
"523",0.11
"524",0.11
"525",0.11
"526",0.11
"527",0.11
"528",0.11
"529",0.11
"530",0.11
"531",0.11
"532",0.11
"533",0.11
"534",0.11
"535",0.11
"536",0.11
"537",0.11
"538",0.11
"539",0.11
"540",0.11
"541",0.11
"542",0.11
"543",0.11
"544",0.11
"545",0.11
"546",0.23
"547",0.23
"548",0.23
"549",0.23
"550",0.23
"551",0.23
"552",0.23
"553",0.23
"554",0.23
"555",0.23
"556",0.23
"557",0.23
"558",0.23
"559",0.23
"560",0.23
"561",0.23
"562",0.23
"563",0.23
"564",0.23
"565",0.23
"566",0.23
"567",0.23
"568",0.23
"569",0.23
"570",0.23
"571",0.23
"572",0.23
"573",0.23
"574",0.23
"575",0.23
"576",0.23
"577",0.23
"578",0.23
"579",0.23
"580",0.23
"581",0.23
"582",0.23
"583",0.23
"584",0.23
"585",0.23
"586",0.23
"587",0.23
"588",0.23
"589",0.23
"590",0.23
"591",0.23
"592",0.23
"593",0.23
"594",0.23
"595",0.23
"596",0.23
"597",0.23
"598",0.23
"599",0.23
"600",0.23
"601",0.23
"602",0.23
"603",0.23
"604",0.23
"605",0.23
"606",0.22
"607",0.22
"608",0.22
"609",0.22
"610",0.22
"611",0.22
"612",0.22
"613",0.22
"614",0.22
"615",0.22
"616",0.22
"617",0.22
"618",0.22
"619",0.22
"620",0.22
"621",0.22
"622",0.22
"623",0.22
"624",0.22
"625",0.22
"626",0.22
"627",0.22
"628",0.22
"629",0.22
"630",0.22
"631",0.22
"632",0.22
"633",0.22
"634",0.22
"635",0.22
"636",0.22
"637",0.22
"638",0.22
"639",0.22
"640",0.22
"641",0.22
"642",0.22
"643",0.22
"644",0.22
"645",0.22
"646",0.22
"647",0.22
"648",0.22
"649",0.22
"650",0.22
"651",0.22
"652",0.22
"653",0.22
"654",0.22
"655",0.22
"656",0.22
"657",0.22
"658",0.22
"659",0.22
"660",0.22
"661",0.22
"662",0.22
"663",0.22
"664",0.22
"665",0.22
"666",0.2
"667",0.2
"668",0.2
"669",0.2
"670",0.2
"671",0.2
"672",0.2
"673",0.2
"674",0.2
"675",0.2
"676",0.2
"677",0.2
"678",0.2
"679",0.2
"680",0.2
"681",0.2
"682",0.2
"683",0.2
"684",0.2
"685",0.2
"686",0.2
"687",0.2
"688",0.2
"689",0.2
"690",0.2
"691",0.2
"692",0.2
"693",0.2
"694",0.2
"695",0.2
"696",0.2
"697",0.2
"698",0.2
"699",0.2
"700",0.2
"701",0.2
"702",0.2
"703",0.2
"704",0.2
"705",0.2
"706",0.2
"707",0.2
"708",0.2
"709",0.2
"710",0.2
"711",0.2
"712",0.2
"713",0.2
"714",0.2
"715",0.2
"716",0.2
"717",0.2
"718",0.2
"719",0.2
"720",0.2
"721",0.2
"722",0.2
"723",0.2
"724",0.2
"725",0.2
"726",0.2
"727",0.13
"728",0.13
"729",0.13
"730",0.13
"731",0.13
"732",0.13
"733",0.13
"734",0.13
"735",0.13
"736",0.13
"737",0.13
"738",0.13
"739",0.13
"740",0.13
"741",0.13
"742",0.13
"743",0.13
"744",0.13
"745",0.13
"746",0.13
"747",0.13
"748",0.13
"749",0.13
"750",0.13
"751",0.13
"752",0.13
"753",0.13
"754",0.13
"755",0.13
"756",0.13
"757",0.13
"758",0.13
"759",0.13
"760",0.13
"761",0.13
"762",0.13
"763",0.13
"764",0.13
"765",0.13
"766",0.13
"767",0.13
"768",0.13
"769",0.13
"770",0.13
"771",0.13
"772",0.13
"773",0.13
"774",0.13
"775",0.13
"776",0.13
"777",0.13
"778",0.13
"779",0.13
"780",0.13
"781",0.13
"782",0.13
"783",0.13
"784",0.13
"785",0.13
"786",0.13
"787",NA
"788",NA
"789",NA
"790",NA
"791",NA
"792",NA
"793",NA
"794",NA
"795",NA
"796",NA
"797",NA
"798",NA
"799",NA
"800",NA
"801",NA
"802",NA
"803",NA
"804",NA
"805",NA
"806",NA
"807",NA
"808",NA
"809",NA
"810",NA
"811",NA
"812",NA
"813",NA
"814",NA
"815",NA
"816",NA
"817",NA
"818",NA
"819",NA
"820",NA
"821",NA
"822",NA
"823",NA
"824",NA
"825",NA
"826",NA
"827",NA
"828",NA
"829",NA
"830",NA
"831",NA
"832",NA
"833",NA
"834",NA
"835",NA
"836",NA
"837",NA
"838",NA
"839",NA
"840",NA
"841",NA
"842",NA
"843",NA
"844",NA
"845",NA
"846",NA
"847",NA
"848",NA
"849",NA
"850",NA
"851",NA
"852",NA
"853",NA
"854",NA
"855",NA
"856",NA
"857",NA
"858",NA
"859",NA
"860",NA
"861",NA
"862",NA
"863",NA
"864",NA
"865",NA
"866",NA
"867",NA
"868",NA
"869",NA
"870",NA
"871",NA
"872",NA
"873",NA
"874",NA
"875",NA
"876",NA
"877",NA
"878",NA
"879",NA
"880",NA
"881",NA
"882",NA
"883",NA
"884",NA
"885",NA
"886",NA
"887",NA
"888",NA
"889",NA
"890",NA
"891",NA
"892",NA
"893",NA
"894",NA
"895",NA
"896",NA
"897",NA
"898",NA
"899",NA
"900",NA
"901",NA
"902",NA
"903",NA
"904",NA
"905",NA
"906",NA
"907",NA
"908",NA
"909",NA
"910",NA
"911",NA
"912",NA
"913",NA
"914",NA
"915",NA
"916",NA
"917",NA
"918",NA
"919",NA
"920",NA
"921",NA
"922",NA
"923",NA
"924",NA
"925",NA
"926",NA
"927",NA
"928",NA
"929",NA
"930",NA
"931",NA
"932",NA
"933",NA
"934",NA
"935",NA
"936",NA
"937",NA
"938",NA
"939",NA
"940",NA
"941",NA
"942",NA
"943",NA
"944",NA
"945",NA
"946",NA
"947",NA
"948",NA
"949",NA
"950",NA
"951",NA
"952",NA
"953",NA
"954",NA
"955",NA
"956",NA
"957",NA
"958",NA
"959",NA
"960",NA
"961",NA
"962",NA
"963",NA
"964",NA
"965",NA
"966",NA
"967",NA
"968",NA
"969",NA
"970",NA
"971",NA
"972",NA
"973",NA
"974",NA
"975",NA
"976",NA
"977",NA
"978",NA
"979",NA
"980",NA
"981",NA
"982",NA
"983",NA
"984",NA
"985",NA
"986",NA
"987",NA
"988",NA
"989",NA
"990",NA
"991",NA
"992",NA
"993",NA
"994",NA
"995",NA
"996",NA
"997",NA
"998",NA
"999",NA
"1000",NA
"1001",NA
"1002",NA
"1003",NA
"1004",NA
"1005",NA
"1006",NA
"1007",NA
"1008",NA
"1009",NA
"1010",NA
"1011",NA
"1012",NA
"1013",NA
"1014",NA
"1015",NA
"1016",NA
"1017",NA
"1018",NA
"1019",NA
"1020",NA
"1021",NA
"1022",NA
"1023",NA
"1024",NA
"1025",NA
"1026",NA
"1027",NA
"1028",NA
"1029",NA
"1030",NA
"1031",NA
"1032",NA
"1033",NA
"1034",NA
"1035",NA
"1036",NA
"1037",NA
"1038",NA
"1039",NA
"1040",NA
"1041",NA
"1042",NA
"1043",NA
"1044",NA
"1045",NA
"1046",NA
"1047",NA
"1048",NA
"1049",NA
"1050",NA
"1051",NA
"1052",NA
"1053",NA
"1054",NA
"1055",NA
"1056",NA
"1057",NA
"1058",NA
"1059",NA
"1060",NA
"1061",NA
"1062",NA
"1063",NA
"1064",NA
"1065",NA
"1066",NA
"1067",NA
"1068",NA
"1069",NA
"1070",NA
"1071",NA
"1072",NA
"1073",NA
"1074",NA
"1075",NA
"1076",NA
"1077",NA
"1078",NA
"1079",NA
"1080",NA
"1081",NA
"1082",NA
"1083",NA
"1084",NA
"1085",NA
"1086",NA
"1087",NA
"1088",0.16
"1089",0.16
"1090",0.16
"1091",0.16
"1092",0.16
"1093",0.16
"1094",0.16
"1095",0.16
"1096",0.16
"1097",0.16
"1098",0.16
"1099",0.16
"1100",0.16
"1101",0.16
"1102",0.16
"1103",0.16
"1104",0.16
"1105",0.16
"1106",0.16
"1107",0.16
"1108",0.16
"1109",0.16
"1110",0.16
"1111",0.16
"1112",0.16
"1113",0.16
"1114",0.16
"1115",0.16
"1116",0.16
"1117",0.16
"1118",0.16
"1119",0.16
"1120",0.16
"1121",0.16
"1122",0.16
"1123",0.16
"1124",0.16
"1125",0.16
"1126",0.16
"1127",0.16
"1128",0.16
"1129",0.16
"1130",0.16
"1131",0.16
"1132",0.16
"1133",0.16
"1134",0.16
"1135",0.16
"1136",0.16
"1137",0.16
"1138",0.16
"1139",0.16
"1140",0.16
"1141",0.16
"1142",0.16
"1143",0.16
"1144",0.16
"1145",0.16
"1146",0.16
"1147",0.16
"1148",0.24
"1149",0.24
"1150",0.24
"1151",0.24
"1152",0.24
"1153",0.24
"1154",0.24
"1155",0.24
"1156",0.24
"1157",0.24
"1158",0.24
"1159",0.24
"1160",0.24
"1161",0.24
"1162",0.24
"1163",0.24
"1164",0.24
"1165",0.24
"1166",0.24
"1167",0.24
"1168",0.24
"1169",0.24
"1170",0.24
"1171",0.24
"1172",0.24
"1173",0.24
"1174",0.24
"1175",0.24
"1176",0.24
"1177",0.24
"1178",0.24
"1179",0.24
"1180",0.24
"1181",0.24
"1182",0.24
"1183",0.24
"1184",0.24
"1185",0.24
"1186",0.24
"1187",0.24
"1188",0.24
"1189",0.24
"1190",0.24
"1191",0.24
"1192",0.24
"1193",0.24
"1194",0.24
"1195",0.24
"1196",0.24
"1197",0.24
"1198",0.24
"1199",0.24
"1200",0.24
"1201",0.24
"1202",0.24
"1203",0.24
"1204",0.24
"1205",0.24
"1206",0.24
"1207",0.24
"1208",0.25
"1209",0.25
"1210",0.25
"1211",0.25
"1212",0.25
"1213",0.25
"1214",0.25
"1215",0.25
"1216",0.25
"1217",0.25
"1218",0.25
"1219",0.25
"1220",0.25
"1221",0.25
"1222",0.25
"1223",0.25
"1224",0.25
"1225",0.25
"1226",0.25
"1227",0.25
"1228",0.25
"1229",0.25
"1230",0.25
"1231",0.25
"1232",0.25
"1233",0.25
"1234",0.25
"1235",0.25
"1236",0.25
"1237",0.25
"1238",0.25
"1239",0.25
"1240",0.25
"1241",0.25
"1242",0.25
"1243",0.25
"1244",0.25
"1245",0.25
"1246",0.25
"1247",0.25
"1248",0.25
"1249",0.25
"1250",0.25
"1251",0.25
"1252",0.25
"1253",0.25
"1254",0.25
"1255",0.25
"1256",0.25
"1257",0.25
"1258",0.25
"1259",0.25
"1260",0.25
"1261",0.25
"1262",0.25
"1263",0.25
"1264",0.25
"1265",0.25
"1266",0.25
"1267",0.25
"1268",0.29
"1269",0.29
"1270",0.29
"1271",0.29
"1272",0.29
"1273",0.29
"1274",0.29
"1275",0.29
"1276",0.29
"1277",0.29
"1278",0.29
"1279",0.29
"1280",0.29
"1281",0.29
"1282",0.29
"1283",0.29
"1284",0.29
"1285",0.29
"1286",0.29
"1287",0.29
"1288",0.29
"1289",0.29
"1290",0.29
"1291",0.29
"1292",0.29
"1293",0.29
"1294",0.29
"1295",0.29
"1296",0.29
"1297",0.29
"1298",0.29
"1299",0.29
"1300",0.29
"1301",0.29
"1302",0.29
"1303",0.29
"1304",0.29
"1305",0.29
"1306",0.29
"1307",0.29
"1308",0.29
"1309",0.29
"1310",0.29
"1311",0.29
"1312",0.29
"1313",0.29
"1314",0.29
"1315",0.29
"1316",0.29
"1317",0.29
"1318",0.29
"1319",0.29
"1320",0.29
"1321",0.29
"1322",0.29
"1323",0.29
"1324",0.29
"1325",0.29
"1326",0.29
"1327",0.29
"1328",0.33
"1329",0.33
"1330",0.33
"1331",0.33
"1332",0.33
"1333",0.33
"1334",0.33
"1335",0.33
"1336",0.33
"1337",0.33
"1338",0.33
"1339",0.33
"1340",0.33
"1341",0.33
"1342",0.33
"1343",0.33
"1344",0.33
"1345",0.33
"1346",0.33
"1347",0.33
"1348",0.33
"1349",0.33
"1350",0.33
"1351",0.33
"1352",0.33
"1353",0.33
"1354",0.33
"1355",0.33
"1356",0.33
"1357",0.33
"1358",0.33
"1359",0.33
"1360",0.33
"1361",0.33
"1362",0.33
"1363",0.33
"1364",0.33
"1365",0.33
"1366",0.33
"1367",0.33
"1368",0.33
"1369",0.33
"1370",0.33
"1371",0.33
"1372",0.33
"1373",0.33
"1374",0.33
"1375",0.33
"1376",0.33
"1377",0.33
"1378",0.33
"1379",0.33
"1380",0.33
"1381",0.33
"1382",0.33
"1383",0.33
"1384",0.33
"1385",0.33
"1386",0.33
"1387",0.33
"1388",0.19
"1389",0.19
"1390",0.19
"1391",0.19
"1392",0.19
"1393",0.19
"1394",0.19
"1395",0.19
"1396",0.19
"1397",0.19
"1398",0.19
"1399",0.19
"1400",0.19
"1401",0.19
"1402",0.19
"1403",0.19
"1404",0.19
"1405",0.19
"1406",0.19
"1407",0.19
"1408",0.19
"1409",0.19
"1410",0.19
"1411",0.19
"1412",0.19
"1413",0.19
"1414",0.19
"1415",0.19
"1416",0.19
"1417",0.19
"1418",0.19
"1419",0.19
"1420",0.19
"1421",0.19
"1422",0.19
"1423",0.19
"1424",0.19
"1425",0.19
"1426",0.19
"1427",0.19
"1428",0.19
"1429",0.19
"1430",0.19
"1431",0.19
"1432",0.19
"1433",0.19
"1434",0.19
"1435",0.19
"1436",0.19
"1437",0.19
"1438",0.19
"1439",0.19
"1440",0.19
"1441",0.19
"1442",0.19
"1443",0.19
"1444",0.19
"1445",0.19
"1446",0.19
"1447",0.19
"1448",0.19
"1449",0.19
"1450",0.19
"1451",0.19
"1452",0.19
"1453",0.18
"1454",0.18
"1455",0.18
"1456",0.18
"1457",0.18
"1458",0.18
"1459",0.18
"1460",0.18
"1461",0.18
"1462",0.18
"1463",0.18
"1464",0.18
"1465",0.18
"1466",0.18
"1467",0.18
"1468",0.18
"1469",0.18
"1470",0.18
"1471",0.18
"1472",0.18
"1473",0.18
"1474",0.18
"1475",0.18
"1476",0.18
"1477",0.18
"1478",0.18
"1479",0.18
"1480",0.18
"1481",0.18
"1482",0.18
"1483",0.18
"1484",0.18
"1485",0.18
"1486",0.18
"1487",0.18
"1488",0.18
"1489",0.18
"1490",0.18
"1491",0.18
"1492",0.18
"1493",0.18
"1494",0.18
"1495",0.18
"1496",0.18
"1497",0.18
"1498",0.18
"1499",0.18
"1500",0.18
"1501",0.18
"1502",0.18
"1503",0.18
"1504",0.18
"1505",0.18
"1506",0.18
"1507",0.18
"1508",0.18
"1509",0.18
"1510",0.18
"1511",0.18
"1512",0.18
"1513",0.18
"1514",0.18
"1515",0.24
"1516",0.24
"1517",0.24
"1518",0.24
"1519",0.24
"1520",0.24
"1521",0.24
"1522",0.24
"1523",0.24
"1524",0.24
"1525",0.24
"1526",0.24
"1527",0.24
"1528",0.24
"1529",0.24
"1530",0.24
"1531",0.24
"1532",0.24
"1533",0.24
"1534",0.24
"1535",0.24
"1536",0.24
"1537",0.24
"1538",0.24
"1539",0.24
"1540",0.24
"1541",0.24
"1542",0.24
"1543",0.24
"1544",0.24
"1545",0.24
"1546",0.24
"1547",0.24
"1548",0.24
"1549",0.24
"1550",0.24
"1551",0.24
"1552",0.24
"1553",0.24
"1554",0.24
"1555",0.24
"1556",0.24
"1557",0.24
"1558",0.24
"1559",0.24
"1560",0.24
"1561",0.24
"1562",0.24
"1563",0.24
"1564",0.24
"1565",0.24
"1566",0.24
"1567",0.24
"1568",0.24
"1569",0.24
"1570",0.24
"1571",0.24
"1572",0.24
"1573",0.24
"1574",0.24
"1575",0.24
"1576",0.23
"1577",0.23
"1578",0.23
"1579",0.23
"1580",0.23
"1581",0.23
"1582",0.23
"1583",0.23
"1584",0.23
"1585",0.23
"1586",0.23
"1587",0.23
"1588",0.23
"1589",0.23
"1590",0.23
"1591",0.23
"1592",0.23
"1593",0.23
"1594",0.23
"1595",0.23
"1596",0.23
"1597",0.23
"1598",0.23
"1599",0.23
"1600",0.23
"1601",0.23
"1602",0.23
"1603",0.23
"1604",0.23
"1605",0.23
"1606",0.23
"1607",0.23
"1608",0.23
"1609",0.23
"1610",0.23
"1611",0.23
"1612",0.23
"1613",0.23
"1614",0.23
"1615",0.23
"1616",0.23
"1617",0.23
"1618",0.23
"1619",0.23
"1620",0.23
"1621",0.23
"1622",0.23
"1623",0.23
"1624",0.23
"1625",0.23
"1626",0.23
"1627",0.23
"1628",0.23
"1629",0.23
"1630",0.23
"1631",0.23
"1632",0.23
"1633",0.23
"1634",0.23
"1635",0.23
"1636",0.23
"1637",0.23
"1638",0.24
"1639",0.24
"1640",0.24
"1641",0.24
"1642",0.24
"1643",0.24
"1644",0.24
"1645",0.24
"1646",0.24
"1647",0.24
"1648",0.24
"1649",0.24
"1650",0.24
"1651",0.24
"1652",0.24
"1653",0.24
"1654",0.24
"1655",0.24
"1656",0.24
"1657",0.24
"1658",0.24
"1659",0.24
"1660",0.24
"1661",0.24
"1662",0.24
"1663",0.24
"1664",0.24
"1665",0.24
"1666",0.24
"1667",0.24
"1668",0.24
"1669",0.24
"1670",0.24
"1671",0.24
"1672",0.24
"1673",0.24
"1674",0.24
"1675",0.24
"1676",0.24
"1677",0.24
"1678",0.24
"1679",0.24
"1680",0.24
"1681",0.24
"1682",0.24
"1683",0.24
"1684",0.24
"1685",0.24
"1686",0.24
"1687",0.24
"1688",0.24
"1689",0.24
"1690",0.24
"1691",0.24
"1692",0.24
"1693",0.24
"1694",0.24
"1695",0.24
"1696",0.24
"1697",0.24
"1698",0.14
"1699",0.14
"1700",0.14
"1701",0.14
"1702",0.14
"1703",0.14
"1704",0.14
"1705",0.14
"1706",0.14
"1707",0.14
"1708",0.14
"1709",0.14
"1710",0.14
"1711",0.14
"1712",0.14
"1713",0.14
"1714",0.14
"1715",0.14
"1716",0.14
"1717",0.14
"1718",0.14
"1719",0.14
"1720",0.14
"1721",0.14
"1722",0.14
"1723",0.14
"1724",0.14
"1725",0.14
"1726",0.14
"1727",0.14
"1728",0.14
"1729",0.14
"1730",0.14
"1731",0.14
"1732",0.14
"1733",0.14
"1734",0.14
"1735",0.14
"1736",0.14
"1737",0.14
"1738",0.14
"1739",0.14
"1740",0.14
"1741",0.14
"1742",0.14
"1743",0.14
"1744",0.14
"1745",0.14
"1746",0.14
"1747",0.14
"1748",0.14
"1749",0.14
"1750",0.14
"1751",0.14
"1752",0.14
"1753",0.14
"1754",0.14
"1755",0.14
"1756",0.14
"1757",0.14
"1758",0.14
"1759",0.21
"1760",0.21
"1761",0.21
"1762",0.21
"1763",0.21
"1764",0.21
"1765",0.21
"1766",0.21
"1767",0.21
"1768",0.21
"1769",0.21
"1770",0.21
"1771",0.21
"1772",0.21
"1773",0.21
"1774",0.21
"1775",0.21
"1776",0.21
"1777",0.21
"1778",0.21
"1779",0.21
"1780",0.21
"1781",0.21
"1782",0.21
"1783",0.21
"1784",0.21
"1785",0.21
"1786",0.21
"1787",0.21
"1788",0.21
"1789",0.21
"1790",0.21
"1791",0.21
"1792",0.21
"1793",0.21
"1794",0.21
"1795",0.21
"1796",0.21
"1797",0.21
"1798",0.21
"1799",0.21
"1800",0.21
"1801",0.21
"1802",0.21
"1803",0.21
"1804",0.21
"1805",0.21
"1806",0.21
"1807",0.21
"1808",0.21
"1809",0.21
"1810",0.21
"1811",0.21
"1812",0.21
"1813",0.21
"1814",0.21
"1815",0.21
"1816",0.21
"1817",0.21
"1818",0.21
"1819",0.21
"1820",0.21
"1821",0.21
"1822",0.21
"1823",0.23
"1824",0.23
"1825",0.23
"1826",0.23
"1827",0.23
"1828",0.23
"1829",0.23
"1830",0.23
"1831",0.23
"1832",0.23
"1833",0.23
"1834",0.23
"1835",0.23
"1836",0.23
"1837",0.23
"1838",0.23
"1839",0.23
"1840",0.23
"1841",0.23
"1842",0.23
"1843",0.23
"1844",0.23
"1845",0.23
"1846",0.23
"1847",0.23
"1848",0.23
"1849",0.23
"1850",0.23
"1851",0.23
"1852",0.23
"1853",0.23
"1854",0.23
"1855",0.23
"1856",0.23
"1857",0.23
"1858",0.23
"1859",0.23
"1860",0.23
"1861",0.23
"1862",0.23
"1863",0.23
"1864",0.23
"1865",0.23
"1866",0.23
"1867",0.23
"1868",0.23
"1869",0.23
"1870",0.23
"1871",0.23
"1872",0.23
"1873",0.23
"1874",0.23
"1875",0.23
"1876",0.23
"1877",0.23
"1878",0.23
"1879",0.23
"1880",0.23
"1881",0.23
"1882",0.23
"1883",0.23
"1884",0.23
"1885",0.23
"1886",0.23
"1887",0.23
"1888",0.23
"1889",0.23
"1890",0.23
"1891",0.23
"1892",0.23
"1893",0.23
"1894",0.23
"1895",0.23
"1896",0.23
"1897",0.23
"1898",0.23
"1899",0.23
"1900",0.23
"1901",0.23
"1902",0.23
"1903",0.23
"1904",0.23
"1905",0.23
"1906",0.23
"1907",0.23
"1908",0.23
"1909",0.23
"1910",0.23
"1911",0.23
"1912",0.23
"1913",0.23
"1914",0.23
"1915",0.23
"1916",0.23
"1917",0.23
"1918",0.23
