"sampledate","Genus","CellBioVol","daynum","year"
1999-07-01,"Cryptomonad",4099.9434,182,1999
1999-07-01,"Naked Dinoflagellate",21010.62011,182,1999
1999-07-01,"Armored Dinoflagellate",6124.042189,182,1999
1999-07-01,"Cocconeis",2594.916263,182,1999
1999-07-01,"Dinobryon",11374.957,182,1999
1999-07-01,"Fragilaria",1396.31312,182,1999
1999-07-01,"Cf. Planktolyngabia",3455.751919,182,1999
1999-07-01,"Elakatothrix",449.386357,182,1999
1999-07-01,"Cyanobacteria",2443.54796,182,1999
1999-07-01,"Flagellated Green",610.88699,182,1999
1999-07-01,"TotalBiovolume",74952.73654,182,1999
1999-08-23,"Tabellaria",4311.835917,235,1999
1999-08-23,"Aulacoseira",9049.825498,235,1999
1999-08-23,"Lindavia",177.6910954,235,1999
1999-08-23,"Stephanodiscus",154.4537325,235,1999
1999-08-23,"Asterionella",1091.1735,235,1999
1999-08-23,"Cryptomonad",5857.062,235,1999
1999-08-23,"Naked Dinoflagellate",7003.540037,235,1999
1999-08-23,"Armored Dinoflagellate",2624.589509,235,1999
1999-08-23,"Lindavia",5994.158782,235,1999
1999-08-23,"Cf. Planktolyngabia",942.4777962,235,1999
1999-08-23,"Elakatothrix",628.621378,235,1999
1999-08-23,"Cyanobacteria",1745.3914,235,1999
1999-08-23,"Encyonema",47.63282781,235,1999
1999-08-23,"Placoneis",910.8753375,235,1999
1999-08-23,"Navicula",186.6048309,235,1999
1999-08-23,"Asterocapsa",3879.43376,235,1999
1999-08-23,"Pseudostaurosira",24.6745923,235,1999
1999-08-23,"Cf. Komvophoron / Trichormus",39.123414,235,1999
1999-08-23,"Planothidium",126.6690158,235,1999
1999-08-23,"Stauroforma",321.6205479,235,1999
1999-08-23,"Stephanodiscus",154.4537325,235,1999
1999-08-23,"Euglena",7392.788,235,1999
1999-08-23,"Cocconeis",2442.27413,235,1999
1999-08-23,"Fragilaria",3422.705,235,1999
1999-08-23,"Cf. Coelosphaerium",41.002878,235,1999
1999-08-23,"TotalBiovolume",58570.67871,235,1999
1999-11-10,"Stephanodiscus",154.4537325,314,1999
1999-11-10,NA,3090.712078,314,1999
1999-11-10,"Achnanthidium",48.55233271,314,1999
1999-11-10,"Peanut",764.8659,314,1999
1999-11-10,"Cryptomonad",4295.1788,314,1999
1999-11-10,"Armored Dinoflagellate",2624.589509,314,1999
1999-11-10,"Lindavia",791.6813485,314,1999
1999-11-10,"Cocconeis",305.2842662,314,1999
1999-11-10,"Fragilaria",2800.395,314,1999
1999-11-10,"Segmented Green",14517.4116,314,1999
1999-11-10,"TotalBiovolume",29393.12457,314,1999
2000-02-22,NA,1545.356039,53,2000
2000-02-22,"Stephanodiscus",154.4537325,53,2000
2000-02-22,"Cryptomonad",1757.1186,53,2000
2000-02-22,"Naked Dinoflagellate",7003.540037,53,2000
2000-02-22,"Armored Dinoflagellate",4374.315849,53,2000
2000-02-22,"Cocconeis",1984.34773,53,2000
2000-02-22,"Flagellated Green",872.6957,53,2000
2000-02-22,"Segmented Green",1543.5179,53,2000
2000-02-22,"TotalBiovolume",19235.34559,53,2000
2000-04-06,"Tetraedron victoriae",188.9888,97,2000
2000-04-06,"Sellaphora",240,97,2000
2000-04-06,"Asterocapsa",3879.43376,97,2000
2000-04-06,"Stephanodiscus",154.4537325,97,2000
2000-04-06,"Cryptomonad",9371.2992,97,2000
2000-04-06,"Naked Dinoflagellate",35017.70019,97,2000
2000-04-06,"Armored Dinoflagellate",10498.35804,97,2000
2000-04-06,"Lindavia",113.0973355,97,2000
2000-04-06,"Euglena",29571.152,97,2000
2000-04-06,"Cocconeis",610.5685324,97,2000
2000-04-06,"Dinobryon",14477.218,97,2000
2000-04-06,"Fragilaria",4045.015,97,2000
2000-04-06,"Elakatothrix",2.597609,97,2000
2000-04-06,"Cyanobacteria",872.6957,97,2000
2000-04-06,"Flagellated Green",1047.23484,97,2000
2000-04-06,"Asterionella",14185.25549,97,2000
2000-04-06,"Segmented Green",4255.1034,97,2000
2000-04-06,"Peanut",84.9851,97,2000
2000-04-06,"Cf. Coelosphaerium",27.335252,97,2000
2000-04-06,"TotalBiovolume",128642.492,97,2000
2000-05-30,"Stauroforma",107.2068493,151,2000
2000-05-30,"Placoneis",1821.750675,151,2000
2000-05-30,"Cryptomonad",4295.1788,151,2000
2000-05-30,"Naked Dinoflagellate",35017.70019,151,2000
2000-05-30,"Armored Dinoflagellate",3499.452679,151,2000
2000-05-30,"Lindavia",113.0973355,151,2000
2000-05-30,"Cocconeis",610.5685324,151,2000
2000-05-30,"Dinobryon",240942.271,151,2000
2000-05-30,"Fragilaria",3733.86,151,2000
2000-05-30,"Cf. Planktolyngabia",314.1592654,151,2000
2000-05-30,"Cyanobacteria",610.88699,151,2000
2000-05-30,"Flagellated Green",349.07828,151,2000
2000-05-30,"Asterionella",11457.32175,151,2000
2000-05-30,"Segmented Green",667.4672,151,2000
2000-05-30,"Peanut",3059.4636,151,2000
2000-05-30,"TotalBiovolume",306599.4631,151,2000
2000-07-26,"Stauroforma",3752.239726,208,2000
2000-07-26,"Gomphoneis",1721.859,208,2000
2000-07-26,"Microcystis",123.1018514,208,2000
2000-07-26,"Cryptomonad",4880.885,208,2000
2000-07-26,"Naked Dinoflagellate",42021.24022,208,2000
2000-07-26,"Lindavia",6672.742795,208,2000
2000-07-26,"Dinobryon",9306.783,208,2000
2000-07-26,"Fragilaria",7156.565,208,2000
2000-07-26,"Cf. Planktolyngabia",628.3185308,208,2000
2000-07-26,"Elakatothrix",72.733052,208,2000
2000-07-26,"Flagellated Green",261.80871,208,2000
2000-07-26,"Segmented Green",500.6004,208,2000
2000-07-26,"Peanut",679.8808,208,2000
2000-07-26,NA,0,208,2000
2000-07-26,"TotalBiovolume",77778.75809,208,2000
2000-08-21,"Mallomonas",43.2,234,2000
2000-08-21,"Stauroforma",643.2410958,234,2000
2000-08-21,"Cf. Coelosphaerium",62.480576,234,2000
2000-08-21,"Flagellated Green",610.88699,234,2000
2000-08-21,"Gloeocapsa",333.7336,234,2000
2000-08-21,"Asterocapsa",3879.43376,234,2000
2000-08-21,"Pseudostaurosira",24.6745923,234,2000
2000-08-21,"Aulacoseira",624.1258964,234,2000
2000-08-21,"Limnothrix",16.928313,234,2000
2000-08-21,"Cryptomonad",5466.5912,234,2000
2000-08-21,"Naked Dinoflagellate",21010.62011,234,2000
2000-08-21,"Armored Dinoflagellate",874.8631698,234,2000
2000-08-21,"Lindavia",4184.601414,234,2000
2000-08-21,"Dinobryon",29988.523,234,2000
2000-08-21,"Fragilaria",1244.62,234,2000
2000-08-21,"Elakatothrix",12.988045,234,2000
2000-08-21,"Cyanobacteria",2530.81753,234,2000
2000-08-21,"Asterionella",1091.1735,234,2000
2000-08-21,"Segmented Green",3045.3191,234,2000
2000-08-21,"Peanut",594.8957,234,2000
2000-08-21,NA,0,234,2000
2000-08-21,"Cocconeis",305.2842662,234,2000
2000-08-21,"TotalBiovolume",76589.00186,234,2000
2000-11-16,NA,0,321,2000
2000-11-16,"Aulacoseira",312.0629482,321,2000
2000-11-16,"Cyclostephanos",950.7757895,321,2000
2000-11-16,"Cryptomonad",6442.7682,321,2000
2000-11-16,"Naked Dinoflagellate",7003.540037,321,2000
2000-11-16,"Lindavia",58942.959,321,2000
2000-11-16,"Dinobryon",5600.79,321,2000
2000-11-16,"Fragilaria",311.155,321,2000
2000-11-16,"Cf. Planktolyngabia",314.1592654,321,2000
2000-11-16,"Elakatothrix",2.597609,321,2000
2000-11-16,"Cyanobacteria",698.15656,321,2000
2000-11-16,"Flagellated Green",1396.31312,321,2000
2000-11-16,"Asterionella",6001.454248,321,2000
2000-11-16,"Segmented Green",2503.002,321,2000
2000-11-16,"Peanut",5269.0762,321,2000
2000-11-16,"TotalBiovolume",95748.80998,321,2000
2001-02-28,"Microcystis",227.2649565,59,2001
2001-02-28,"Cryptomonad",1561.8832,59,2001
2001-02-28,"Euglena",7392.788,59,2001
2001-02-28,"Cocconeis",152.6421331,59,2001
2001-02-28,"Asterionella",3819.107249,59,2001
2001-02-28,"Segmented Green",375.4503,59,2001
2001-02-28,"Peanut",7733.6441,59,2001
2001-02-28,"TotalBiovolume",21262.77994,59,2001
2001-04-30,NA,0,120,2001
2001-04-30,"Navicula",373.2096618,120,2001
2001-04-30,"Microcystis",22.0952041,120,2001
2001-04-30,"Cryptomonad",9371.2992,120,2001
2001-04-30,"Naked Dinoflagellate",14007.08007,120,2001
2001-04-30,"Cocconeis",457.9263993,120,2001
2001-04-30,"Dinobryon",2068.174,120,2001
2001-04-30,"Fragilaria",311.155,120,2001
2001-04-30,"Flagellated Green",87.26957,120,2001
2001-04-30,"Segmented Green",1626.9513,120,2001
2001-04-30,"Peanut",84.9851,120,2001
2001-04-30,"TotalBiovolume",28410.14551,120,2001
2001-05-29,"Tabellaria",862.3671834,149,2001
2001-05-29,"Mallomonas",21656.63197,149,2001
2001-05-29,"Peanut",12152.8693,149,2001
2001-05-29,"Cryptomonad",976.177,149,2001
2001-05-29,"Armored Dinoflagellate",874.8631698,149,2001
2001-05-29,"Dinobryon",2068.174,149,2001
2001-05-29,"Fragilaria",2178.085,149,2001
2001-05-29,"Flagellated Green",174.53914,149,2001
2001-05-29,"Segmented Green",292.0169,149,2001
2001-05-29,"TotalBiovolume",41235.72366,149,2001
2001-06-26,"Tabellaria",431.1835917,177,2001
2001-06-26,"Asterocapsa",7758.86752,177,2001
2001-06-26,"Synura",24,177,2001
2001-06-26,"Nitzschia",51.1875,177,2001
2001-06-26,"Cryptomonad",1757.1186,177,2001
2001-06-26,"Cyclotella",791.6813485,177,2001
2001-06-26,"Dinobryon",108579.135,177,2001
2001-06-26,"Fragilaria",3422.705,177,2001
2001-06-26,"Cyanobacteria",436.34785,177,2001
2001-06-26,"Flagellated Green",87.26957,177,2001
2001-06-26,"Segmented Green",417.167,177,2001
2001-06-26,"Peanut",10538.1524,177,2001
2001-06-26,"Mallomonas",696,177,2001
2001-06-26,"TotalBiovolume",134990.8154,177,2001
2001-07-24,"Limnothrix",73.356023,205,2001
2001-07-24,"Cryptomonad",1366.6478,205,2001
2001-07-24,"Euglena",14785.576,205,2001
2001-07-24,"Fragilaria",1244.62,205,2001
2001-07-24,"Flagellated Green",87.26957,205,2001
2001-07-24,"Segmented Green",83.4334,205,2001
2001-07-24,"Peanut",4504.2103,205,2001
2001-07-24,"TotalBiovolume",22145.11309,205,2001
2001-08-20,"Limnothrix",287.781321,232,2001
2001-08-20,"Microcystis",249.3601606,232,2001
2001-08-20,"Cryptomonad",1561.8832,232,2001
2001-08-20,"Naked Dinoflagellate",14007.08007,232,2001
2001-08-20,"Armored Dinoflagellate",874.8631698,232,2001
2001-08-20,"Lindavia",1130.973355,232,2001
2001-08-20,"Euglena",7392.788,232,2001
2001-08-20,"Cocconeis",763.2106655,232,2001
2001-08-20,"Asterionella",1091.1735,232,2001
2001-08-20,"Segmented Green",417.167,232,2001
2001-08-20,"Peanut",1529.7318,232,2001
2001-08-20,"TotalBiovolume",29306.01225,232,2001
2001-11-15,"Tabellaria",4743.019509,319,2001
2001-11-15,"Stephanodiscus",1235.62986,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,"Aulacoseira",21220.28048,319,2001
2001-11-15,"Aulacoseira",55235.14183,319,2001
2001-11-15,"Fragilaria",1555.775,319,2001
2001-11-15,"Fragilaria",14935.44,319,2001
2001-11-15,NA,1545.356039,319,2001
2001-11-15,"Navicula",1119.628985,319,2001
2001-11-15,"Nitzschia",204.75,319,2001
2001-11-15,"Aulacoseira",4056.818327,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,"Lindavia",1244.070691,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,"Lindavia",266.5366431,319,2001
2001-11-15,"Discostella",350.7702735,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,"Encyonema",47.63282781,319,2001
2001-11-15,"Placoneis",910.8753375,319,2001
2001-11-15,"Gomphoneis",5165.577,319,2001
2001-11-15,NA,0,319,2001
2001-11-15,"Limnothrix",90.284336,319,2001
2001-11-15,"Cryptomonad",195.2354,319,2001
2001-11-15,"Armored Dinoflagellate",874.8631698,319,2001
2001-11-15,"Euglena",7392.788,319,2001
2001-11-15,"Dinobryon",6204.522,319,2001
2001-11-15,"Cyanobacteria",174.53914,319,2001
2001-11-15,"Asterionella",5455.867498,319,2001
2001-11-15,"Segmented Green",41.7167,319,2001
2001-11-15,"Peanut",5524.0315,319,2001
2001-11-15,"Mallomonas",96,319,2001
2001-11-15,"TotalBiovolume",198499.175,319,2001
2002-02-28,"Lindavia",339.2920065,59,2002
2002-02-28,"Tabellaria",1293.550775,59,2002
2002-02-28,NA,0,59,2002
2002-02-28,"Nitzschia",51.1875,59,2002
2002-02-28,"Lindavia",88.8455477,59,2002
2002-02-28,"Limnothrix",28.213855,59,2002
2002-02-28,"Cryptomonad",4880.885,59,2002
2002-02-28,"Armored Dinoflagellate",874.8631698,59,2002
2002-02-28,"Lindavia",8595.397498,59,2002
2002-02-28,"Cocconeis",5953.043191,59,2002
2002-02-28,"Dinobryon",12409.044,59,2002
2002-02-28,"Fragilaria",2489.24,59,2002
2002-02-28,"Flagellated Green",174.53914,59,2002
2002-02-28,"Asterionella",12548.49525,59,2002
2002-02-28,"Peanut",1614.7169,59,2002
2002-02-28,"Mallomonas",24,59,2002
2002-02-28,"Aulacoseira",1560.314741,59,2002
2002-02-28,"TotalBiovolume",52925.62857,59,2002
2002-04-23,"Cf. Planktolyngabia",314.1592654,113,2002
2002-04-23,"Lindavia",904.778684,113,2002
2002-04-23,"Stephanodiscus",1698.991058,113,2002
2002-04-23,"Nitzschia",51.1875,113,2002
2002-04-23,"Discostella",15784.66231,113,2002
2002-04-23,NA,0,113,2002
2002-04-23,"Cf. Planktolyngabia",628.3185308,113,2002
2002-04-23,"Cyclotella",113.0973355,113,2002
2002-04-23,"Limnothrix",84.641565,113,2002
2002-04-23,"Cryptomonad",17766.4214,113,2002
2002-04-23,"Naked Dinoflagellate",35017.70019,113,2002
2002-04-23,"Armored Dinoflagellate",10498.35804,113,2002
2002-04-23,"Lindavia",3279.82273,113,2002
2002-04-23,"Cocconeis",610.5685324,113,2002
2002-04-23,"Dinobryon",8272.696,113,2002
2002-04-23,"Fragilaria",29870.88,113,2002
2002-04-23,"Flagellated Green",436.34785,113,2002
2002-04-23,"Asterionella",545.5867498,113,2002
2002-04-23,"Segmented Green",417.167,113,2002
2002-04-23,"Peanut",594.8957,113,2002
2002-04-23,NA,63.12915458,113,2002
2002-04-23,"Mallomonas",312,113,2002
2002-04-23,"Aulacoseira",624.1258964,113,2002
2002-04-23,"TotalBiovolume",127889.5355,113,2002
2002-06-19,"Stephanodiscus",463.3611975,170,2002
2002-06-19,NA,0,170,2002
2002-06-19,"Asterocapsa",3879.43376,170,2002
2002-06-19,"Tabellaria",431.1835917,170,2002
2002-06-19,"Cf. Komvophoron / Trichormus",117.370242,170,2002
2002-06-19,NA,0,170,2002
2002-06-19,"Cf. Planktolyngabia",628.3185308,170,2002
2002-06-19,"Anabaena",1500,170,2002
2002-06-19,"Nitzschia",51.1875,170,2002
2002-06-19,"Cryptomonad",10737.947,170,2002
2002-06-19,"Naked Dinoflagellate",28014.16015,170,2002
2002-06-19,"Armored Dinoflagellate",874.8631698,170,2002
2002-06-19,"Lindavia",2035.752039,170,2002
2002-06-19,"Cocconeis",4121.337594,170,2002
2002-06-19,"Dinobryon",2068.174,170,2002
2002-06-19,"Fragilaria",33915.895,170,2002
2002-06-19,"Discostella",10523.10821,170,2002
2002-06-19,"Cyanobacteria",2879.89581,170,2002
2002-06-19,"Flagellated Green",698.15656,170,2002
2002-06-19,"Asterionella",545.5867498,170,2002
2002-06-19,"Segmented Green",1334.9344,170,2002
2002-06-19,"Peanut",169.9702,170,2002
2002-06-19,"Lindavia",1922.654704,170,2002
2002-06-19,"Mallomonas",504,170,2002
2002-06-19,"Aulacoseira",5305.070119,170,2002
2002-06-19,"Chroococcus",1320,170,2002
2002-06-19,"TotalBiovolume",114042.3605,170,2002
2002-07-17,"Cyanobacteria",3578.05237,198,2002
2002-07-17,"Stephanodiscus",154.4537325,198,2002
2002-07-17,"Cf. Planktolyngabia",628.3185308,198,2002
2002-07-17,"Tabellaria",862.3671834,198,2002
2002-07-17,"Chroococcus",2200,198,2002
2002-07-17,NA,1545.356039,198,2002
