year,daynum,sampledate,chlor,avsnow,totice,whiteice,blueice,perwhiteice,perblueice,light,Genus,CellBioVol,ice.pres
1999,182,7/1/99,0.9,0,0,0,0,0,0,1354.3,Dinobryon,11374.96,0
1999,182,7/1/99,0.9,0,0,0,0,0,0,1354.3,Fragilaria,1396.313,0
1999,182,7/1/99,0.9,0,0,0,0,0,0,1354.3,Cf. Planktolyngabia,3455.752,0
1999,182,7/1/99,0.9,0,0,0,0,0,0,1354.3,Elakatothrix,449.3864,0
1999,182,7/1/99,0.9,0,0,0,0,0,0,1354.3,Cyanobacteria,2443.548,0
1999,182,7/1/99,0.9,0,0,0,0,0,0,1354.3,Flagellated Green,610.887,0
,,,,,,,,,,,,,
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Tabellaria,4311.836,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Aulacoseira,9049.825,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Lindavia,177.6911,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Stephanodiscus,154.4537,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Asterionella,1091.174,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Cryptomonad,5857.062,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Naked Dinoflagellate,7003.54,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Armored Dinoflagellate,2624.59,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Lindavia,5994.159,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Cf. Planktolyngabia,942.4778,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Elakatothrix,628.6214,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Cyanobacteria,1745.391,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Encyonema,47.63283,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Placoneis,910.8753,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Navicula,186.6048,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Asterocapsa,3879.434,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Pseudostaurosira,24.67459,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Cf. Komvophoron / Trichormus,39.12341,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Planothidium,126.669,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Stauroforma,321.6205,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Stephanodiscus,154.4537,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Euglena,7392.788,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Cocconeis,2442.274,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Fragilaria,3422.705,0
1999,235,8/23/99,1.7,0,0,0,0,0,0,274.56,Cf. Coelosphaerium,41.00288,0
,,,,,,,,,,,,,
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Stephanodiscus,154.4537,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,NA,3090.712,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Achnanthidium,48.55233,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Peanut,764.8659,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Cryptomonad,4295.179,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Armored Dinoflagellate,2624.59,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Lindavia,791.6813,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Cocconeis,305.2843,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Fragilaria,2800.395,0
1999,314,11/10/99,15.2,0,0,0,0,0,0,30.19,Segmented Green,14517.41,0
,,,,,,,,,,,,,
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,NA,1545.356,1
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,Stephanodiscus,154.4537,1
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,Cryptomonad,1757.119,1
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,Naked Dinoflagellate,7003.54,1
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,Armored Dinoflagellate,4374.316,1
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,Cocconeis,1984.348,1
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,Flagellated Green,872.6957,1
2000,53,2/22/00,4.3,27.6,36,2,34,5.555556,94.44444,2.65,Segmented Green,1543.518,1
,,,,,,,,,,,,,
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Tetraedron victoriae,188.9888,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Sellaphora,240,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Asterocapsa,3879.434,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Stephanodiscus,154.4537,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Cryptomonad,9371.299,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Naked Dinoflagellate,35017.7,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Armored Dinoflagellate,10498.36,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Lindavia,113.0973,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Euglena,29571.15,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Cocconeis,610.5685,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Dinobryon,14477.22,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Fragilaria,4045.015,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Elakatothrix,2.597609,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Cyanobacteria,872.6957,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Flagellated Green,1047.235,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Asterionella,14185.26,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Segmented Green,4255.103,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Peanut,84.9851,0
2000,97,4/6/00,10.9,0,0,0,0,0,0,281.7,Cf. Coelosphaerium,27.33525,0
,,,,,,,,,,,,,
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Stauroforma,107.2068,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Placoneis,1821.751,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Cryptomonad,4295.179,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Naked Dinoflagellate,35017.7,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Armored Dinoflagellate,3499.453,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Lindavia,113.0973,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Cocconeis,610.5685,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Dinobryon,240942.3,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Fragilaria,3733.86,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Cf. Planktolyngabia,314.1593,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Cyanobacteria,610.887,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Flagellated Green,349.0783,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Asterionella,11457.32,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Segmented Green,667.4672,0
2000,151,5/30/00,0.7,0,0,0,0,0,0,152.4,Peanut,3059.464,0
,,,,,,,,,,,,,
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Stauroforma,3752.24,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Gomphoneis,1721.859,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Microcystis,123.1019,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Cryptomonad,4880.885,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Naked Dinoflagellate,42021.24,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Lindavia,6672.743,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Dinobryon,9306.783,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Fragilaria,7156.565,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Cf. Planktolyngabia,628.3185,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Elakatothrix,72.73305,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Flagellated Green,261.8087,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Segmented Green,500.6004,0
2000,208,7/26/00,1.8,0,0,0,0,0,0,249.3,Peanut,679.8808,0
,,,,,,,,,,,,,
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Aulacoseira,312.0629,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Cyclostephanos,950.7758,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Cryptomonad,6442.768,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Naked Dinoflagellate,7003.54,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Lindavia,58942.96,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Dinobryon,5600.79,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Fragilaria,311.155,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Cf. Planktolyngabia,314.1593,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Elakatothrix,2.597609,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Cyanobacteria,698.1566,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Flagellated Green,1396.313,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Asterionella,6001.454,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Segmented Green,2503.002,0
2000,321,11/16/00,6,0,0,0,0,0,0,123.5,Peanut,5269.076,0
,,,,,,,,,,,,,
2001,59,2/28/01,1.9,15.7,44,23,21,52.27273,47.72727,5.93,Microcystis,227.265,1
2001,59,2/28/01,1.9,15.7,44,23,21,52.27273,47.72727,5.93,Cryptomonad,1561.883,1
2001,59,2/28/01,1.9,15.7,44,23,21,52.27273,47.72727,5.93,Euglena,7392.788,1
