lakeid,year4,sampledate,depth,chlor,division,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,Season
SP,2010,8/3/10,3,0.8,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085,1
SP,2010,8/3/10,5,1.8,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085,1
SP,2010,8/3/10,8,2.2,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085,1
SP,2010,8/3/10,10,2.35,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085,1
SP,2010,8/3/10,12,8.3,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085,1
SP,2010,8/3/10,15,3.9,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085,1
SP,2010,8/3/10,18,18.5,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085,1
SP,2010,8/17/10,0,2.2,,,,,,,
SP,2010,8/17/10,3,1.2,,,,,,,
SP,2010,8/17/10,5,2,,,,,,,
SP,2010,8/17/10,8,4.35,,,,,,,
SP,2010,8/17/10,10,3.1,,,,,,,
SP,2010,8/17/10,12,12,,,,,,,
SP,2010,8/17/10,15,15.4,,,,,,,
SP,2010,8/17/10,18,22.5,,,,,,,
SP,2010,9/1/10,0,2.6,,,,,,,
SP,2010,9/1/10,3,1.4,,,,,,,
SP,2010,9/1/10,5,2.2,,,,,,,
SP,2010,9/1/10,8,1.4,,,,,,,
SP,2010,9/1/10,10,3.6,,,,,,,
SP,2010,9/1/10,12,3.3,,,,,,,
SP,2010,9/1/10,15,19.6,,,,,,,
SP,2010,9/1/10,18,23.1,,,,,,,
SP,2010,9/14/10,0,1.5,,,,,,,
SP,2010,9/14/10,3,1.3,,,,,,,
SP,2010,9/14/10,5,1.45,,,,,,,
SP,2010,9/14/10,8,1.4,,,,,,,
SP,2010,9/14/10,10,3.9,,,,,,,
SP,2010,9/14/10,12,2.8,,,,,,,
SP,2010,9/14/10,15,24.9,,,,,,,
SP,2010,9/14/10,18,13.7,,,,,,,
SP,2010,9/28/10,0,1.2,,,,,,,
SP,2010,9/28/10,3,1.5,,,,,,,
SP,2010,9/28/10,5,1.8,,,,,,,
SP,2010,9/28/10,8,1.7,,,,,,,
SP,2010,9/28/10,10,1.4,,,,,,,
SP,2010,9/28/10,12,2.4,,,,,,,
SP,2010,9/28/10,15,10.5,,,,,,,
SP,2010,9/28/10,18,11.95,,,,,,,
SP,2010,10/12/10,0,0.8,,,,,,,
SP,2010,10/12/10,3,1.1,,,,,,,
SP,2010,10/12/10,5,1.6,,,,,,,
SP,2010,10/12/10,8,2.2,,,,,,,
SP,2010,10/12/10,10,2.1,,,,,,,
SP,2010,10/12/10,12,2.7,,,,,,,
SP,2010,10/12/10,15,21.2,,,,,,,
SP,2010,10/12/10,18,6.1,,,,,,,
SP,2010,10/26/10,5,1.9,,,,,,,
SP,2010,10/26/10,8,1.7,,,,,,,
SP,2010,10/26/10,10,2,,,,,,,
SP,2010,10/26/10,12,2.1,,,,,,,
SP,2010,10/26/10,15,2.7,,,,,,,
SP,2010,10/26/10,18,3.2,,,,,,,
SP,2010,11/11/10,0,4,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2010,11/11/10,3,3.5,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2010,11/11/10,5,3.4,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2010,11/11/10,8,3.4,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2010,11/11/10,10,3.7,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2010,11/11/10,12,4.1,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2010,11/11/10,15,3.6,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2010,11/11/10,18,3.4,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399,1
SP,2011,1/18/11,0,9.45,,,,,,,
SP,2011,1/18/11,3,1.6,,,,,,,
SP,2011,1/18/11,5,1.6,,,,,,,
SP,2011,1/18/11,8,2,,,,,,,
SP,2011,1/18/11,10,1.1,,,,,,,
SP,2011,1/18/11,12,1,,,,,,,
SP,2011,1/18/11,15,0.2,,,,,,,
SP,2011,1/18/11,16,0.6,,,,,,,
SP,2011,2/14/11,0,2.4,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,2/14/11,3,0.8,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,2/14/11,5,1.2,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,2/14/11,8,0.9,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,2/14/11,10,0.55,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,2/14/11,12,0.3,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,2/14/11,15,0.2,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,2/14/11,18,0.8,Total,98,5240.8986,5501.9904,44576.8978,0.0445769,0
SP,2011,3/21/11,0,1.5,,,,,,,
SP,2011,3/21/11,3,6.9,,,,,,,
SP,2011,3/21/11,5,5.2,,,,,,,
SP,2011,3/21/11,8,4.9,,,,,,,
SP,2011,3/21/11,10,2.2,,,,,,,
SP,2011,3/21/11,12,2.2,,,,,,,
SP,2011,3/21/11,15,0.9,,,,,,,
SP,2011,3/21/11,18,0.9,,,,,,,
SP,2011,5/3/11,0,4.1,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/3/11,3,3.9,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/3/11,5,3.6,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/3/11,8,4.4,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/3/11,10,4.05,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/3/11,12,3.5,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/3/11,15,4.5,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/3/11,18,4,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916,1
SP,2011,5/16/11,0,3.3,,,,,,,
SP,2011,5/16/11,3,3.2,,,,,,,
SP,2011,5/16/11,5,3.7,,,,,,,
SP,2011,5/16/11,5,5.6,,,,,,,
SP,2011,5/16/11,8,3.9,,,,,,,
SP,2011,5/16/11,10,3.5,,,,,,,
SP,2011,5/16/11,12,3,,,,,,,
SP,2011,5/16/11,15,3.5,,,,,,,
SP,2011,5/16/11,18,6.2,,,,,,,
SP,2011,6/3/11,0,1.2,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/3/11,3,1.5,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/3/11,5,1.35,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/3/11,8,4.7,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/3/11,10,13.1,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/3/11,12,14.9,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/3/11,15,8.4,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/3/11,18,16,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819,1
SP,2011,6/13/11,0,0.8,,,,,,,
SP,2011,6/13/11,3,0.5,,,,,,,
SP,2011,6/13/11,5,1,,,,,,,
SP,2011,6/13/11,8,2.1,,,,,,,
SP,2011,6/13/11,10,4.7,,,,,,,
SP,2011,6/13/11,12,12.4,,,,,,,
SP,2011,6/13/11,15,11.9,,,,,,,
SP,2011,6/13/11,15,12.8,,,,,,,
SP,2011,6/13/11,18,13.9,,,,,,,
SP,2011,6/28/11,0,1.1,,,,,,,
SP,2011,6/28/11,3,1.8,,,,,,,
SP,2011,6/28/11,5,1.4,,,,,,,
SP,2011,6/28/11,8,2.7,,,,,,,
SP,2011,6/28/11,10,4.7,,,,,,,
SP,2011,6/28/11,12,7.5,,,,,,,
SP,2011,6/28/11,15,15.9,,,,,,,
SP,2011,6/28/11,15,9.8,,,,,,,
SP,2011,6/28/11,18,8.5,,,,,,,
SP,2011,7/11/11,0,0.7,,,,,,,
SP,2011,7/11/11,3,0.7,,,,,,,
SP,2011,7/11/11,5,0.9,,,,,,,
SP,2011,7/11/11,8,2.5,,,,,,,
SP,2011,7/11/11,10,2.1,,,,,,,
SP,2011,7/11/11,12,15.3,,,,,,,
SP,2011,7/11/11,15,10.2,,,,,,,
SP,2011,7/11/11,15,26.4,,,,,,,
SP,2011,7/11/11,18,10.5,,,,,,,
SP,2011,7/26/11,0,1.5,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,7/26/11,3,0.9,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,7/26/11,5,1.1,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,7/26/11,8,1.2,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,7/26/11,10,2,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,7/26/11,12,4.6,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,7/26/11,15,16.2,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,7/26/11,18,13.3,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001,1
SP,2011,8/8/11,0,1.1,,,,,,,
SP,2011,8/8/11,3,0.8,,,,,,,
SP,2011,8/8/11,5,0.9,,,,,,,
SP,2011,8/8/11,8,-0.2,,,,,,,
SP,2011,8/8/11,10,1,,,,,,,
SP,2011,8/8/11,12,2.1,,,,,,,
SP,2011,8/8/11,15,12.4,,,,,,,
SP,2011,8/8/11,18,23.6,,,,,,,
SP,2011,8/22/11,0,0.5,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,8/22/11,3,0.7,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,8/22/11,5,0.9,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,8/22/11,8,0.5,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,8/22/11,10,1.8,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,8/22/11,12,2.5,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,8/22/11,15,13.6,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,8/22/11,18,39.7,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439,1
SP,2011,9/6/11,0,0.8,,,,,,,
SP,2011,9/6/11,3,0.75,,,,,,,
SP,2011,9/6/11,5,1.1,,,,,,,
SP,2011,9/6/11,8,0.8,,,,,,,
SP,2011,9/6/11,10,2,,,,,,,
SP,2011,9/6/11,12,3.8,,,,,,,
SP,2011,9/6/11,15,19.5,,,,,,,
SP,2011,9/6/11,18,11.3,,,,,,,
SP,2011,9/20/11,0,1.4,,,,,,,
SP,2011,9/20/11,3,1.4,,,,,,,
SP,2011,9/20/11,5,1.4,,,,,,,
SP,2011,9/20/11,8,1.5,,,,,,,
SP,2011,9/20/11,10,2.2,,,,,,,
SP,2011,9/20/11,10,2.1,,,,,,,
SP,2011,9/20/11,12,4.9,,,,,,,
SP,2011,9/20/11,15,37.2,,,,,,,
SP,2011,9/20/11,18,47.3,,,,,,,
SP,2011,10/4/11,0,0.9,,,,,,,
SP,2011,10/4/11,3,1.3,,,,,,,
SP,2011,10/4/11,5,1.1,,,,,,,
SP,2011,10/4/11,8,1.6,,,,,,,
SP,2011,10/4/11,8,1.3,,,,,,,
SP,2011,10/4/11,10,1.3,,,,,,,
SP,2011,10/4/11,12,3.2,,,,,,,
SP,2011,10/4/11,15,67.9,,,,,,,
SP,2011,10/4/11,18,6.6,,,,,,,
SP,2011,10/17/11,0,1.1,,,,,,,
SP,2011,10/17/11,5,1.3,,,,,,,
SP,2011,10/17/11,8,1.6,,,,,,,
SP,2011,10/17/11,10,1.2,,,,,,,
SP,2011,10/17/11,12,1.3,,,,,,,
SP,2011,10/17/11,12,1.4,,,,,,,
SP,2011,10/17/11,15,27.6,,,,,,,
SP,2011,10/17/11,18,5.7,,,,,,,
SP,2011,10/31/11,0,1.9,,,,,,,
SP,2011,10/31/11,3,2.7,,,,,,,
SP,2011,10/31/11,5,3.2,,,,,,,
SP,2011,10/31/11,8,2.5,,,,,,,
SP,2011,10/31/11,10,2.1,,,,,,,
SP,2011,10/31/11,12,2.2,,,,,,,
SP,2011,10/31/11,12,1.9,,,,,,,
SP,2011,10/31/11,15,1.9,,,,,,,
SP,2011,10/31/11,18,7.4,,,,,,,
SP,2011,11/15/11,0,3.05,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2011,11/15/11,3,2.9,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2011,11/15/11,5,3.1,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2011,11/15/11,8,2.8,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2011,11/15/11,10,3.7,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2011,11/15/11,12,2.7,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2011,11/15/11,15,2.9,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2011,11/15/11,18,2.8,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193,1
SP,2012,1/12/12,0,4.4,,,,,,,
SP,2012,1/12/12,3,4.2,,,,,,,
SP,2012,1/12/12,5,2,,,,,,,
SP,2012,1/12/12,8,1.2,,,,,,,
SP,2012,1/12/12,10,0.6,,,,,,,
SP,2012,1/12/12,10,0.8,,,,,,,
SP,2012,1/12/12,12,0.4,,,,,,,
SP,2012,1/12/12,15,0.8,,,,,,,
SP,2012,1/12/12,18,0.7,,,,,,,
SP,2012,2/21/12,0,5,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,2/21/12,3,2.4,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,2/21/12,5,1.9,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,2/21/12,8,0.5,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,2/21/12,10,0.4,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,2/21/12,12,0.5,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,2/21/12,15,0.5,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,2/21/12,18,0.8,Total,86,4365.4916,7675.9962,55638.3766,0.05563836,0
SP,2012,4/2/12,0,2.6,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/2/12,3,3.5,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/2/12,5,2.8,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/2/12,8,2.4,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/2/12,10,2.6,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/2/12,12,2.5,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/2/12,15,3.3,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/2/12,18,2.85,Total,125.0541,3889.097,4880.0837,241664.8825,0.24166488,1
SP,2012,4/17/12,0,3.3,,,,,,,
SP,2012,4/17/12,3,3.9,,,,,,,
SP,2012,4/17/12,5,3.4,,,,,,,
SP,2012,4/17/12,8,3.8,,,,,,,
SP,2012,4/17/12,8,4,,,,,,,
SP,2012,4/17/12,10,3.6,,,,,,,
SP,2012,4/17/12,12,3.5,,,,,,,
SP,2012,4/17/12,15,3.7,,,,,,,
SP,2012,4/17/12,18,3.4,,,,,,,
SP,2012,5/2/12,0,1.6,,,,,,,
SP,2012,5/2/12,0,1.6,,,,,,,
SP,2012,5/2/12,3,1.5,,,,,,,
SP,2012,5/2/12,5,2.1,,,,,,,
SP,2012,5/2/12,8,1.1,,,,,,,
SP,2012,5/2/12,10,1.2,,,,,,,
SP,2012,5/2/12,12,2.2,,,,,,,
SP,2012,5/2/12,15,4.7,,,,,,,
SP,2012,5/2/12,18,3.3,,,,,,,
SP,2012,5/16/12,0,0.9,,,,,,,
SP,2012,5/16/12,3,1.1,,,,,,,
SP,2012,5/16/12,5,0.9,,,,,,,
SP,2012,5/16/12,8,2.7,,,,,,,
SP,2012,5/16/12,8,2.3,,,,,,,
SP,2012,5/16/12,10,6.4,,,,,,,
SP,2012,5/16/12,12,11.1,,,,,,,
SP,2012,5/16/12,15,13.5,,,,,,,
SP,2012,5/16/12,18,4.2,,,,,,,
SP,2012,5/31/12,0,1.2,,,,,,,
SP,2012,5/31/12,3,1.1,,,,,,,
SP,2012,5/31/12,5,0.8,,,,,,,
SP,2012,5/31/12,8,2.1,,,,,,,
SP,2012,5/31/12,10,2.6,,,,,,,
SP,2012,5/31/12,12,7.5,,,,,,,
SP,2012,5/31/12,12,5.9,,,,,,,
SP,2012,5/31/12,15,4.9,,,,,,,
SP,2012,5/31/12,18,2.5,,,,,,,
SP,2012,6/14/12,0,1.5,,,,,,,
SP,2012,6/14/12,3,1.3,,,,,,,
SP,2012,6/14/12,5,1.7,,,,,,,
SP,2012,6/14/12,8,3,,,,,,,
SP,2012,6/14/12,10,1.8,,,,,,,
SP,2012,6/14/12,12,3,,,,,,,
SP,2012,6/14/12,15,2.7,,,,,,,
SP,2012,6/14/12,15,2.8,,,,,,,
SP,2012,6/14/12,18,3.6,,,,,,,
SP,2012,6/27/12,0,1.2,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,6/27/12,3,1.1,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,6/27/12,5,1.5,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,6/27/12,8,3.2,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,6/27/12,10,2.4,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,6/27/12,12,3.25,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,6/27/12,15,1.7,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,6/27/12,18,2.9,Total,165.0032,2829.7478,27562.6203,522923.8661,0.52292388,1
SP,2012,7/12/12,0,0.4,,,,,,,
SP,2012,7/12/12,3,0.6,,,,,,,
SP,2012,7/12/12,5,1,,,,,,,
SP,2012,7/12/12,8,2.2,,,,,,,
SP,2012,7/12/12,10,1.5,,,,,,,
SP,2012,7/12/12,10,-0.7,,,,,,,
SP,2012,7/12/12,12,4.9,,,,,,,
SP,2012,7/12/12,15,1.5,,,,,,,
SP,2012,7/12/12,18,1,,,,,,,
SP,2012,7/25/12,0,1.3,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,7/25/12,3,0.8,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,7/25/12,5,1.5,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,7/25/12,8,1.7,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,7/25/12,10,0.7,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,7/25/12,12,3.7,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,7/25/12,15,3.4,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,7/25/12,18,7,Total,186.3065,5454.6276,7487.1918,716890.4938,0.71689047,1
SP,2012,8/9/12,0,1.5,,,,,,,
SP,2012,8/9/12,3,1.5,,,,,,,
SP,2012,8/9/12,5,1.9,,,,,,,
SP,2012,8/9/12,8,2.1,,,,,,,
SP,2012,8/9/12,8,2.1,,,,,,,
SP,2012,8/9/12,10,0.2,,,,,,,
SP,2012,8/9/12,12,1.4,,,,,,,
SP,2012,8/9/12,15,6.1,,,,,,,
SP,2012,8/9/12,18,6.5,,,,,,,
SP,2012,8/23/12,0,1.25,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,8/23/12,3,1.6,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,8/23/12,5,2.5,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,8/23/12,8,1.4,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,8/23/12,10,2.7,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,8/23/12,12,4.6,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,8/23/12,15,6.2,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,8/23/12,18,12.3,Total,270.4534,2906.2794,6068.1317,205914.9749,0.20591497,1
SP,2012,9/5/12,0,0.8,,,,,,,
SP,2012,9/5/12,3,0.6,,,,,,,
SP,2012,9/5/12,5,1.2,,,,,,,
SP,2012,9/5/12,8,1.3,,,,,,,
SP,2012,9/5/12,10,2.7,,,,,,,
SP,2012,9/5/12,12,4,,,,,,,
SP,2012,9/5/12,15,7.2,,,,,,,
SP,2012,9/5/12,18,29.9,,,,,,,
SP,2012,9/17/12,0,0.9,,,,,,,
SP,2012,9/17/12,3,1.3,,,,,,,
SP,2012,9/17/12,5,1.4,,,,,,,
SP,2012,9/17/12,8,0.9,,,,,,,
SP,2012,9/17/12,10,1.5,,,,,,,
SP,2012,9/17/12,12,2.3,,,,,,,
SP,2012,9/17/12,12,2.2,,,,,,,
SP,2012,9/17/12,15,8.7,,,,,,,
