lakeid,year4,sampledate,depth,chlor,Genus,CellBioVol,Season
SP,2000,2/22/00,8,0.7,TotalBiovolume,19235.34559,Ice On
SP,2000,2/22/00,10,0.55,TotalBiovolume,19235.34559,Ice On
SP,2000,2/22/00,12,0.5,TotalBiovolume,19235.34559,Ice On
SP,2000,2/22/00,15,0.4,TotalBiovolume,19235.34559,Ice On
SP,2000,2/22/00,18,8.4,TotalBiovolume,19235.34559,Ice On
SP,2000,4/6/00,0,10.9,TotalBiovolume,128642.492,Ice Off
SP,2000,4/6/00,3,9.5,TotalBiovolume,128642.492,Ice Off
SP,2000,4/6/00,5,6.6,TotalBiovolume,128642.492,Ice Off
SP,2000,4/6/00,8,7.6,TotalBiovolume,128642.492,Ice Off
SP,2000,4/6/00,10,8.2,TotalBiovolume,128642.492,Ice Off
SP,2000,4/6/00,12,7.9,TotalBiovolume,128642.492,Ice Off
SP,2000,4/6/00,15,9.9,TotalBiovolume,128642.492,Ice Off
SP,2000,4/6/00,18,8.6,TotalBiovolume,128642.492,Ice Off
SP,2000,5/30/00,0,0.7,TotalBiovolume,306599.4631,Ice Off
SP,2000,5/30/00,3,1,TotalBiovolume,306599.4631,Ice Off
SP,2000,5/30/00,5,0.7,TotalBiovolume,306599.4631,Ice Off
SP,2000,5/30/00,8,1.1,TotalBiovolume,306599.4631,Ice Off
SP,2000,5/30/00,10,0.2,TotalBiovolume,306599.4631,Ice Off
SP,2000,5/30/00,12,2.9,TotalBiovolume,306599.4631,Ice Off
SP,2000,5/30/00,15,3.75,TotalBiovolume,306599.4631,Ice Off
SP,2000,5/30/00,18,5.8,TotalBiovolume,306599.4631,Ice Off
SP,2000,7/26/00,0,1.8,TotalBiovolume,77778.75809,Ice Off
SP,2000,7/26/00,3,1.9,TotalBiovolume,77778.75809,Ice Off
SP,2000,7/26/00,5,1.9,TotalBiovolume,77778.75809,Ice Off
SP,2000,7/26/00,8,2.2,TotalBiovolume,77778.75809,Ice Off
SP,2000,7/26/00,10,5.1,TotalBiovolume,77778.75809,Ice Off
SP,2000,7/26/00,12,5.9,TotalBiovolume,77778.75809,Ice Off
SP,2000,7/26/00,15,7.6,TotalBiovolume,77778.75809,Ice Off
SP,2000,7/26/00,18,3,TotalBiovolume,77778.75809,Ice Off
SP,2000,8/21/00,3,2.4,TotalBiovolume,76589.00186,Ice Off
SP,2000,8/21/00,5,3,TotalBiovolume,76589.00186,Ice Off
SP,2000,8/21/00,8,2.6,TotalBiovolume,76589.00186,Ice Off
SP,2000,8/21/00,10,6.25,TotalBiovolume,76589.00186,Ice Off
SP,2000,8/21/00,12,5,TotalBiovolume,76589.00186,Ice Off
SP,2000,8/21/00,15,5.4,TotalBiovolume,76589.00186,Ice Off
SP,2000,8/21/00,18,2.3,TotalBiovolume,76589.00186,Ice Off
SP,2000,11/16/00,0,6,TotalBiovolume,95748.80998,Ice Off
SP,2000,11/16/00,3,5.3,TotalBiovolume,95748.80998,Ice Off
SP,2000,11/16/00,5,5.1,TotalBiovolume,95748.80998,Ice Off
SP,2000,11/16/00,8,5.3,TotalBiovolume,95748.80998,Ice Off
SP,2000,11/16/00,10,5.2,TotalBiovolume,95748.80998,Ice Off
SP,2000,11/16/00,12,5.7,TotalBiovolume,95748.80998,Ice Off
SP,2000,11/16/00,15,5,TotalBiovolume,95748.80998,Ice Off
SP,2000,11/16/00,18,8.3,TotalBiovolume,95748.80998,Ice Off
SP,2001,2/28/01,0,2.05,TotalBiovolume,21262.77994,Ice On
SP,2001,2/28/01,3,1.2,TotalBiovolume,21262.77994,Ice On
SP,2001,2/28/01,5,0.8,TotalBiovolume,21262.77994,Ice On
SP,2001,2/28/01,8,0.6,TotalBiovolume,21262.77994,Ice On
SP,2001,2/28/01,10,0.2,TotalBiovolume,21262.77994,Ice On
SP,2001,2/28/01,12,0.1,TotalBiovolume,21262.77994,Ice On
SP,2001,2/28/01,15,0.2,TotalBiovolume,21262.77994,Ice On
SP,2001,2/28/01,18,0.5,TotalBiovolume,21262.77994,Ice On
SP,2001,4/30/01,0,12.65,TotalBiovolume,28410.14551,Ice Off
SP,2001,4/30/01,3,12,TotalBiovolume,28410.14551,Ice Off
SP,2001,4/30/01,5,11.6,TotalBiovolume,28410.14551,Ice Off
SP,2001,4/30/01,8,10.3,TotalBiovolume,28410.14551,Ice Off
SP,2001,4/30/01,10,7.5,TotalBiovolume,28410.14551,Ice Off
SP,2001,4/30/01,12,8.8,TotalBiovolume,28410.14551,Ice Off
SP,2001,4/30/01,15,3.9,TotalBiovolume,28410.14551,Ice Off
SP,2001,4/30/01,18,4,TotalBiovolume,28410.14551,Ice Off
SP,2001,5/29/01,0,0.5,TotalBiovolume,41235.72366,Ice Off
SP,2001,5/29/01,3,0.8,TotalBiovolume,41235.72366,Ice Off
SP,2001,5/29/01,5,3.3,TotalBiovolume,41235.72366,Ice Off
SP,2001,5/29/01,8,3.9,TotalBiovolume,41235.72366,Ice Off
SP,2001,5/29/01,10,5.8,TotalBiovolume,41235.72366,Ice Off
SP,2001,5/29/01,12,8.2,TotalBiovolume,41235.72366,Ice Off
SP,2001,5/29/01,15,12.5,TotalBiovolume,41235.72366,Ice Off
SP,2001,5/29/01,18,5.8,TotalBiovolume,41235.72366,Ice Off
SP,2001,6/26/01,0,1.1,TotalBiovolume,134990.8154,Ice Off
SP,2001,6/26/01,3,2.2,TotalBiovolume,134990.8154,Ice Off
SP,2001,6/26/01,5,2.5,TotalBiovolume,134990.8154,Ice Off
SP,2001,6/26/01,8,2.9,TotalBiovolume,134990.8154,Ice Off
SP,2001,6/26/01,10,2.7,TotalBiovolume,134990.8154,Ice Off
SP,2001,6/26/01,12,3.5,TotalBiovolume,134990.8154,Ice Off
SP,2001,6/26/01,15,6.35,TotalBiovolume,134990.8154,Ice Off
SP,2001,6/26/01,18,10.3,TotalBiovolume,134990.8154,Ice Off
SP,2001,7/24/01,0,0.9,TotalBiovolume,22145.11309,Ice Off
SP,2001,7/24/01,3,1.1,TotalBiovolume,22145.11309,Ice Off
SP,2001,7/24/01,5,1.2,TotalBiovolume,22145.11309,Ice Off
SP,2001,7/24/01,8,3.2,TotalBiovolume,22145.11309,Ice Off
SP,2001,7/24/01,10,13.9,TotalBiovolume,22145.11309,Ice Off
SP,2001,7/24/01,12,6.4,TotalBiovolume,22145.11309,Ice Off
SP,2001,7/24/01,15,10.1,TotalBiovolume,22145.11309,Ice Off
SP,2001,7/24/01,18,11.45,TotalBiovolume,22145.11309,Ice Off
SP,2001,8/20/01,0,1.1,TotalBiovolume,29306.01225,Ice Off
SP,2001,8/20/01,3,1.1,TotalBiovolume,29306.01225,Ice Off
SP,2001,8/20/01,5,1.1,TotalBiovolume,29306.01225,Ice Off
SP,2001,8/20/01,8,1.9,TotalBiovolume,29306.01225,Ice Off
SP,2001,8/20/01,10,2.7,TotalBiovolume,29306.01225,Ice Off
SP,2001,8/20/01,12,3.4,TotalBiovolume,29306.01225,Ice Off
SP,2001,8/20/01,15,4.2,TotalBiovolume,29306.01225,Ice Off
SP,2001,8/20/01,18,3.8,TotalBiovolume,29306.01225,Ice Off
SP,2001,11/15/01,0,3.2,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,3,3.7,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,5,3.5,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,8,3.3,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,10,3.2,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,10,3.1,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,12,2.6,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,15,2.8,TotalBiovolume,198499.175,Ice Off
SP,2001,11/15/01,18,3,TotalBiovolume,198499.175,Ice Off
SP,2002,2/28/02,0,-0.1,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,3,0.2,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,5,0.2,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,8,0.1,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,10,0.1,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,12,0.2,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,15,0,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,16.5,0.5,TotalBiovolume,52925.62857,Ice On
SP,2002,2/28/02,16.5,0,TotalBiovolume,52925.62857,Ice On
SP,2002,4/23/02,0,3,TotalBiovolume,127889.5355,Ice Off
SP,2002,4/23/02,3,2.2,TotalBiovolume,127889.5355,Ice Off
SP,2002,4/23/02,5,2.4,TotalBiovolume,127889.5355,Ice Off
SP,2002,4/23/02,8,2.3,TotalBiovolume,127889.5355,Ice Off
SP,2002,4/23/02,10,2,TotalBiovolume,127889.5355,Ice Off
SP,2002,4/23/02,12,2.4,TotalBiovolume,127889.5355,Ice Off
SP,2002,4/23/02,15,1.7,TotalBiovolume,127889.5355,Ice Off
SP,2002,4/23/02,18,2.4,TotalBiovolume,127889.5355,Ice Off
SP,2002,6/19/02,0,1.1,TotalBiovolume,114042.3605,Ice Off
SP,2002,6/19/02,3,0.5,TotalBiovolume,114042.3605,Ice Off
SP,2002,6/19/02,5,0.8,TotalBiovolume,114042.3605,Ice Off
SP,2002,6/19/02,8,2.9,TotalBiovolume,114042.3605,Ice Off
SP,2002,6/19/02,10,4.1,TotalBiovolume,114042.3605,Ice Off
SP,2002,6/19/02,12,12.7,TotalBiovolume,114042.3605,Ice Off
SP,2002,6/19/02,15,5.35,TotalBiovolume,114042.3605,Ice Off
SP,2002,6/19/02,18,2.5,TotalBiovolume,114042.3605,Ice Off
SP,2002,7/17/02,0,1.2,TotalBiovolume,72801.22226,Ice Off
SP,2002,7/17/02,3,0.8,TotalBiovolume,72801.22226,Ice Off
SP,2002,7/17/02,5,0.2,TotalBiovolume,72801.22226,Ice Off
SP,2002,7/17/02,8,2.6,TotalBiovolume,72801.22226,Ice Off
SP,2002,7/17/02,10,3.9,TotalBiovolume,72801.22226,Ice Off
SP,2002,7/17/02,12,6,TotalBiovolume,72801.22226,Ice Off
SP,2002,7/17/02,15,7,TotalBiovolume,72801.22226,Ice Off
SP,2002,7/17/02,18,6,TotalBiovolume,72801.22226,Ice Off
SP,2002,8/14/02,0,1.6,TotalBiovolume,46163.60343,Ice Off
SP,2002,8/14/02,3,1.9,TotalBiovolume,46163.60343,Ice Off
SP,2002,8/14/02,5,1.9,TotalBiovolume,46163.60343,Ice Off
SP,2002,8/14/02,8,-11.6,TotalBiovolume,46163.60343,Ice Off
SP,2002,8/14/02,10,14.7,TotalBiovolume,46163.60343,Ice Off
SP,2002,8/14/02,12,6.6,TotalBiovolume,46163.60343,Ice Off
SP,2002,8/14/02,15,13.2,TotalBiovolume,46163.60343,Ice Off
SP,2002,8/14/02,18,4.7,TotalBiovolume,46163.60343,Ice Off
SP,2002,11/7/02,0,4.1,TotalBiovolume,79327.76072,Ice Off
SP,2002,11/7/02,3,4,TotalBiovolume,79327.76072,Ice Off
SP,2002,11/7/02,5,3.9,TotalBiovolume,79327.76072,Ice Off
SP,2002,11/7/02,8,4.3,TotalBiovolume,79327.76072,Ice Off
SP,2002,11/7/02,10,4,TotalBiovolume,79327.76072,Ice Off
SP,2002,11/7/02,12,3.8,TotalBiovolume,79327.76072,Ice Off
SP,2002,11/7/02,15,3.7,TotalBiovolume,79327.76072,Ice Off
SP,2002,11/7/02,18,4,TotalBiovolume,79327.76072,Ice Off
SP,2003,3/6/03,0,9,TotalBiovolume,39769.15413,Ice On
SP,2003,3/6/03,3,3.1,TotalBiovolume,39769.15413,Ice On
SP,2003,3/6/03,5,1.4,TotalBiovolume,39769.15413,Ice On
SP,2003,3/6/03,8,1,TotalBiovolume,39769.15413,Ice On
SP,2003,3/6/03,10,0.7,TotalBiovolume,39769.15413,Ice On
SP,2003,3/6/03,12,0.6,TotalBiovolume,39769.15413,Ice On
SP,2003,3/6/03,15,0.6,TotalBiovolume,39769.15413,Ice On
SP,2003,3/6/03,18,2.35,TotalBiovolume,39769.15413,Ice On
SP,2003,4/29/03,0,3.4,TotalBiovolume,69635.17216,Ice Off
SP,2003,4/29/03,3,3.1,TotalBiovolume,69635.17216,Ice Off
SP,2003,4/29/03,5,3.7,TotalBiovolume,69635.17216,Ice Off
SP,2003,4/29/03,8,4.3,TotalBiovolume,69635.17216,Ice Off
SP,2003,4/29/03,10,5,TotalBiovolume,69635.17216,Ice Off
SP,2003,4/29/03,12,6.3,TotalBiovolume,69635.17216,Ice Off
SP,2003,4/29/03,15,4.7,TotalBiovolume,69635.17216,Ice Off
SP,2003,4/29/03,18,3.4,TotalBiovolume,69635.17216,Ice Off
SP,2003,6/23/03,0,1.1,TotalBiovolume,53497.5692,Ice Off
SP,2003,6/23/03,3,0.6,TotalBiovolume,53497.5692,Ice Off
SP,2003,6/23/03,5,0.8,TotalBiovolume,53497.5692,Ice Off
SP,2003,6/23/03,8,1.9,TotalBiovolume,53497.5692,Ice Off
SP,2003,6/23/03,10,5,TotalBiovolume,53497.5692,Ice Off
SP,2003,6/23/03,12,15.2,TotalBiovolume,53497.5692,Ice Off
SP,2003,6/23/03,15,8.4,TotalBiovolume,53497.5692,Ice Off
SP,2003,6/23/03,18,6.1,TotalBiovolume,53497.5692,Ice Off
SP,2003,7/21/03,0,2.2,TotalBiovolume,76879.44305,Ice Off
SP,2003,7/21/03,3,1.5,TotalBiovolume,76880.44305,Ice Off
SP,2003,7/21/03,5,0.95,TotalBiovolume,76881.44305,Ice Off
SP,2003,7/21/03,8,3.3,TotalBiovolume,76882.44305,Ice Off
SP,2003,7/21/03,10,3.9,TotalBiovolume,76883.44305,Ice Off
SP,2003,7/21/03,12,5.3,TotalBiovolume,76884.44305,Ice Off
SP,2003,7/21/03,15,7.3,TotalBiovolume,76885.44305,Ice Off
SP,2003,7/21/03,18,5.4,TotalBiovolume,76886.44305,Ice Off
SP,2003,8/20/03,0,1.1,TotalBiovolume,70854.36054,Ice Off
SP,2003,8/20/03,3,1.1,TotalBiovolume,70854.36054,Ice Off
SP,2003,8/20/03,5,1.2,TotalBiovolume,70854.36054,Ice Off
SP,2003,8/20/03,8,2.4,TotalBiovolume,70854.36054,Ice Off
SP,2003,8/20/03,10,4.5,TotalBiovolume,70854.36054,Ice Off
SP,2003,8/20/03,12,6.5,TotalBiovolume,70854.36054,Ice Off
SP,2003,8/20/03,15,20.9,TotalBiovolume,70854.36054,Ice Off
SP,2003,8/20/03,18,11.9,TotalBiovolume,70854.36054,Ice Off
SP,2003,11/13/03,0,2.3,TotalBiovolume,102849.4575,Ice Off
SP,2003,11/13/03,3,3.3,TotalBiovolume,102850.4575,Ice Off
SP,2003,11/13/03,5,3.4,TotalBiovolume,102851.4575,Ice Off
SP,2003,11/13/03,8,3,TotalBiovolume,102852.4575,Ice Off
SP,2003,11/13/03,10,3.1,TotalBiovolume,102853.4575,Ice Off
SP,2003,11/13/03,12,3.2,TotalBiovolume,102854.4575,Ice Off
SP,2003,11/13/03,15,3,TotalBiovolume,102855.4575,Ice Off
SP,2003,11/13/03,18,2.9,TotalBiovolume,102856.4575,Ice Off
SP,2004,2/18/04,3,1,TotalBiovolume,9708.792357,Ice On
SP,2004,2/18/04,5,1.1,TotalBiovolume,9708.792357,Ice On
SP,2004,2/18/04,8,1.4,TotalBiovolume,9708.792357,Ice On
SP,2004,2/18/04,10,1.5,TotalBiovolume,9708.792357,Ice On
SP,2004,2/18/04,12,2.6,TotalBiovolume,9708.792357,Ice On
SP,2004,2/18/04,15,1.3,TotalBiovolume,9708.792357,Ice On
SP,2004,2/18/04,18,2.7,TotalBiovolume,9708.792357,Ice On
SP,2004,4/30/04,0,4,TotalBiovolume,124704.1185,Ice Off
SP,2004,4/30/04,3,8.9,TotalBiovolume,124704.1185,Ice Off
SP,2004,4/30/04,5,9.5,TotalBiovolume,124704.1185,Ice Off
SP,2004,4/30/04,8,6.2,TotalBiovolume,124704.1185,Ice Off
SP,2004,4/30/04,10,6.4,TotalBiovolume,124704.1185,Ice Off
SP,2004,4/30/04,12,5.4,TotalBiovolume,124704.1185,Ice Off
SP,2004,4/30/04,15,4.7,TotalBiovolume,124704.1185,Ice Off
SP,2004,4/30/04,17,4.9,TotalBiovolume,124704.1185,Ice Off
SP,2004,6/22/04,0,1.1,TotalBiovolume,81870.95401,Ice Off
SP,2004,6/22/04,3,1.9,TotalBiovolume,81870.95401,Ice Off
SP,2004,6/22/04,5,1.4,TotalBiovolume,81870.95401,Ice Off
SP,2004,6/22/04,8,2.8,TotalBiovolume,81870.95401,Ice Off
SP,2004,6/22/04,10,3.1,TotalBiovolume,81870.95401,Ice Off
SP,2004,6/22/04,12,4.8,TotalBiovolume,81870.95401,Ice Off
SP,2004,6/22/04,15,4.5,TotalBiovolume,81870.95401,Ice Off
SP,2004,6/22/04,18,2.2,TotalBiovolume,81870.95401,Ice Off
SP,2004,7/21/04,0,1,TotalBiovolume,38911.84667,Ice Off
SP,2004,7/21/04,3,0.8,TotalBiovolume,38911.84667,Ice Off
SP,2004,7/21/04,5,-0.3,TotalBiovolume,38911.84667,Ice Off
SP,2004,7/21/04,8,2.7,TotalBiovolume,38911.84667,Ice Off
SP,2004,7/21/04,10,2.2,TotalBiovolume,38911.84667,Ice Off
SP,2004,7/21/04,12,3.5,TotalBiovolume,38911.84667,Ice Off
SP,2004,7/21/04,15,3,TotalBiovolume,38911.84667,Ice Off
SP,2004,7/21/04,18,4,TotalBiovolume,38911.84667,Ice Off
SP,2004,8/16/04,0,0.9,TotalBiovolume,35695.18089,Ice Off
SP,2004,8/16/04,3,0.7,TotalBiovolume,35695.18089,Ice Off
SP,2004,8/16/04,5,0.8,TotalBiovolume,35695.18089,Ice Off
SP,2004,8/16/04,8,1.5,TotalBiovolume,35695.18089,Ice Off
SP,2004,8/16/04,10,2.8,TotalBiovolume,35695.18089,Ice Off
