"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.int","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.surf","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","sampledate","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y"
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cryptomonad",9371.2992
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cyclostephanos",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Limnothrix",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Lindavia",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Microcystis",22.0952041
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Naked Dinoflagellate",14007.08007
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Peanut",84.9851
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"TotalBiovolume",28410.14551
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,NA,0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Armored Dinoflagellate",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cf. Planktolyngabia",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cocconeis",457.9263993
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Rhoicosphenia",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Diatoma mesodon",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Dinobryon",2068.174
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Elakatothrix",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Navicula",373.2096618
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Sellaphora",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Asterionella",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Asterocapsa",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cyanobacteria",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Fragilaria",311.155
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Nostoc",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cf. Cavinula",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Merismopedia",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Diploneis",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Encyonema",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Planothidium",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cf. Coelosphaerium",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Hippodonta",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Epithemia",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Euglena",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Placoneis",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Tetraedron victoriae",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Flagellated Green",87.26957
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Aulacoseira",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Pseudostaurosira",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Stauroforma",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Stephanodiscus",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Tabellaria",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Achnanthidium",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Segmented Green",1626.9513
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Gomphoneis",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Gloeocapsa",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Mallomonas",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cyclotella",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Nitzschia",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Synura",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Discostella",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Anabaena",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Chroococcus",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Planktolyngabia",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Staurosira",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Chroococcus cf. kidneys",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Cosmarium",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Planktothrix",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Small Chroococcus",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Long thin rod",0
2001-04-30,7.16,12.57,110.63,91.74,0.16,10.04,0.8,7.48,7.97,649.82,8.59,8.9,3.44,3.22,16.91,NA,23.65,144.91,187.8,3.51,8.64,2955.45,3056.76,3696.41,0.09,5.9,2.29,10.34,2.97,2.65,0.67,0.04,0,2001-04-30,14.3,2001-05-01,2001-04-29,NA,NA,NA,NA,NA,NA,2001-04-30,"TotalBiovolume",28410.14551,2001-05-01,2001-04-29,"Aphanothece bacilloidea",0
