"sampledate","division","genus","taxa_name","lakeid","year4","relative_total_biovolume","cells_per_nu","nu_per_ml","cells_per_ml","biovolume_conc","biomass_conc"
2010-02-11,"Chlorophyta","Gonium","Gonium ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Chrysosphaerella","Chrysosphaerella ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cryptophyta","Cryptomonas","Cryptomonas rostratiformis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Aphanocapsa","Aphanocapsa holsatica",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Cyanonephron","Cyanonephron styloides",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Pseudanabaena","Pseudanabaena galeata",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Spirulina","Spirulina ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Pyrrhophyta","Peridinium","Peridinium cinctum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cyclotella","Cyclotella hakanssoniae",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Nitzschia","Nitzschia palea",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Sphaerocystis","Sphaerocystis schroeteri",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Dinobryon","Dinobryon bavaricum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Euglenophyta","Trachelomonas","Trachelomonas volvocina",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cyclostephanos","Cyclostephanos damasii",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Chrysococcus","Chrysococcus minutus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Mallomonas","Mallomonas caudata",NA,NA,0,NA,NA,0,0,0
2010-02-11,"","Rhodospirillum","Rhodospirillum rubrum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Planktothrix","Planktothrix agardhii",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Ulnaria","Ulnaria ulna",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Polygoniochloris","Polygoniochloris circularis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Chroococcus","Chroococcus limneticus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Miscellaneous","","Miscellaneous",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Fragilaria","Fragilaria crotonensis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Navicula","Navicula ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Kephyrion","Kephyrion petasatum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Aphanocapsa","Aphanocapsa parasitica",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Pyrrhophyta","Peridinium","Peridinium bipes",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Monoraphidium","Monoraphidium capricornutum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cryptophyta","Chroomonas","Chroomonas ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Cosmarium","Cosmarium ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Crucigenia","Crucigenia rectangularis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Aphanocapsa","Aphanocapsa elachista",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Dolichospermum","Dolichospermum circinale",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cyclostephanos","Cyclostephanos tholiformis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cyclotella","Cyclotella atomus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cymatopleura","Cymatopleura solea",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Lindavia","Lindavia intermedia",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Nitzschia","Nitzschia ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Scenedesmus","Scenedesmus serratus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Mallomonas","Mallomonas akrokomas",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","","Chrysocapsaceae",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Cyanogranis","Cyanogranis ferruginea",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Euglenophyta","Euglena","Euglena ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Stephanodiscus","Stephanodiscus parvus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Selenastrum","Selenastrum minutum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Chroococcus","Chroococcus minutus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Rhabdoderma","Rhabdoderma lineare",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Oocystis","Oocystis pusilla",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Snowella","Snowella litoralis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","","Chlorophyta",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Paulschulzia","Paulschulzia tenera",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Staurastrum","Staurastrum dejectum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Arthrospira","Arthrospira ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Euglenophyta","Trachelomonas","Trachelomonas ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cymbella","Cymbella ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Fragilaria","Fragilaria capucina",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Cosmarium","Cosmarium tenue",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Tetraedron","Tetraedron muticum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Bitrichia","Bitrichia chodatii",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Closterium","Closterium ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Nitzschia","Nitzschia linearis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Surirella","Surirella visurgis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Chlorogonium","Chlorogonium ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Hegewaldia","Hegewaldia parvula",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Chrysolykos","Chrysolykos planctonicus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cyclotella","Cyclotella meneghiniana",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Stephanodiscus","Stephanodiscus alpinus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Closterium","Closterium moniliferum",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Lobomonas","Lobomonas ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Selenastrum","Selenastrum ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Treubaria","Treubaria setigera",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Microcystis","Microcystis aeruginosa",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Pyrrhophyta","Ceratium","Ceratium hirundinella",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Cyclotella","Cyclotella distinguenda",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Stichogloea","Stichogloea olivacea",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Synechococcus","Synechococcus ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Quadrigula","Quadrigula chodatti",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Kephyrion","Kephyrion spirale",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Pseudanabaena","Pseudanabaena ",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Scenedesmus","Scenedesmus acutus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chlorophyta","Lagerheimia","Lagerheimia genevensis",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Bitrichia","Bitrichia phaseolus",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Kephyrion","Kephyrion gracile",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Bacillariophyta","Lindavia","Lindavia michiganiana",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Planktolyngbya","Planktolyngbya limnetica",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Dinobryon","Dinobryon borgei",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Chrysophyta","Kephyrion","Kephyrion boreale",NA,NA,0,NA,NA,0,0,0
2010-02-11,"Cyanophyta","Gloeotrichia","Gloeotrichia echinulata",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Bacillariophyta","Fragilaria","Fragilaria filiformis","SP",2010,27.87462,1.1,1154.1373,1269.551,378787.8559,0.37878786
2010-04-12,"Bacillariophyta","Urosolenia","Urosolenia longiseta","SP",2010,6.302862,1,72.7016,72.7016,85649.5055,0.08564951
2010-04-12,"Chlorophyta","","Chlorococcaceae","SP",2010,0.802704,1,99.9646,99.9646,10907.9423,0.01090794
2010-04-12,"Chlorophyta","","Chlorococcaceae","SP",2010,0.268922,1,9.0877,9.0877,3654.3794,0.00365438
2010-04-12,"Chlorophyta","Chlamydomonas","Chlamydomonas ","SP",2010,1.187058,1,99.9646,99.9646,16130.9151,0.01613092
2010-04-12,"Chlorophyta","Monomastix","Monomastix astigmata",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chlorophyta","Monomastix","Monomastix minuta","SP",2010,0.028363,1,36.3508,36.3508,385.4237,0.00038542
2010-04-12,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum","SP",2010,0.057459,1,27.2631,27.2631,780.8066,0.00078081
2010-04-12,"Chlorophyta","Monoraphidium","Monoraphidium griffithii","SP",2010,0.344323,1,45.4385,45.4385,4678.9998,0.004679
2010-04-12,"Chlorophyta","Oocystis","Oocystis parva",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chlorophyta","Scenedesmus","Scenedesmus bijuga","SP",2010,0.023111,2,27.2631,54.5262,314.0489,0.00031405
2010-04-12,"Chlorophyta","Tetraedron","Tetraedron minimum",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chrysophyta","","Chrysophyceae","SP",2010,0.27455,1,908.7695,908.7695,3730.8624,0.00373086
2010-04-12,"Chrysophyta","","Chrysophyceae","SP",2010,2.852592,1,36.3508,36.3508,38763.8435,0.03876384
2010-04-12,"Chrysophyta","Kephyrion","Kephyrion planctonicum","SP",2010,0.016808,1,27.2631,27.2631,228.3992,0.0002284
2010-04-12,"Cryptophyta","Cryptomonas","Cryptomonas erosa","SP",2010,10.119874,1,245.3678,245.3678,137518.8441,0.13751884
2010-04-12,"Cryptophyta","Cryptomonas","Cryptomonas lucens",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cryptophyta","Rhodomonas","Rhodomonas minuta","SP",2010,0.630286,1,90.877,90.877,8564.9527,0.00856495
2010-04-12,"Cryptophyta","Rhodomonas","Rhodomonas minuta","SP",2010,0.605075,1,245.3678,245.3678,8222.3475,0.00822235
2010-04-12,"Cyanophyta","Aphanizomenon","Aphanizomenon flos-aquae",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima","SP",2010,0.063029,5,327.157,1635.7851,856.4971,0.0008565
2010-04-12,"Cyanophyta","Aphanothece","Aphanothece nidulans","SP",2010,0.00035,4,9.0877,36.3508,4.7583,4.76e-06
2010-04-12,"Cyanophyta","Chroococcus","Chroococcus minimus",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cyanophyta","Dactylococcopsis","Dactylococcopsis irregularis","SP",2010,0.003814,1,18.1754,18.1754,51.8289,5.18e-05
2010-04-12,"Cyanophyta","Merismopedia","Merismopedia warmingiana",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cyanophyta","Pseudanabaena","Pseudanabaena acicularis","SP",2010,0.449079,95,9.0877,863.331,6102.5272,0.00610253
2010-04-12,"Cyanophyta","Pseudanabaena","Pseudanabaena limnetica","SP",2010,0.189086,20,18.1754,363.5078,2569.4858,0.00256949
2010-04-12,"Cyanophyta","Synechococcus","Synechococcus elongatus","SP",2010,0.001051,1,9.0877,9.0877,14.275,1.43e-05
2010-04-12,"Cyanophyta","Synechocystis","Synechocystis ","SP",2010,0.003546,1,27.2631,27.2631,48.1766,4.82e-05
2010-04-12,"Haptophyta","Chrysochromulina","Chrysochromulina parva","SP",2010,8.130533,1,3653.2534,3653.2534,110485.7092,0.11048571
2010-04-12,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2","SP",2010,0.112051,1,9.0877,9.0877,1522.6579,0.00152266
2010-04-12,"Total","Total","Total","SP",2010,100.000002,249.1,8170.9355,11576.0948,1358898.748,1.3588988
2010-04-12,"Bacillariophyta","Achnanthidium","Achnanthidium minutissima","SP",2010,0.056726,1,18.1754,18.1754,770.8456,0.00077085
2010-04-12,"Bacillariophyta","Asterionella","Asterionella formosa","SP",2010,0.240752,1,9.0877,9.0877,3271.5702,0.00327157
2010-04-12,"Bacillariophyta","Fragilaria","Fragilaria tenera","SP",2010,0.267502,1,9.0877,9.0877,3635.0781,0.00363508
2010-04-12,"Bacillariophyta","Nitzschia","Nitzschia gracilis","SP",2010,0.042019,1,9.0877,9.0877,570.9972,0.000571
2010-04-12,"Bacillariophyta","Synedra","Synedra ulna","SP",2010,7.383048,1,27.2631,27.2631,100328.1543,0.10032815
2010-04-12,"Bacillariophyta","Tabellaria","Tabellaria flocculosa","SP",2010,0.186027,1,0.5486,0.5486,2527.9215,0.00252792
2010-04-12,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum","SP",2010,0.077765,3,18.1754,54.5262,1056.7481,0.00105675
2010-04-12,"Chlorophyta","Nannochloris","Nannochloris atomus","SP",2010,0.054625,1,118.14,118.14,742.2975,0.0007423
2010-04-12,"Chlorophyta","Pyramichlamys","Pyramichlamys dissecta","SP",2010,0.280127,1,9.0877,9.0877,3806.6446,0.00380664
2010-04-12,"Chlorophyta","Schroederia","Schroederia judayi","SP",2010,0.037817,1,9.0877,9.0877,513.8973,0.0005139
2010-04-12,"Chlorophyta","Tetraedron","Tetraedron regulare","SP",2010,0.04815,1,9.0877,9.0877,654.314,0.00065431
2010-04-12,"Chrysophyta","Chrysolykos","Chrysolykos skujai","SP",2010,0.037817,1,27.2631,27.2631,513.8983,0.0005139
2010-04-12,"Chrysophyta","Dinobryon","Dinobryon ","SP",2010,0.424057,1,54.5262,54.5262,5762.5002,0.0057625
2010-04-12,"Chrysophyta","Dinobryon","Dinobryon cylindricum","SP",2010,0.350159,2,9.0877,18.1754,4758.3063,0.00475831
2010-04-12,"Chrysophyta","Dinobryon","Dinobryon cyst","SP",2010,1.170148,1,18.1754,18.1754,15901.1164,0.01590112
2010-04-12,"Chrysophyta","Dinobryon","Dinobryon divergens","SP",2010,0.175079,2,9.0877,18.1754,2379.1531,0.00237915
2010-04-12,"Chrysophyta","Dinobryon","Dinobryon sociale","SP",2010,0.451705,1,45.4385,45.4385,6138.2155,0.00613822
2010-04-12,"Chrysophyta","Mallomonas","Mallomonas ","SP",2010,1.792814,1,36.3508,36.3508,24362.5258,0.02436253
2010-04-12,"Chrysophyta","Ochromonas","Ochromonas ","SP",2010,0.340859,1,18.1754,18.1754,4631.9255,0.00463193
2010-04-12,"Chrysophyta","Synura","Synura ","SP",2010,19.12335,1,454.3848,454.3848,259866.959,0.25986696
2010-04-12,"Cryptophyta","Cryptomonas","Cryptomonas pyrenoidifera","SP",2010,0.268922,1,18.1754,18.1754,3654.3785,0.00365438
2010-04-12,"Cyanophyta","Jaaginema","Jaaginema angustissimum","SP",2010,0.157572,75,9.0877,681.5771,2141.2373,0.00214124
2010-04-12,"Euglenophyta","Lepocinclis","Lepocinclis ","SP",2010,4.437214,1,9.0877,9.0877,60297.2543,0.06029725
2010-04-12,"Pyrrhophyta","","Pyrrhophyta","SP",2010,0.170456,1,0.5486,0.5486,2316.329,0.00231633
2010-04-12,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1","SP",2010,1.680763,1,9.0877,9.0877,22839.8688,0.02283987
2010-04-12,"Pyrrhophyta","Peridinium","Peridinium ","SP",2010,0.403383,1,9.0877,9.0877,5481.5687,0.00548157
2010-04-12,"Bacillariophyta","Fragilaria","Fragilaria delicatissima",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chlorophyta","Quadrigula","Quadrigula lacustris",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chrysophyta","Epipyxis","Epipyxis epiphyticus",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chrysophyta","Uroglena","Uroglena ",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Pyrrhophyta","Gymnodinium","Gymnodinium helveticum",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Pyrrhophyta","Peridinium","Peridinium umbonatum",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Bacillariophyta","Cyclotella","Cyclotella ocellata",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Bacillariophyta","Cyclotella","Cyclotella pseudostelligera",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Bacillariophyta","Epithemia","Epithemia turgida",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chlorophyta","Gonium","Gonium ",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Chrysophyta","Chrysosphaerella","Chrysosphaerella ",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cryptophyta","Cryptomonas","Cryptomonas rostratiformis",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cyanophyta","Aphanocapsa","Aphanocapsa holsatica",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cyanophyta","Cyanonephron","Cyanonephron styloides",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cyanophyta","Pseudanabaena","Pseudanabaena galeata",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Cyanophyta","Spirulina","Spirulina ",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Pyrrhophyta","Peridinium","Peridinium cinctum",NA,NA,0,NA,NA,0,0,0
2010-04-12,"Bacillariophyta","Cyclotella","Cyclotella hakanssoniae",NA,NA,0,NA,NA,0,0,0
