lakeid,year4,sampledate,division,taxa_name,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc
SP,2010,2/11/10,Cryptophyta,Rhodomonas minuta,4.939598,Rhodomonas,1,58.4209,58.4209,5506.041,0.00550604
SP,2010,2/11/10,Cyanophyta,Aphanizomenon flos-aquae,0.878149,Aphanizomenon,2,6.4912,12.9824,978.8512,0.00097885
SP,2010,2/11/10,Cyanophyta,Aphanocapsa delicatissima,1.720943,Aphanocapsa,6.8,538.7705,3663.6394,1918.2924,0.00191829
SP,2010,2/11/10,Cyanophyta,Aphanothece nidulans,0.060986,Aphanothece,10,6.4912,64.9121,67.976,6.80E-05
SP,2010,2/11/10,Cyanophyta,Chroococcus minimus,0.341499,Chroococcus,14,6.4912,90.877,380.6647,0.00038066
SP,2010,2/11/10,Cyanophyta,Dactylococcopsis irregularis,0.079422,Dactylococcopsis,1,38.9473,38.9473,88.5271,8.85E-05
SP,2010,2/11/10,Cyanophyta,Merismopedia warmingiana,0.009151,Merismopedia,12,6.4912,77.8945,10.1964,1.02E-05
SP,2010,2/11/10,Cyanophyta,Pseudanabaena acicularis,1.201311,Pseudanabaena,58.2857,3.5267,205.5548,1339.0677,0.00133907
SP,2010,2/11/10,Cyanophyta,Pseudanabaena limnetica,0.320614,Pseudanabaena,140,0.3919,54.8594,357.3765,0.00035738
SP,2010,2/11/10,Cyanophyta,Synechococcus elongatus,0.009151,Synechococcus,1,19.4736,19.4736,10.1964,1.02E-05
SP,2010,2/11/10,Cyanophyta,Synechocystis ,2.058109,Synechocystis,1,1298.2422,1298.2422,2294.1237,0.00229412
SP,2010,2/11/10,Haptophyta,Chrysochromulina parva,0.88059,Chrysochromulina,1,32.4561,32.4561,981.5717,0.00098157
SP,2010,2/11/10,Pyrrhophyta,Gymnodinium sp. 2,3.512606,Gymnodinium,1,6.4912,6.4912,3915.4062,0.00391541
SP,2010,2/11/10,Total,Total,100.000022,Total,267.0857,3067.77,6676.3269,111467.3745,0.1114674
SP,2010,4/12/10,Bacillariophyta,Achnanthidium minutissima,0.056726,Achnanthidium,1,18.1754,18.1754,770.8456,0.00077085
SP,2010,4/12/10,Bacillariophyta,Asterionella formosa,0.240752,Asterionella,1,9.0877,9.0877,3271.5702,0.00327157
SP,2010,4/12/10,Bacillariophyta,Fragilaria filiformis,27.87462,Fragilaria,1.1,1154.1373,1269.551,378787.8559,0.37878786
SP,2010,4/12/10,Bacillariophyta,Fragilaria tenera,0.267502,Fragilaria,1,9.0877,9.0877,3635.0781,0.00363508
SP,2010,4/12/10,Bacillariophyta,Nitzschia gracilis,0.042019,Nitzschia,1,9.0877,9.0877,570.9972,0.000571
SP,2010,4/12/10,Bacillariophyta,Synedra ulna,7.383048,Synedra,1,27.2631,27.2631,100328.1543,0.10032815
SP,2010,4/12/10,Bacillariophyta,Tabellaria flocculosa,0.186027,Tabellaria,1,0.5486,0.5486,2527.9215,0.00252792
SP,2010,4/12/10,Bacillariophyta,Urosolenia longiseta,6.302862,Urosolenia,1,72.7016,72.7016,85649.5055,0.08564951
SP,2010,4/12/10,Chlorophyta,Chlorococcaceae,0.802704,,1,99.9646,99.9646,10907.9423,0.01090794
SP,2010,4/12/10,Chlorophyta,Chlorococcaceae,0.268922,,1,9.0877,9.0877,3654.3794,0.00365438
SP,2010,4/12/10,Chlorophyta,Chlamydomonas ,1.187058,Chlamydomonas,1,99.9646,99.9646,16130.9151,0.01613092
SP,2010,4/12/10,Chlorophyta,Monomastix minuta,0.028363,Monomastix,1,36.3508,36.3508,385.4237,0.00038542
SP,2010,4/12/10,Chlorophyta,Monoraphidium arcuatum,0.057459,Monoraphidium,1,27.2631,27.2631,780.8066,0.00078081
SP,2010,4/12/10,Chlorophyta,Monoraphidium griffithii,0.344323,Monoraphidium,1,45.4385,45.4385,4678.9998,0.004679
SP,2010,4/12/10,Chlorophyta,Mucidosphaerium pulchellum,0.077765,Mucidosphaerium,3,18.1754,54.5262,1056.7481,0.00105675
SP,2010,4/12/10,Chlorophyta,Nannochloris atomus,0.054625,Nannochloris,1,118.14,118.14,742.2975,0.0007423
SP,2010,4/12/10,Chlorophyta,Pyramichlamys dissecta,0.280127,Pyramichlamys,1,9.0877,9.0877,3806.6446,0.00380664
SP,2010,4/12/10,Chlorophyta,Scenedesmus bijuga,0.023111,Scenedesmus,2,27.2631,54.5262,314.0489,0.00031405
SP,2010,4/12/10,Chlorophyta,Schroederia judayi,0.037817,Schroederia,1,9.0877,9.0877,513.8973,0.0005139
SP,2010,4/12/10,Chlorophyta,Tetraedron regulare,0.04815,Tetraedron,1,9.0877,9.0877,654.314,0.00065431
SP,2010,4/12/10,Chrysophyta,Chrysophyceae,0.27455,,1,908.7695,908.7695,3730.8624,0.00373086
SP,2010,4/12/10,Chrysophyta,Chrysophyceae,2.852592,,1,36.3508,36.3508,38763.8435,0.03876384
SP,2010,4/12/10,Chrysophyta,Chrysolykos skujai,0.037817,Chrysolykos,1,27.2631,27.2631,513.8983,0.0005139
SP,2010,4/12/10,Chrysophyta,Dinobryon ,0.424057,Dinobryon,1,54.5262,54.5262,5762.5002,0.0057625
SP,2010,4/12/10,Chrysophyta,Dinobryon cylindricum,0.350159,Dinobryon,2,9.0877,18.1754,4758.3063,0.00475831
SP,2010,4/12/10,Chrysophyta,Dinobryon cyst,1.170148,Dinobryon,1,18.1754,18.1754,15901.1164,0.01590112
SP,2010,4/12/10,Chrysophyta,Dinobryon divergens,0.175079,Dinobryon,2,9.0877,18.1754,2379.1531,0.00237915
SP,2010,4/12/10,Chrysophyta,Dinobryon sociale,0.451705,Dinobryon,1,45.4385,45.4385,6138.2155,0.00613822
SP,2010,4/12/10,Chrysophyta,Kephyrion planctonicum,0.016808,Kephyrion,1,27.2631,27.2631,228.3992,0.0002284
SP,2010,4/12/10,Chrysophyta,Mallomonas ,1.792814,Mallomonas,1,36.3508,36.3508,24362.5258,0.02436253
SP,2010,4/12/10,Chrysophyta,Ochromonas ,0.340859,Ochromonas,1,18.1754,18.1754,4631.9255,0.00463193
SP,2010,4/12/10,Chrysophyta,Synura ,19.12335,Synura,1,454.3848,454.3848,259866.959,0.25986696
SP,2010,4/12/10,Cryptophyta,Cryptomonas erosa,10.119874,Cryptomonas,1,245.3678,245.3678,137518.8441,0.13751884
SP,2010,4/12/10,Cryptophyta,Cryptomonas pyrenoidifera,0.268922,Cryptomonas,1,18.1754,18.1754,3654.3785,0.00365438
SP,2010,4/12/10,Cryptophyta,Rhodomonas minuta,0.630286,Rhodomonas,1,90.877,90.877,8564.9527,0.00856495
SP,2010,4/12/10,Cryptophyta,Rhodomonas minuta,0.605075,Rhodomonas,1,245.3678,245.3678,8222.3475,0.00822235
SP,2010,4/12/10,Cyanophyta,Aphanocapsa delicatissima,0.063029,Aphanocapsa,5,327.157,1635.7851,856.4971,0.0008565
SP,2010,4/12/10,Cyanophyta,Aphanothece nidulans,0.00035,Aphanothece,4,9.0877,36.3508,4.7583,4.76E-06
SP,2010,4/12/10,Cyanophyta,Dactylococcopsis irregularis,0.003814,Dactylococcopsis,1,18.1754,18.1754,51.8289,5.18E-05
SP,2010,4/12/10,Cyanophyta,Jaaginema angustissimum,0.157572,Jaaginema,75,9.0877,681.5771,2141.2373,0.00214124
SP,2010,4/12/10,Cyanophyta,Pseudanabaena acicularis,0.449079,Pseudanabaena,95,9.0877,863.331,6102.5272,0.00610253
SP,2010,4/12/10,Cyanophyta,Pseudanabaena limnetica,0.189086,Pseudanabaena,20,18.1754,363.5078,2569.4858,0.00256949
SP,2010,4/12/10,Cyanophyta,Synechococcus elongatus,0.001051,Synechococcus,1,9.0877,9.0877,14.275,1.43E-05
SP,2010,4/12/10,Cyanophyta,Synechocystis ,0.003546,Synechocystis,1,27.2631,27.2631,48.1766,4.82E-05
SP,2010,4/12/10,Euglenophyta,Lepocinclis ,4.437214,Lepocinclis,1,9.0877,9.0877,60297.2543,0.06029725
SP,2010,4/12/10,Haptophyta,Chrysochromulina parva,8.130533,Chrysochromulina,1,3653.2534,3653.2534,110485.7092,0.11048571
SP,2010,4/12/10,Pyrrhophyta,Pyrrhophyta,0.170456,,1,0.5486,0.5486,2316.329,0.00231633
SP,2010,4/12/10,Pyrrhophyta,Gymnodinium sp. 1,1.680763,Gymnodinium,1,9.0877,9.0877,22839.8688,0.02283987
SP,2010,4/12/10,Pyrrhophyta,Gymnodinium sp. 2,0.112051,Gymnodinium,1,9.0877,9.0877,1522.6579,0.00152266
SP,2010,4/12/10,Pyrrhophyta,Peridinium ,0.403383,Peridinium,1,9.0877,9.0877,5481.5687,0.00548157
SP,2010,4/12/10,Total,Total,100.000002,Total,249.1,8170.9355,11576.0948,1358898.748,1.3588988
SP,2010,6/8/10,Bacillariophyta,Fragilaria delicatissima,0.379611,Fragilaria,1,0.5486,0.5486,1230.4798,0.00123048
SP,2010,6/8/10,Bacillariophyta,Fragilaria filiformis,1.570025,Fragilaria,1,18.1754,18.1754,5089.1093,0.00508911
SP,2010,6/8/10,Bacillariophyta,Synedra ulna,2.989544,Synedra,1,2.1944,2.1944,9690.3658,0.00969037
SP,2010,6/8/10,Bacillariophyta,Urosolenia longiseta,3.302932,Urosolenia,1,9.0877,9.0877,10706.1882,0.01070619
SP,2010,6/8/10,Chlorophyta,Chlorococcaceae,3.927112,,1,99.9646,99.9646,12729.4181,0.01272942
SP,2010,6/8/10,Chlorophyta,Chlamydomonas ,4.09402,Chlamydomonas,1,45.4385,45.4385,13270.4386,0.01327044
SP,2010,6/8/10,Chlorophyta,Monoraphidium arcuatum,0.193958,Monoraphidium,1,18.1754,18.1754,628.7013,0.0006287
SP,2010,6/8/10,Chlorophyta,Mucidosphaerium pulchellum,0.117325,Mucidosphaerium,3,9.0877,27.2631,380.301,0.0003803
SP,2010,6/8/10,Chlorophyta,Quadrigula lacustris,0.052847,Quadrigula,1,9.0877,9.0877,171.2994,0.0001713
SP,2010,6/8/10,Chlorophyta,Scenedesmus bijuga,0.023487,Scenedesmus,2,9.0877,18.1754,76.1331,7.61E-05
SP,2010,6/8/10,Chrysophyta,Chrysophyceae,0.172384,,1,145.4031,145.4031,558.7697,0.00055877
SP,2010,6/8/10,Chrysophyta,Dinobryon ,1.761564,Dinobryon,1,72.7016,72.7016,5709.9661,0.00570997
SP,2010,6/8/10,Chrysophyta,Epipyxis epiphyticus,1.428041,Epipyxis,1,18.1754,18.1754,4628.8793,0.00462888
SP,2010,6/8/10,Chrysophyta,Mallomonas ,7.281129,Mallomonas,1,27.2631,27.2631,23601.1977,0.0236012
SP,2010,6/8/10,Chrysophyta,Uroglena ,23.340709,Uroglena,1,963.2957,963.2957,75657.0504,0.07565705
SP,2010,6/8/10,Cryptophyta,Cryptomonas erosa,13.464215,Cryptomonas,1,45.4385,45.4385,43643.1833,0.04364318
SP,2010,6/8/10,Cryptophyta,Rhodomonas minuta,1.97295,Rhodomonas,1,190.8416,190.8416,6395.1592,0.00639516
SP,2010,6/8/10,Cryptophyta,Rhodomonas minuta,0.264236,Rhodomonas,1,9.0877,9.0877,856.4953,0.0008565
SP,2010,6/8/10,Cyanophyta,Aphanocapsa delicatissima,0.113034,Aphanocapsa,7,99.9646,699.7525,366.3904,0.00036639
SP,2010,6/8/10,Cyanophyta,Pseudanabaena acicularis,6.066384,Pseudanabaena,30.6111,90.877,2781.8434,19663.7003,0.0196637
SP,2010,6/8/10,Cyanophyta,Pseudanabaena limnetica,0.356717,Pseudanabaena,18,9.0877,163.5785,1156.2683,0.00115627
SP,2010,6/8/10,Cyanophyta,Synechocystis ,0.064407,Synechocystis,1,118.14,118.14,208.7653,0.00020877
SP,2010,6/8/10,Haptophyta,Chrysochromulina parva,3.56118,Chrysochromulina,1,381.6832,381.6832,11543.2831,0.01154328
SP,2010,6/8/10,Pyrrhophyta,Gymnodinium helveticum,11.743756,Gymnodinium,1,9.0877,9.0877,38066.4483,0.03806645
SP,2010,6/8/10,Pyrrhophyta,Gymnodinium sp. 2,0.95418,Gymnodinium,1,9.0877,9.0877,3092.8989,0.0030929
SP,2010,6/8/10,Pyrrhophyta,Peridinium ,7.046254,Peridinium,1,9.0877,9.0877,22839.8688,0.02283987
SP,2010,6/8/10,Pyrrhophyta,Peridinium umbonatum,3.758001,Peridinium,1,9.0877,9.0877,12181.2638,0.01218126
SP,2010,6/8/10,Total,Total,100.000002,Total,82.6111,2429.1577,5901.6659,324142.0228,0.32414204
SP,2010,7/6/10,Bacillariophyta,Cyclotella ocellata,0.167993,Cyclotella,1,9.0877,9.0877,770.8456,0.00077085
SP,2010,7/6/10,Bacillariophyta,Cyclotella pseudostelligera,0.097217,Cyclotella,1,9.0877,9.0877,446.0913,0.00044609
SP,2010,7/6/10,Bacillariophyta,Cyclotella sp. 1,0.099551,Cyclotella,1,9.0877,9.0877,456.7975,0.0004568
SP,2010,7/6/10,Bacillariophyta,Epithemia turgida,2.295482,Epithemia,2,0.5486,1.0972,10533.0063,0.01053301
SP,2010,7/6/10,Bacillariophyta,Fragilaria filiformis,2.859349,Fragilaria,1,54.5262,54.5262,13120.3598,0.01312036
SP,2010,7/6/10,Bacillariophyta,Synedra ulna,0.367277,Synedra,1,0.5486,0.5486,1685.281,0.00168528
SP,2010,7/6/10,Bacillariophyta,Tabellaria flocculosa,0.516484,Tabellaria,1,0.5486,0.5486,2369.9264,0.00236993
SP,2010,7/6/10,Bacillariophyta,Urosolenia longiseta,11.666117,Urosolenia,1,45.4385,45.4385,53530.941,0.05353094
SP,2010,7/6/10,Chlorophyta,Chlorococcaceae,0.965176,,1,154.4908,154.4908,4428.7883,0.00442879
SP,2010,7/6/10,Chlorophyta,Chlamydomonas ,0.971315,Chlamydomonas,1,45.4385,45.4385,4456.9647,0.00445696
SP,2010,7/6/10,Chlorophyta,Gonium ,0.442025,Gonium,16,9.0877,145.4031,2028.2718,0.00202827
SP,2010,7/6/10,Chlorophyta,Monoraphidium arcuatum,1.164621,Monoraphidium,1,154.4908,154.4908,5343.961,0.00534396
SP,2010,7/6/10,Chlorophyta,Monoraphidium griffithii,0.049776,Monoraphidium,1,9.0877,9.0877,228.3983,0.0002284
SP,2010,7/6/10,Chlorophyta,Mucidosphaerium pulchellum,0.303893,Mucidosphaerium,3.6667,27.2631,99.9656,1394.4359,0.00139444
SP,2010,7/6/10,Chlorophyta,Scenedesmus bijuga,0.020741,Scenedesmus,2,9.0877,18.1754,95.1663,9.52E-05
SP,2010,7/6/10,Chlorophyta,Schroederia judayi,0.037332,Schroederia,1,9.0877,9.0877,171.2994,0.0001713
SP,2010,7/6/10,Chrysophyta,Chrysophyceae,25.930219,,1,81.7893,81.7893,118982.945,0.11898295
SP,2010,7/6/10,Chrysophyta,Chrysophyceae,1.160156,,1,1172.3127,1172.3127,5323.4718,0.00532347
SP,2010,7/6/10,Chrysophyta,Chrysosphaerella ,12.485257,Chrysosphaerella,1,172.6662,172.6662,57289.6289,0.05728963
SP,2010,7/6/10,Chrysophyta,Dinobryon ,0.207397,Dinobryon,1,9.0877,9.0877,951.6616,0.00095166
SP,2010,7/6/10,Chrysophyta,Mallomonas ,2.389222,Mallomonas,1,9.0877,9.0877,10963.1373,0.01096314
SP,2010,7/6/10,Chrysophyta,Uroglena ,2.799867,Uroglena,1,163.5785,163.5785,12847.4236,0.01284742
SP,2010,7/6/10,Cryptophyta,Cryptomonas erosa,2.986526,Cryptomonas,1,18.1754,18.1754,13703.9207,0.01370392
SP,2010,7/6/10,Cryptophyta,Cryptomonas lucens,0.995508,Cryptomonas,1,27.2631,27.2631,4567.9736,0.00456797
SP,2010,7/6/10,Cryptophyta,Cryptomonas rostratiformis,9.125496,Cryptomonas,1,9.0877,9.0877,41873.093,0.04187309
SP,2010,7/6/10,Cryptophyta,Rhodomonas minuta,0.398204,Rhodomonas,1,54.5262,54.5262,1827.1883,0.00182719
SP,2010,7/6/10,Cyanophyta,Aphanocapsa delicatissima,0.024888,Aphanocapsa,12,18.1754,218.1047,114.1996,0.0001142
SP,2010,7/6/10,Cyanophyta,Aphanocapsa holsatica,0.155549,Aphanocapsa,150,9.0877,1363.1543,713.7458,0.00071375
SP,2010,7/6/10,Cyanophyta,Cyanonephron styloides,0.016025,Cyanonephron,16,0.5486,8.7775,73.5343,7.35E-05
SP,2010,7/6/10,Cyanophyta,Dactylococcopsis irregularis,0.013586,Dactylococcopsis,1,18.1754,18.1754,62.3434,6.23E-05
SP,2010,7/6/10,Cyanophyta,Pseudanabaena acicularis,7.283053,Pseudanabaena,31.6364,336.2447,10637.5725,33418.892,0.03341889
SP,2010,7/6/10,Cyanophyta,Pseudanabaena galeata,3.789155,Pseudanabaena,22.2222,81.7893,1817.5372,17386.8501,0.01738685
SP,2010,7/6/10,Cyanophyta,Spirulina ,0.955687,Spirulina,25.6,9.0877,232.645,4385.2546,0.00438525
SP,2010,7/6/10,Cyanophyta,Synechocystis ,0.0105,Synechocystis,1,27.2631,27.2631,48.1766,4.82E-05
SP,2010,7/6/10,Haptophyta,Chrysochromulina parva,1.377619,Chrysochromulina,1,209.017,209.017,6321.3217,0.00632132
SP,2010,7/6/10,Pyrrhophyta,Gymnodinium helveticum,3.333302,Gymnodinium,1,1.0972,1.0972,15295.1252,0.01529513
SP,2010,7/6/10,Pyrrhophyta,Peridinium ,0.999991,Peridinium,1,0.5486,0.5486,4588.5376,0.00458854
SP,2010,7/6/10,Pyrrhophyta,Peridinium cinctum,1.538447,Peridinium,1,0.5486,0.5486,7059.2886,0.00705929
SP,2010,7/6/10,Total,Total,100.000003,Total,309.1253,2976.0654,17017.5774,458858.2479,0.45885826
SP,2010,8/3/10,Bacillariophyta,Cyclotella hakanssoniae,3.485984,Cyclotella,1,127.2277,127.2277,8973.2193,0.00897322
SP,2010,8/3/10,Bacillariophyta,Cyclotella sp. 1,0.346601,Cyclotella,1,18.1754,18.1754,892.1827,0.00089218
SP,2010,8/3/10,Bacillariophyta,Fragilaria filiformis,19.561755,Fragilaria,1,99.9646,99.9646,50353.6219,0.05035362
SP,2010,8/3/10,Bacillariophyta,Nitzschia palea,0.149731,Nitzschia,1,9.0877,9.0877,385.4228,0.00038542
SP,2010,8/3/10,Bacillariophyta,Urosolenia longiseta,3.549203,Urosolenia,1,9.0877,9.0877,9135.9472,0.00913595
SP,2010,8/3/10,Chlorophyta,Chlorococcaceae,0.504653,,1,54.5262,54.5262,1299.0151,0.00129902
SP,2010,8/3/10,Chlorophyta,Chlamydomonas ,8.41236,Chlamydomonas,1,18.1754,18.1754,21654.1291,0.02165413
SP,2010,8/3/10,Chlorophyta,Monoraphidium arcuatum,0.223233,Monoraphidium,1,18.1754,18.1754,574.6186,0.00057462
SP,2010,8/3/10,Chlorophyta,Monoraphidium griffithii,0.33274,Monoraphidium,1,9.0877,9.0877,856.4953,0.0008565
SP,2010,8/3/10,Chlorophyta,Mucidosphaerium pulchellum,0.665475,Mucidosphaerium,5,18.1754,90.877,1712.9905,0.00171299
SP,2010,8/3/10,Chlorophyta,Oocystis parva,0.369708,Oocystis,1,9.0877,9.0877,951.6616,0.00095166
SP,2010,8/3/10,Chlorophyta,Schroederia judayi,0.224783,Schroederia,1,18.1754,18.1754,578.6099,0.00057861
SP,2010,8/3/10,Chlorophyta,Sphaerocystis schroeteri,0.872512,Sphaerocystis,6,18.1754,109.0523,2245.9203,0.00224592
SP,2010,8/3/10,Chrysophyta,Chrysophyceae,0.147742,,1,27.2631,27.2631,380.301,0.0003803
SP,2010,8/3/10,Chrysophyta,Chrysophyceae,0.422356,,1,18.1754,18.1754,1087.1828,0.00108718
SP,2010,8/3/10,Chrysophyta,Chrysosphaerella ,10.652042,Chrysosphaerella,1,54.5262,54.5262,27419.2647,0.02741926
SP,2010,8/3/10,Chrysophyta,Dinobryon ,0.554562,Dinobryon,1,18.1754,18.1754,1427.4915,0.00142749
SP,2010,8/3/10,Chrysophyta,Dinobryon bavaricum,1.109124,Dinobryon,1,18.1754,18.1754,2854.983,0.00285498
SP,2010,8/3/10,Chrysophyta,Mallomonas ,4.259044,Mallomonas,1,9.0877,9.0877,10963.1373,0.01096314
SP,2010,8/3/10,Cryptophyta,Cryptomonas erosa,3.172098,Cryptomonas,1,45.4385,45.4385,8165.2532,0.00816525
SP,2010,8/3/10,Cryptophyta,Cryptomonas lucens,1.774603,Cryptomonas,1,45.4385,45.4385,4567.9754,0.00456798
SP,2010,8/3/10,Cryptophyta,Rhodomonas minuta,0.591534,Rhodomonas,1,45.4385,45.4385,1522.657,0.00152266
SP,2010,8/3/10,Cyanophyta,Aphanocapsa delicatissima,0.033274,Aphanocapsa,6,27.2631,163.5785,85.6497,8.57E-05
SP,2010,8/3/10,Cyanophyta,Pseudanabaena acicularis,17.014547,Pseudanabaena,24.35,572.5248,13940.9787,43796.8871,0.04379689
SP,2010,8/3/10,Cyanophyta,Pseudanabaena galeata,1.996426,Pseudanabaena,20,27.2631,545.2617,5138.9716,0.00513897
SP,2010,8/3/10,Cyanophyta,Synechococcus elongatus,0.005548,Synechococcus,1,9.0877,9.0877,14.275,1.43E-05
SP,2010,8/3/10,Cyanophyta,Synechocystis ,0.037431,Synechocystis,1,54.5262,54.5262,96.3532,9.64E-05
SP,2010,8/3/10,Euglenophyta,Trachelomonas volvocina,0.578485,Trachelomonas,1,1.6458,1.6458,1489.0687,0.00148907
SP,2010,8/3/10,Haptophyta,Chrysochromulina parva,4.164105,Chrysochromulina,1,354.4201,354.4201,10718.7628,0.01071876
SP,2010,8/3/10,Pyrrhophyta,Gymnodinium sp. 1,14.788342,Gymnodinium,1,9.0877,9.0877,38066.4483,0.03806645
SP,2010,8/3/10,Total,Total,100.000001,Total,86.35,1764.6589,15951.0053,257408.4966,0.2574085
SP,2010,11/11/10,Bacillariophyta,Cyclostephanos damasii,12.282272,Cyclostephanos,1,6.0585,6.0585,52227.1669,0.05222717
SP,2010,11/11/10,Bacillariophyta,Cyclotella hakanssoniae,2.633595,Cyclotella,1,199.9293,199.9293,11198.6795,0.01119868
SP,2010,11/11/10,Bacillariophyta,Cyclotella sp. 1,0.353886,Cyclotella,1,30.2923,30.2923,1504.8133,0.00150481
SP,2010,11/11/10,Bacillariophyta,Fragilaria filiformis,1.930089,Fragilaria,1.3333,24.2339,32.311,8207.1993,0.0082072
SP,2010,11/11/10,Bacillariophyta,Synedra ulna,0.528437,Synedra,1,0.5486,0.5486,2247.0413,0.00224704
SP,2010,11/11/10,Bacillariophyta,Urosolenia longiseta,17.188018,Urosolenia,1,18.1754,18.1754,73087.5809,0.07308758
SP,2010,11/11/10,Chlorophyta,Chlorococcaceae,0.572933,,1,48.4677,48.4677,2436.2535,0.00243625
SP,2010,11/11/10,Chlorophyta,Chlamydomonas ,1.882088,Chlamydomonas,1,36.3508,36.3508,8003.0896,0.00800309
SP,2010,11/11/10,Chlorophyta,Monomastix minuta,0.033571,Monomastix,1,12.1169,12.1169,142.7495,0.00014275
SP,2010,11/11/10,Chlorophyta,Oocystis parva,0.322275,Oocystis,4,12.1169,48.4677,1370.3917,0.00137039
SP,2010,11/11/10,Chrysophyta,Chrysophyceae,0.596805,,1,60.5846,60.5846,2537.7631,0.00253776
SP,2010,11/11/10,Chrysophyta,Chrysophyceae,0.363098,,1,6.0585,6.0585,1543.9752,0.00154398
SP,2010,11/11/10,Chrysophyta,Chrysococcus minutus,0.04309,Chrysococcus,1,6.0585,6.0585,183.2267,0.00018323
SP,2010,11/11/10,Chrysophyta,Dinobryon ,0.895208,Dinobryon,1,48.4677,48.4677,3806.644,0.00380664
SP,2010,11/11/10,Chrysophyta,Dinobryon bavaricum,0.895208,Dinobryon,3,6.0585,18.1754,3806.6446,0.00380664
SP,2010,11/11/10,Chrysophyta,Dinobryon sociale,0.149201,Dinobryon,1,6.0585,6.0585,634.4411,0.00063444
SP,2010,11/11/10,Chrysophyta,Mallomonas ,0.948921,Mallomonas,1,12.1169,12.1169,4035.0433,0.00403504
SP,2010,11/11/10,Chrysophyta,Mallomonas caudata,17.188018,Mallomonas,1,6.0585,6.0585,73087.5809,0.07308758
SP,2010,11/11/10,Cryptophyta,Cryptomonas erosa,33.022033,Cryptomonas,1,90.877,90.877,140417.6126,0.14041761
SP,2010,11/11/10,Cryptophyta,Rhodomonas minuta,0.907145,Rhodomonas,1,115.1108,115.1108,3857.3976,0.0038574
SP,2010,11/11/10,Cryptophyta,Rhodomonas minuta,3.357035,Rhodomonas,1,151.4616,151.4616,14274.9212,0.01427492
SP,2010,11/11/10,Cyanophyta,Aphanocapsa delicatissima,0.005969,Aphanocapsa,8,6.0585,48.4677,25.3777,2.54E-05
SP,2010,11/11/10,Cyanophyta,Synechocystis ,0.030212,Synechocystis,1,72.7016,72.7016,128.4709,0.00012847
SP,2010,11/11/10,Euglenophyta,Trachelomonas volvocina,2.578203,Trachelomonas,1,12.1169,12.1169,10963.1373,0.01096314
SP,2010,11/11/10,Haptophyta,Chrysochromulina parva,1.292683,Chrysochromulina,1,181.7539,181.7539,5496.8015,0.0054968
SP,2010,11/11/10,Total,Total,99.999993,Total,37.3333,1169.8323,1268.7863,425224.0032,0.42522399
SP,2011,2/14/11,,Rhodospirillum rubrum,7.805254,Rhodospirillum,1,3544.2011,3544.2011,3479.3422,0.00347934
SP,2011,2/14/11,Bacillariophyta,Asterionella formosa,2.370443,Asterionella,2,2.743,5.4859,1056.6712,0.00105667
