"sampledate","Aphanothece bacilloidea","Genus","CellBioVol"
1998-02-23,0,"Pseudostaurosira",0
1998-02-23,0,"Stauroforma",0
1998-02-23,0,"Stephanodiscus",0
1998-02-23,0,"Tabellaria",0
1998-02-23,0,"Achnanthidium",0
1998-02-23,0,"Segmented Green",0
1998-02-23,0,"Gomphoneis",0
1998-02-23,0,"Gloeocapsa",0
1998-02-23,0,"Mallomonas",0
1998-02-23,0,"Cyclotella",0
1998-02-23,0,"Nitzschia",0
1998-02-23,0,"Synura",0
1998-02-23,0,"Discostella",0
1998-02-23,0,"Anabaena",0
1998-02-23,0,"Chroococcus",0
1998-02-23,0,"Planktolyngabia",0
1998-02-23,0,"Staurosira",0
1998-02-23,0,"Chroococcus cf. kidneys",0
1998-02-23,0,"Cosmarium",0
1998-02-23,0,"Planktothrix",0
1998-02-23,0,"Small Chroococcus",0
1998-02-23,0,"Long thin rod",0
1998-04-20,0,"Cf. Komvophoron / Trichormus",58.685121
1998-04-20,0,"Cryptomonad",21280.6586
1998-04-20,0,"Cyclostephanos",0
1998-04-20,0,"Limnothrix",293.424092
1998-04-20,0,"Lindavia",0
1998-04-20,0,"Microcystis",0
1998-04-20,0,"Naked Dinoflagellate",84042.48044
1998-04-20,0,"Peanut",169.9702
1998-04-20,0,"TotalBiovolume",181669.4978
1998-04-20,0,"NA",0
1998-04-20,0,"Armored Dinoflagellate",62115.28506
1998-04-20,0,"Cf. Planktolyngabia",628.3185308
1998-04-20,0,"Cocconeis",0
1998-04-20,0,"Rhoicosphenia",0
1998-04-20,0,"Diatoma mesodon",0
1998-04-20,0,"Dinobryon",7238.609
1998-04-20,0,"Elakatothrix",0
1998-04-20,0,"Navicula",0
1998-04-20,0,"Sellaphora",0
1998-04-20,0,"Asterionella",545.5867498
1998-04-20,0,"Asterocapsa",0
1998-04-20,0,"Cyanobacteria",0
1998-04-20,0,"Fragilaria",4978.48
1998-04-20,0,"Nostoc",0
1998-04-20,0,"Cf. Cavinula",0
1998-04-20,0,"Merismopedia",318
1998-04-20,0,"Diploneis",0
1998-04-20,0,"Encyonema",0
1998-04-20,0,"Planothidium",0
1998-04-20,0,"Cf. Coelosphaerium",0
1998-04-20,0,"Hippodonta",0
1998-04-20,0,"Epithemia",0
1998-04-20,0,"Euglena",0
1998-04-20,0,"Placoneis",0
1998-04-20,0,"Tetraedron victoriae",0
1998-04-20,0,"Flagellated Green",0
1998-04-20,0,"Aulacoseira",0
1998-04-20,0,"Pseudostaurosira",0
1998-04-20,0,"Stauroforma",0
1998-04-20,0,"Stephanodiscus",0
1998-04-20,0,"Tabellaria",0
1998-04-20,0,"Achnanthidium",0
1998-04-20,0,"Segmented Green",0
1998-04-20,0,"Gomphoneis",0
1998-04-20,0,"Gloeocapsa",0
1998-04-20,0,"Mallomonas",0
1998-04-20,0,"Cyclotella",0
1998-04-20,0,"Nitzschia",0
1998-04-20,0,"Synura",0
1998-04-20,0,"Discostella",0
1998-04-20,0,"Anabaena",0
1998-04-20,0,"Chroococcus",0
1998-04-20,0,"Planktolyngabia",0
1998-04-20,0,"Staurosira",0
1998-04-20,0,"Chroococcus cf. kidneys",0
1998-04-20,0,"Cosmarium",0
1998-04-20,0,"Planktothrix",0
1998-04-20,0,"Small Chroococcus",0
1998-04-20,0,"Long thin rod",0
1998-06-15,0,"Cf. Komvophoron / Trichormus",3834.094572
1998-06-15,0,"Cryptomonad",24794.8958
1998-06-15,0,"Cyclostephanos",188.494
1998-06-15,0,"Limnothrix",2166.824064
1998-06-15,0,"Lindavia",0
1998-06-15,0,"Microcystis",1483.535133
1998-06-15,0,"Naked Dinoflagellate",77038.94041
1998-06-15,0,"Peanut",1019.8212
1998-06-15,0,"TotalBiovolume",167909.7456
1998-06-15,0,"NA",0
1998-06-15,0,"Armored Dinoflagellate",13122.94755
1998-06-15,0,"Cf. Planktolyngabia",5654.866777
1998-06-15,0,"Cocconeis",0
1998-06-15,0,"Rhoicosphenia",0
1998-06-15,0,"Diatoma mesodon",0
1998-06-15,0,"Dinobryon",21715.827
1998-06-15,0,"Elakatothrix",7.792827
1998-06-15,0,"Navicula",0
1998-06-15,0,"Sellaphora",0
1998-06-15,0,"Asterionella",10911.735
1998-06-15,0,"Asterocapsa",0
1998-06-15,0,"Cyanobacteria",3490.7828
1998-06-15,0,"Fragilaria",2178.085
1998-06-15,0,"Nostoc",0
1998-06-15,0,"Cf. Cavinula",0
1998-06-15,0,"Merismopedia",12
1998-06-15,0,"Diploneis",241.4706653
1998-06-15,0,"Encyonema",47.63282781
1998-06-15,0,"Planothidium",0
1998-06-15,0,"Cf. Coelosphaerium",0
1998-06-15,0,"Hippodonta",0
1998-06-15,0,"Epithemia",0
1998-06-15,0,"Euglena",0
1998-06-15,0,"Placoneis",0
1998-06-15,0,"Tetraedron victoriae",0
1998-06-15,0,"Flagellated Green",0
1998-06-15,0,"Aulacoseira",0
1998-06-15,0,"Pseudostaurosira",0
1998-06-15,0,"Stauroforma",0
1998-06-15,0,"Stephanodiscus",0
1998-06-15,0,"Tabellaria",0
1998-06-15,0,"Achnanthidium",0
1998-06-15,0,"Segmented Green",0
1998-06-15,0,"Gomphoneis",0
1998-06-15,0,"Gloeocapsa",0
1998-06-15,0,"Mallomonas",0
1998-06-15,0,"Cyclotella",0
1998-06-15,0,"Nitzschia",0
1998-06-15,0,"Synura",0
1998-06-15,0,"Discostella",0
1998-06-15,0,"Anabaena",0
1998-06-15,0,"Chroococcus",0
1998-06-15,0,"Planktolyngabia",0
1998-06-15,0,"Staurosira",0
1998-06-15,0,"Chroococcus cf. kidneys",0
1998-06-15,0,"Cosmarium",0
1998-06-15,0,"Planktothrix",0
1998-06-15,0,"Small Chroococcus",0
1998-06-15,0,"Long thin rod",0
1998-08-12,0,"Cf. Komvophoron / Trichormus",1946.389847
1998-08-12,0,"Cryptomonad",6833.239
1998-08-12,0,"Cyclostephanos",0
1998-08-12,0,"Limnothrix",2787.528874
1998-08-12,0,"Lindavia",7596.294328
1998-08-12,0,"Microcystis",1540.351372
1998-08-12,0,"Naked Dinoflagellate",105053.1006
1998-08-12,0,"Peanut",0
1998-08-12,0,"TotalBiovolume",193824.5166
1998-08-12,0,"NA",0
1998-08-12,0,"Armored Dinoflagellate",12248.08438
1998-08-12,0,"Cf. Planktolyngabia",27331.85609
1998-08-12,0,"Cocconeis",0
1998-08-12,0,"Rhoicosphenia",0
1998-08-12,0,"Diatoma mesodon",0
1998-08-12,0,"Dinobryon",11374.957
1998-08-12,0,"Elakatothrix",194.820675
1998-08-12,0,"Navicula",0
1998-08-12,0,"Sellaphora",0
1998-08-12,0,"Asterionella",1091.1735
1998-08-12,0,"Asterocapsa",0
1998-08-12,0,"Cyanobacteria",15446.71389
1998-08-12,0,"Fragilaria",0
1998-08-12,0,"Nostoc",0
1998-08-12,0,"Cf. Cavinula",0
1998-08-12,0,"Merismopedia",0
1998-08-12,0,"Diploneis",0
1998-08-12,0,"Encyonema",0
1998-08-12,0,"Planothidium",380.0070474
1998-08-12,0,"Cf. Coelosphaerium",0
1998-08-12,0,"Hippodonta",0
1998-08-12,0,"Epithemia",0
1998-08-12,0,"Euglena",0
1998-08-12,0,"Placoneis",0
1998-08-12,0,"Tetraedron victoriae",0
1998-08-12,0,"Flagellated Green",0
1998-08-12,0,"Aulacoseira",0
1998-08-12,0,"Pseudostaurosira",0
1998-08-12,0,"Stauroforma",0
1998-08-12,0,"Stephanodiscus",0
1998-08-12,0,"Tabellaria",0
1998-08-12,0,"Achnanthidium",0
1998-08-12,0,"Segmented Green",0
1998-08-12,0,"Gomphoneis",0
1998-08-12,0,"Gloeocapsa",0
1998-08-12,0,"Mallomonas",0
1998-08-12,0,"Cyclotella",0
1998-08-12,0,"Nitzschia",0
1998-08-12,0,"Synura",0
1998-08-12,0,"Discostella",0
1998-08-12,0,"Anabaena",0
1998-08-12,0,"Chroococcus",0
1998-08-12,0,"Planktolyngabia",0
1998-08-12,0,"Staurosira",0
1998-08-12,0,"Chroococcus cf. kidneys",0
1998-08-12,0,"Cosmarium",0
1998-08-12,0,"Planktothrix",0
1998-08-12,0,"Small Chroococcus",0
1998-08-12,0,"Long thin rod",0
1998-11-12,0,"Cf. Komvophoron / Trichormus",58.685121
1998-11-12,0,"Cryptomonad",11323.6532
1998-11-12,0,"Cyclostephanos",0
1998-11-12,0,"Limnothrix",0
1998-11-12,0,"Lindavia",310.959417
1998-11-12,0,"Microcystis",78.91144323
1998-11-12,0,"Naked Dinoflagellate",105053.1006
1998-11-12,0,"Peanut",0
1998-11-12,0,"TotalBiovolume",147520.6467
1998-11-12,0,"NA",0
1998-11-12,0,"Armored Dinoflagellate",19246.98974
1998-11-12,0,"Cf. Planktolyngabia",314.1592654
1998-11-12,0,"Cocconeis",0
1998-11-12,0,"Rhoicosphenia",0
1998-11-12,0,"Diatoma mesodon",0
1998-11-12,0,"Dinobryon",1034.087
1998-11-12,0,"Elakatothrix",38.964135
1998-11-12,0,"Navicula",0
1998-11-12,0,"Sellaphora",0
1998-11-12,0,"Asterionella",0
1998-11-12,0,"Asterocapsa",0
1998-11-12,0,"Cyanobacteria",6981.5656
1998-11-12,0,"Fragilaria",2178.085785
1998-11-12,0,"Nostoc",0
