sampledate,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlor.surf,avsnow,totice,whiteice,blueice,division,biovolume,Season,,
6/8/10,13.75,9.11,94.73,NA,0.16,6.14,1.39,7.54,7.92,NA,8.61,8.73,2.85,2.83,9.56,NA,60.49,195.2,214.44,7.14,10.94,4020.94,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,0,Chlorophyta,27256.2915,1,,27256.2915
6/8/10,13.75,9.11,94.73,NA,0.16,6.14,1.39,7.54,7.92,NA,8.61,8.73,2.85,2.83,9.56,NA,60.49,195.2,214.44,7.14,10.94,4020.94,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,0,Chrysophyta,110155.8632,1,,110155.8632
6/8/10,13.75,9.11,94.73,NA,0.16,6.14,1.39,7.54,7.92,NA,8.61,8.73,2.85,2.83,9.56,NA,60.49,195.2,214.44,7.14,10.94,4020.94,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,0,Cryptophyta,50894.8378,1,,50894.8378
6/8/10,13.75,9.11,94.73,NA,0.16,6.14,1.39,7.54,7.92,NA,8.61,8.73,2.85,2.83,9.56,NA,60.49,195.2,214.44,7.14,10.94,4020.94,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,0,Cyanophyta,21395.1243,1,,21395.1243
6/8/10,13.75,9.11,94.73,NA,0.16,6.14,1.39,7.54,7.92,NA,8.61,8.73,2.85,2.83,9.56,NA,60.49,195.2,214.44,7.14,10.94,4020.94,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,0,Haptophyta,11543.2831,1,,
6/8/10,13.75,9.11,94.73,NA,0.16,6.14,1.39,7.54,7.92,NA,8.61,8.73,2.85,2.83,9.56,NA,60.49,195.2,214.44,7.14,10.94,4020.94,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,0,Pyrrhophyta,76180.4798,1,,76180.4798
6/8/10,13.75,9.11,94.73,NA,0.16,6.14,1.39,7.54,7.92,NA,8.61,8.73,2.85,2.83,9.56,NA,60.49,195.2,214.44,7.14,10.94,4020.94,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,0,Total,324142.0228,1,,
6/21/10,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0,0,0,0,NA,NA,NA,,
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Bacillariophyta,82913.2489,1,,82913.2489
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Chlorophyta,18147.2857,1,,18147.2857
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Chrysophyta,206358.2682,1,,206358.2682
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Cryptophyta,61972.1756,1,,61972.1756
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Cyanophyta,56202.9964,1,,56202.9964
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Haptophyta,6321.3217,1,,
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Pyrrhophyta,26942.9514,1,,26942.9514
7/6/10,16.81,8.44,93.84,NA,0.22,3.4,1.03,7.43,8.01,NA,8.18,8.27,2.82,2.75,1.7,NA,38.47,112.68,120.57,5.64,9.27,1773.52,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Total,458858.2479,1,,
7/20/10,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0,0,0,0,NA,NA,NA,,
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Bacillariophyta,69740.3939,1,,69740.3939
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chlorophyta,29873.4404,1,,29873.4404
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chrysophyta,44132.3603,1,,44132.3603
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cryptophyta,14255.8856,1,,14255.8856
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cyanophyta,49132.1366,1,,49132.1366
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Euglenophyta,1489.0687,1,,
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Haptophyta,10718.7628,1,,
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Pyrrhophyta,38066.4483,1,,
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Total,257408.4966,1,,
8/6/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,,
8/17/10,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0,0,0,0,NA,NA,NA,,
9/1/10,18.47,7.61,88.52,NA,0.19,4.74,4.83,7.44,8.04,NA,8.77,8.91,2.92,2.95,3.02,NA,51.07,312.52,340.69,5.62,12.42,3441.26,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,NA,NA,NA,,
9/14/10,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0,0,0,NA,NA,NA,,
9/28/10,14.31,7.01,74.18,NA,0.15,2.93,3.1,7.33,8.01,NA,9.18,9.16,2.9,2.84,2.04,NA,60.37,214.55,257.44,12.84,17.17,3040.99,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,NA,NA,NA,,
10/12/10,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0,0,0,NA,NA,NA,,
10/26/10,11.95,8.66,85.69,NA,0.15,2.06,1.77,7,7.88,NA,9.4,9.64,12.97,12.62,6,NA,134.75,280.24,304.43,17.98,28.04,4417.49,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,,
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Bacillariophyta,148472.4812,1,,148472.4812
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chlorophyta,11952.4843,1,,11952.4843
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,89635.3189,1,,89635.3189
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Cryptophyta,158549.9314,1,,158549.9314
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Cyanophyta,153.8486,1,,153.8486
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Euglenophyta,10963.1373,1,,
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Haptophyta,5496.8015,1,,
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Total,425224.0032,1,,
1/18/11,10.56,2.85,26.84,NA,0,2.52,0.32,7.41,7.88,NA,8.91,8.6,NA,NA,92.31,NA,92.31,257.25,276.44,10.24,11.78,2720.72,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10.5,16.9,31,10,21,NA,NA,NA,,
1/18/11,10.56,2.85,26.84,NA,0,2.52,0.32,7.41,7.88,NA,8.91,8.6,NA,NA,92.31,NA,92.31,257.25,276.44,10.24,11.78,2720.72,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.4,16.9,31,10,21,NA,NA,NA,,
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,,3479.3422,0,,
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Bacillariophyta,1056.6712,0,,
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chlorophyta,3335.8112,0,,3335.8112
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chrysophyta,16176.0753,0,,16176.0753
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cryptophyta,14631.7912,0,,14631.7912
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cyanophyta,3835.9062,0,,3835.9062
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Haptophyta,2061.3005,0,,
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Total,44576.8978,0,,
3/21/11,3.49,10.3,81.97,NA,0.09,3.78,0.37,7.34,7.61,NA,9.82,9.92,2.72,2.53,105.41,NA,463.45,435.44,621.43,25.05,39.27,2481.38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.4,43,7,36,NA,NA,NA,,
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,142629.0499,1,,142629.0499
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Chlorophyta,18858.4769,1,,18858.4769
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Chrysophyta,83409.0394,1,,83409.0394
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Cryptophyta,181549.9756,1,,181549.9756
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Cyanophyta,6248.9902,1,,6248.9902
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Haptophyta,41226.0109,1,,
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Miscellaneous,18528.838,1,,
