"sampledate","division","genus","taxa_name","biovolume_conc"
2011-06-01,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2011-06-01,"Cryptophyta","Cryptomonas","Cryptomonas erosa",1418641.328
2011-06-01,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima",570.9981
2011-06-01,"Cyanophyta","Phormidium","Phormidium ",2206.0277
2011-06-01,"Euglenophyta","Euglena","Euglena ",29806.0252
2011-06-01,"Euglenophyta","Euglena","Euglena acus",9764.045
2011-06-01,"NA","Rhodospirillum","Rhodospirillum rubrum",30477.0215
2011-06-01,"Total","Total","Total",1974378.175
2011-07-25,"Bacillariophyta","Actinella","Actinella punctata",823.8362
2011-07-25,"Bacillariophyta","Asterionella","Asterionella formosa",2240.3002
2011-07-25,"Chlorophyta","Chlamydomonas","Chlamydomonas ",19325.8779
2011-07-25,"Chlorophyta","","Chlorococcaceae",1827.1889
2011-07-25,"Chlorophyta","","Chlorophyta",0
2011-07-25,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",131.9636
2011-07-25,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2011-07-25,"Chlorophyta","Mougeotia","Mougeotia ",205558.8214
2011-07-25,"Chlorophyta","Stichococcus","Stichococcus bacillaris",28.5499
2011-07-25,"Chrysophyta","NA","Chrysophyceae",8873.8617
2011-07-25,"Chrysophyta","NA","Chrysocapsaceae",0
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon cylindricum",15242.3136
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon cyst",3046.585
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon ",0
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon sociale",0
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2011-07-25,"Chrysophyta","Kephyrion","Kephyrion ",0
2011-07-25,"Chrysophyta","Kephyrion","Kephyrion planctonicum",114.1996
2011-07-25,"Cryptophyta","Cryptomonas","Cryptomonas erosa",157239.8087
2011-07-25,"Cryptophyta","Rhodomonas","Rhodomonas minuta",406.0419
2011-07-25,"Euglenophyta","Euglena","Euglena ",15896.5489
2011-07-25,"Euglenophyta","Euglena","Euglena acus",0
2011-07-25,"Haptophyta","Chrysochromulina","Chrysochromulina parva",183.2267
2011-07-25,"Miscellaneous","Miscellaneous","Miscellaneous",2506.041
2011-07-25,"NA","Rhodospirillum","Rhodospirillum rubrum",4782.1088
2011-07-25,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",0
2011-07-25,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",456.7972
2011-07-25,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2011-07-25,"Total","Total","Total",438684.0712
2011-08-23,"Chlorophyta","Chlamydomonas","Chlamydomonas ",108663.0247
2011-08-23,"Chlorophyta","","Chlorococcaceae",2055.5876
2011-08-23,"Chlorophyta","","Chlorophyta",549.6801
2011-08-23,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum",1044.6487
2011-08-23,"Chlorophyta","Oocystis","Oocystis parva",5329.3043
2011-08-23,"Chlorophyta","Oocystis","Oocystis pusilla",0
2011-08-23,"Chlorophyta","Schroederia","Schroederia judayi",102.78
2011-08-23,"Chlorophyta","Sphaerocystis","Sphaerocystis schroeteri",22573.4021
2011-08-23,"Chrysophyta","NA","Chrysophyceae",35533.475
2011-08-23,"Chrysophyta","NA","Chrysocapsaceae",0
2011-08-23,"Chrysophyta","Gonyostomum","Gonyostomum semen",456797.3798
2011-08-23,"Cryptophyta","Cryptomonas","Cryptomonas erosa",2067023.336
2011-08-23,"Cyanophyta","Phormidium","Phormidium ",1812.0311
2011-08-23,"Cyanophyta","Synechocystis","Synechocystis ",64.2355
2011-08-23,"Euglenophyta","Euglena","Euglena ",8313.7125
2011-08-23,"Euglenophyta","Euglena","Euglena acus",0
2011-08-23,"NA","Rhodospirillum","Rhodospirillum rubrum",7744.1612
2011-08-23,"Total","Total","Total",2717606.759
2011-11-11,"Bacillariophyta","Asterionella","Asterionella formosa",585.167
2011-11-11,"Chlorophyta","Chlamydomonas","Chlamydomonas ",7079.0888
2011-11-11,"Chrysophyta","NA","Chrysophyceae",20700.1792
2011-11-11,"Chrysophyta","NA","Chrysocapsaceae",0
2011-11-11,"Chrysophyta","Mallomonas","Mallomonas ",68519.6067
2011-11-11,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2011-11-11,"Cryptophyta","Cryptomonas","Cryptomonas erosa",728330.1268
2011-11-11,"Euglenophyta","Euglena","Euglena ",8983.6819
2011-11-11,"Euglenophyta","Euglena","Euglena acus",0
2011-11-11,"NA","Rhodospirillum","Rhodospirillum rubrum",1723.6813
2011-11-11,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",1605.9283
2011-11-11,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",0
2011-11-11,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2011-11-11,"Total","Total","Total",837527.46
2012-02-20,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",3681.071
2012-02-20,"Bacillariophyta","Tabellaria","Tabellaria binalis",0
2012-02-20,"Chlorophyta","Chlamydomonas","Chlamydomonas ",185529.3382
2012-02-20,"Chlorophyta","Spinocosmarium","Spinocosmarium ",4111.7957
2012-02-20,"Chrysophyta","NA","Chrysophyceae",10905.3472
2012-02-20,"Chrysophyta","NA","Chrysocapsaceae",0
2012-02-20,"Chrysophyta","Mallomonas","Mallomonas ",4414.7737
2012-02-20,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2012-02-20,"Cryptophyta","Cryptomonas","Cryptomonas erosa",142624.2236
2012-02-20,"Cryptophyta","Rhodomonas","Rhodomonas minuta",3153.4078
2012-02-20,"Cyanophyta","Synechococcus","Synechococcus ",0
2012-02-20,"Cyanophyta","Synechococcus","Synechococcus elongatus",39.4177
2012-02-20,"Euglenophyta","Euglena","Euglena ",54751.0818
2012-02-20,"Euglenophyta","Euglena","Euglena acus",0
2012-02-20,"Miscellaneous","Miscellaneous","Miscellaneous",5676.1378
2012-02-20,"NA","Rhodospirillum","Rhodospirillum rubrum",2983.2721
2012-02-20,"Total","Total","Total",417869.8666
2012-04-02,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",3591.9308
2012-04-02,"Bacillariophyta","Cyclotella","Cyclotella ocellata",0
2012-04-02,"Chlorophyta","Chlamydomonas","Chlamydomonas ",1433268.301
2012-04-02,"Chrysophyta","NA","Chrysophyceae",114500.5215
2012-04-02,"Chrysophyta","NA","Chrysocapsaceae",0
2012-04-02,"Cryptophyta","Cryptomonas","Cryptomonas erosa",31928.2729
2012-04-02,"Cyanophyta","Synechococcus","Synechococcus ",0
2012-04-02,"Cyanophyta","Synechococcus","Synechococcus elongatus",88.6899
2012-04-02,"Cyanophyta","Synechocystis","Synechocystis ",224.4899
2012-04-02,"NA","Rhodospirillum","Rhodospirillum rubrum",40324.1163
2012-04-02,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",62792.2674
2012-04-02,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",0
2012-04-02,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2012-04-02,"Total","Total","Total",1686718.59
2012-06-26,"Bacillariophyta","Stephanodiscus","Stephanodiscus parvus",4730.114
2012-06-26,"Bacillariophyta","Stephanodiscus","Stephanodiscus medius",0
2012-06-26,"Chlorophyta","Chlamydomonas","Chlamydomonas ",72709.2984
2012-06-26,"Chlorophyta","Monomastix","Monomastix minuta",554.3116
2012-06-26,"Chlorophyta","Monomastix","Monomastix astigmata",0
2012-06-26,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",975.5856
2012-06-26,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2012-06-26,"Chrysophyta","NA","Chrysophyceae",31087.5373
2012-06-26,"Chrysophyta","NA","Chrysocapsaceae",0
2012-06-26,"Chrysophyta","Dinobryon","Dinobryon cylindricum",1576.7039
2012-06-26,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2012-06-26,"Chrysophyta","Dinobryon","Dinobryon ",0
2012-06-26,"Chrysophyta","Dinobryon","Dinobryon sociale",0
2012-06-26,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2012-06-26,"Chrysophyta","Gonyostomum","Gonyostomum semen",25698.7234
2012-06-26,"Chrysophyta","Mallomonas","Mallomonas ",34490.4206
2012-06-26,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2012-06-26,"Cryptophyta","Cryptomonas","Cryptomonas erosa",296814.7088
2012-06-26,"Euglenophyta","Euglena","Euglena ",113404.5155
2012-06-26,"Euglenophyta","Euglena","Euglena acus",0
2012-06-26,"Haptophyta","Chrysochromulina","Chrysochromulina parva",711.4889
2012-06-26,"NA","Rhodospirillum","Rhodospirillum rubrum",7021.2805
2012-06-26,"Total","Total","Total",589774.6885
2012-07-23,"Chlorophyta","Chlamydomonas","Chlamydomonas ",3680.6207
2012-07-23,"Chlorophyta","NA","Chlorococcaceae",8634.9244
2012-07-23,"Chlorophyta","NA","Chlorophyta",0
2012-07-23,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",591.2657
2012-07-23,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2012-07-23,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum",1181.3994
2012-07-23,"Chrysophyta","NA","Chrysophyceae",34294.3154
2012-07-23,"Chrysophyta","NA","Chrysocapsaceae",0
2012-07-23,"Chrysophyta","Gonyostomum","Gonyostomum semen",1351039.017
2012-07-23,"Chrysophyta","Mallomonas","Mallomonas ",17737.9294
2012-07-23,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2012-07-23,"Cryptophyta","Cryptomonas","Cryptomonas erosa",32933.4232
2012-07-23,"Cyanophyta","Synechocystis","Synechocystis ",49.8866
2012-07-23,"Euglenophyta","Euglena","Euglena ",34101.1744
2012-07-23,"Euglenophyta","Euglena","Euglena acus",0
2012-07-23,"NA","Rhodospirillum","Rhodospirillum rubrum",4972.1201
2012-07-23,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",0
2012-07-23,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",1064.2755
2012-07-23,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2012-07-23,"Total","Total","Total",1490280.352
2012-08-21,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",2394.6205
2012-08-21,"Bacillariophyta","Cyclotella","Cyclotella ocellata",692.8881
2012-08-21,"Chlorophyta","Botryococcus","Botryococcus braunii",71897.7441
2012-08-21,"Chlorophyta","Chlamydomonas","Chlamydomonas ",115813.1856
2012-08-21,"Chlorophyta","NA","Chlorococcaceae",10583.6339
2012-08-21,"Chlorophyta","NA","Chlorophyta",0
2012-08-21,"Chlorophyta","Monomastix","Monomastix minuta",6073.3808
2012-08-21,"Chlorophyta","Monomastix","Monomastix astigmata",0
2012-08-21,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",931.2407
2012-08-21,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2012-08-21,"Chrysophyta","NA","Chrysophyceae",47682.6559
2012-08-21,"Chrysophyta","NA","Chrysocapsaceae",0
2012-08-21,"Chrysophyta","Gonyostomum","Gonyostomum semen",376931.0182
2012-08-21,"Chrysophyta","Mallomonas","Mallomonas ",36050.5699
2012-08-21,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2012-08-21,"Chrysophyta","Uroglena","Uroglena ",1108.6204
2012-08-21,"Cryptophyta","Cryptomonas","Cryptomonas erosa",178585.4826
2012-08-21,"Cryptophyta","Rhodomonas","Rhodomonas minuta",1330.3451
2012-08-21,"Cyanophyta","Synechocystis","Synechocystis ",49.8866
2012-08-21,"Euglenophyta","Euglena","Euglena ",30863.9917
2012-08-21,"Euglenophyta","Euglena","Euglena acus",0
2012-08-21,"NA","Rhodospirillum","Rhodospirillum rubrum",3602.8138
2012-08-21,"Pyrrhophyta","Peridinium","Peridinium ",0
2012-08-21,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",4434.483
2012-08-21,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2012-08-21,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2012-08-21,"Total","Total","Total",889026.5609
2012-11-05,"Bacillariophyta","Actinella","Actinella punctata",13020.6865
2012-11-05,"Bacillariophyta","Asterionella","Asterionella formosa",3768.5987
2012-11-05,"Chlorophyta","Chlamydomonas","Chlamydomonas ",119724.6544
2012-11-05,"Chlorophyta","NA","Chlorococcaceae",1402.4042
2012-11-05,"Chlorophyta","NA","Chlorophyta",0
2012-11-05,"Chlorophyta","Monomastix","Monomastix minuta",803.7518
2012-11-05,"Chlorophyta","Monomastix","Monomastix astigmata",0
2012-11-05,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",498.8794
2012-11-05,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2012-11-05,"Chlorophyta","Oocystis","Oocystis parva",1995.5176
2012-11-05,"Chlorophyta","Oocystis","Oocystis pusilla",0
2012-11-05,"Chrysophyta","NA","Chrysophyceae",10931.8169
2012-11-05,"Chrysophyta","NA","Chrysocapsaceae",0
2012-11-05,"Cryptophyta","Cryptomonas","Cryptomonas erosa",42792.7551
2012-11-05,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima",199.5522
2012-11-05,"Cyanophyta","Synechococcus","Synechococcus ",44.3449
2012-11-05,"Cyanophyta","Synechococcus","Synechococcus elongatus",0
2012-11-05,"Cyanophyta","Synechocystis","Synechocystis ",18.7075
2012-11-05,"Euglenophyta","Euglena","Euglena ",4150.6761
2012-11-05,"Euglenophyta","Euglena","Euglena acus",0
2012-11-05,"Haptophyta","Chrysochromulina","Chrysochromulina parva",960.51
2012-11-05,"Miscellaneous","Miscellaneous","Miscellaneous",40655.3397
2012-11-05,"NA","Rhodospirillum","Rhodospirillum rubrum",494.7231
2012-11-05,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",0
2012-11-05,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",0
2012-11-05,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",99775.858
2012-11-05,"Pyrrhophyta","Peridinium","Peridinium ",0
2012-11-05,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2012-11-05,"Pyrrhophyta","Peridinium","Peridinium umbonatum",143677.2353
2012-11-05,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2012-11-05,"Total","Total","Total",484916.0114
