"year","daynum","sampledate","chlor","avsnow","totice","whiteice","blueice","perwhiteice","perblueice","light","Genus","CellBioVol"
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Small cocconeis",610.5685324
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Navicula",373.2096618
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Limnothrix",45.142168
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Dinobryon",58942.959
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Microcystis",580.7882221
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Cryptomonad",12690.301
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Naked Dinoflagellate",35017.70019
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Armored Dinoflagellate",7873.768528
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Cyclotella",2035.752039
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Cyclostephanos invisitatus",94.247
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Small Cocconeis",1831.705597
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"Cf. Elakatothrix",106.501969
1997,169,1997-06-18,1,NA,NA,NA,NA,NA,NA,604.8,"TotalBiovolume",120852.7877
1997,182,1997-07-01,0.7,NA,NA,NA,NA,NA,NA,1814,NA,NA
1997,198,1997-07-17,0.7,NA,NA,NA,NA,NA,NA,179.5,NA,NA
1997,210,1997-07-29,0,NA,NA,NA,NA,NA,NA,1620,NA,NA
1997,225,1997-08-13,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Cf. Planktolyngabia",4398.229716
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Nostoc",195.61707
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Peanut",169.9702
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Limnothrix",1201.910223
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Microcystis",1508.786794
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Cf. Komvophoron / Trichormus",1574.717414
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Cryptomonad",11714.124
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Naked Dinoflagellate",35017.70019
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Armored Dinoflagellate",6124.042189
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Cyclotella",565.4866775
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Small Cocconeis",11295.51785
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Cf. Elakatothrix",54.549789
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Cyclostephanos invisitatus",94.247
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"Lindavia",88.8455477
1997,240,1997-08-28,0.5,NA,NA,NA,NA,NA,NA,214.1,"TotalBiovolume",74003.74465
1997,252,1997-09-09,1.1,NA,NA,NA,NA,NA,NA,402.3,NA,NA
1997,267,1997-09-24,1.1,NA,NA,NA,NA,NA,NA,860,NA,NA
1997,280,1997-10-07,0.8,NA,NA,NA,NA,NA,NA,419.4,NA,NA
1997,297,1997-10-24,1.2,NA,NA,NA,NA,NA,NA,423.4,NA,NA
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Cf. Craspedostauros",0
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Cyclostephanos invisitatus",376.988
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Microcystis",261.9859915
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Limnothrix",823.844566
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Cf. Komvophoron / Trichormus",273.863898
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Cryptomonad",18937.8338
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Naked Dinoflagellate",84042.48044
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Armored Dinoflagellate",10498.35804
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Lindavia",44.42277385
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Cyanobacterium diachloros",4799.82635
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Dinobryon",2068.174
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Fragilaria crototensis",1244.62
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Cf. Elakatothrix",5.195218
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"Asterionella",5455.867498
1997,314,1997-11-10,1.8,NA,NA,NA,NA,NA,NA,105.6,"TotalBiovolume",128833.4606
1998,12,1998-01-12,42.7,17.5,26,0,26,0,100,0,NA,NA
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cf. Planktolyngabia",1570.796327
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Limnothrix",8588.297462
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Microcystis",3150.144814
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cf. Komvophoron / Trichormus",2885.351783
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cryptomonad",14642.655
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Naked Dinoflagellate",126063.7207
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Armored Dinoflagellate",18372.12657
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cf. Merispomedia",564
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cf. Komvophoron / Trichormus",127.1510955
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cyclostephanos invisitatus",94.247
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Fragilaria crototensis",5911.945
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Dinobryon",2068.174
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cyanobacterium diachloros",4887.09592
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cf. Cavinula",131.95
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Cf. Elakatothrix",5.195218
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"Lindavia",44.42277385
1998,54,1998-02-23,0.7,0,35,11,24,31.4285714285714,68.5714285714286,148,"TotalBiovolume",189107.2736
1998,77,1998-03-18,12,8.5,37,8,29,21.6216216216216,78.3783783783784,2.02,NA,NA
1998,125,1998-05-05,2.4,NA,NA,NA,NA,NA,NA,1057,NA,NA
1998,139,1998-05-19,1.9,NA,NA,NA,NA,NA,NA,1275,NA,NA
1998,152,1998-06-01,1.8,NA,NA,NA,NA,NA,NA,805,NA,NA
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Asterionella",10911.735
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cf. Planktolyngabia",5654.866777
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Peanut",1019.8212
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Microcystis",1483.535133
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cyclostephanos invisitatus",188.494
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Diploneis",241.4706653
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cf. Encyonema",47.63282781
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Limnothrix",2166.824064
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cf. Komvophoron / Trichormus",3834.094572
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cryptomonad",24794.8958
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Naked Dinoflagellate",77038.94041
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Armored Dinoflagellate",13122.94755
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cyanobacterium diachloros",3490.7828
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Dinobryon",21715.827
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Fragilaria crototensis",2178.085
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cf. Merispomedia",12
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"Cf. Elakatothrix",7.792827
1998,166,1998-06-15,0.9,NA,NA,NA,NA,NA,NA,1118,"TotalBiovolume",167909.7456
1998,180,1998-06-29,0.8,NA,NA,NA,NA,NA,NA,1609,NA,NA
1998,195,1998-07-14,0.6,NA,NA,NA,NA,NA,NA,1642,NA,NA
1998,208,1998-07-27,0.9,NA,NA,NA,NA,NA,NA,797,NA,NA
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Cf. Cyanobium",0
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Asterionella",1091.1735
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Planothidium",380.0070474
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Limnothrix",2787.528874
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Microcystis",1540.351372
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Cf. Komvophoron / Trichormus",1946.389847
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Cryptomonad",6833.239
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Naked Dinoflagellate",105053.1006
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Armored Dinoflagellate",12248.08438
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Lindavia comensis",7596.294328
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Cyanobacterium diachloros",15446.71389
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Dinobryon",11374.957
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Cf. Planktolyngabia",27331.85609
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Cf. Elakatothrix",194.820675
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"Actinastrum hantzchii",0
1998,224,1998-08-12,1,NA,NA,NA,NA,NA,NA,707,"TotalBiovolume",193824.5166
1998,238,1998-08-26,1.4,NA,NA,NA,NA,NA,NA,1452,NA,NA
1998,252,1998-09-09,1,NA,NA,NA,NA,NA,NA,1186,NA,NA
1998,267,1998-09-24,1.5,NA,NA,NA,NA,NA,NA,50.88,NA,NA
1998,279,1998-10-06,1.8,NA,NA,NA,NA,NA,NA,701,NA,NA
1998,279,1998-10-06,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,293,1998-10-20,2.1,NA,NA,NA,NA,NA,NA,124.8,NA,NA
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Hippodonta capitata",315.7300617
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Chamaecalyx",0
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Ankistrodesmus falcatus",0
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Actinastrum hantzchii",0
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Actinastrum hantzchii (colony)",0
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Cf. Coelosphaerium",585.7554
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"?10",0
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Microcystis",78.91144323
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Cf. Komvophoron / Trichormus",58.685121
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Cryptomonad",8980.8284
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Naked Dinoflagellate",105053.1006
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Armored Dinoflagellate",19246.98974
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Lindavia comensis",310.959417
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Large Cryptomonad",2342.8248
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Cyanobacteria diachloros",6981.5656
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Dinobryon",1034.087
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Fragilaria",2178.085785
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Cf. Planktolyngabia",314.1592654
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"Cf. Elakatothrix",38.964135
1998,316,1998-11-12,3.9,NA,NA,NA,NA,NA,NA,464.2,"TotalBiovolume",147520.6467
1999,18,1999-01-18,2,22.9,26,0,26,0,100,0,NA,NA
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Cyclostephanos invisitatus",94.247
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Cyanobacteria diachlorus",261.80871
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Cf. Diatoma mesodon",3180.862562
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Limnothrix",919.771673
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Microcystis",637.6044613
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Cryptomonad",3123.7664
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Naked Dinoflagellate",63031.86033
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Armored Dinoflagellate",6124.042189
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Lindavia comensis",44.42277385
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Small Cocconeis",5189.832525
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Fragilaria crototensis",622.31
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"Cf. Elakatothrix",44.159353
1999,54,1999-02-23,5.1,9,41,14,27,34.1463414634146,65.8536585365854,9.66,"TotalBiovolume",83274.68798
1999,83,1999-03-24,0.6,1,53,17,36,32.0754716981132,67.9245283018868,137.8,NA,NA
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Tetraedron victoriae",377.9776
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"?11",9272.136234
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Placoneis",910.8753375
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Epithemia",252.8982086
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Asterionella",545.5867498
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Cf. Komvophoron / Trichormus",39.123414
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Cf. Asterocapsa",3879.43376
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Microcystis",296.7070265
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Cyanobacterium diachloros",174.53914
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Cryptomonad",14056.9488
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Naked Dinoflagellate",105053.1006
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Armored Dinoflagellate",16622.40023
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Euglena",29571.152
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Small Cocconeis",2900.200529
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Dinobryon",4136.348
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Fragilaria",39205.53
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"Cf. Elakatothrix",10.390436
1999,124,1999-05-04,3.3,NA,NA,NA,NA,NA,NA,1104,"TotalBiovolume",227305.348
1999,140,1999-05-20,1.5,NA,NA,NA,NA,NA,NA,265.73,NA,NA
1999,153,1999-06-02,4.1,NA,NA,NA,NA,NA,NA,301.81,NA,NA
1999,167,1999-06-16,2.1,NA,NA,NA,NA,NA,NA,410.47,NA,NA
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Asterionella",5455.867498
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"?11",4636.068117
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Cf. Asterocapsa",3879.43376
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Limnothrix",28.213855
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Microcystis",0
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Euglena",7392.788
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Cryptomonad",4099.9434
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Naked Dinoflagellate",21010.62011
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Armored Dinoflagellate",6124.042189
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Small Cocconeis",2594.916263
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Dinobryon",11374.957
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Fragilaria",1396.31312
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Cf. Planktolyngabia",3455.751919
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Cf. Elakatothrix",449.386357
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Cyanobacteria diachloros",2443.54796
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"Flagellated green",610.88699
1999,182,1999-07-01,1.3,NA,NA,NA,NA,NA,NA,1354.3,"TotalBiovolume",74952.73654
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Asterionella",5455.867498
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"?11",4636.068117
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Cf. Asterocapsa",3879.43376
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Limnothrix",28.213855
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Microcystis",0
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Euglena",7392.788
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Cryptomonad",4099.9434
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Naked Dinoflagellate",21010.62011
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Armored Dinoflagellate",6124.042189
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Small Cocconeis",2594.916263
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Dinobryon",11374.957
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Fragilaria",1396.31312
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Cf. Planktolyngabia",3455.751919
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Cf. Elakatothrix",449.386357
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Cyanobacteria diachloros",2443.54796
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"Flagellated green",610.88699
1999,182,1999-07-01,0.9,NA,NA,NA,NA,NA,NA,1354.3,"TotalBiovolume",74952.73654
1999,196,1999-07-15,2.4,NA,NA,NA,NA,NA,NA,961.2,NA,NA
1999,209,1999-07-28,1.8,NA,NA,NA,NA,NA,NA,1298,NA,NA
1999,222,1999-08-10,3.4,NA,NA,NA,NA,NA,NA,275.76,NA,NA
1999,222,1999-08-10,3.5,NA,NA,NA,NA,NA,NA,275.76,NA,NA
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Tabellaria",4311.835917
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Aulacoseira",9049.825498
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Lindavia affinis",177.6910954
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Stephanodiscus",154.4537325
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Asterionella",1091.1735
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cryptomonad",5857.062
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Naked Dinoflagellate",7003.540037
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Armored Dinoflagellate",2624.589509
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cyclotella",5994.158782
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cf. Planktolyngabia",942.4777962
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cf. Elakatothrix",628.621378
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cyanobacteria diachloros",1745.3914
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Encyonema",47.63282781
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Placoneis",910.8753375
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Navicula",186.6048309
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Asterocapsa",3879.43376
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cf. Pseudosaurosira",24.6745923
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cf. Komvophoron / Trichormus",39.123414
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Planothidium",126.6690158
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Stauroforma",321.6205479
