sampledate,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,year4frac,year,chlor.surf,avsnow,totice,whiteice,blueice,light,ice.off,ice.on,ice.pres,Genus,CellBioVol,log.cbv,one.cbv,,,
5/6/97,5.81,10.93,92.87,86.13,0.12,6.62,1.6,7.4,8.02,620.11,8.69,8.92,3.11,3.18,27.61,NA,45,159.24,212.17,0.13,11.61,3006.94,3329.77,3513.77,0.1,4.95,2.53,10,2.81,2.39,0.66,0,0.01,1997.342,1997,7.3,0,0,0,0,1275,4/28/97,12/22/97,0,Armored Dinoflagellate,180221.813,12.10194921,180222.813,,,
5/6/97,5.81,10.93,92.87,86.13,0.12,6.62,1.6,7.4,8.02,620.11,8.69,8.92,3.11,3.18,27.61,NA,45,159.24,212.17,0.13,11.61,3006.94,3329.77,3513.77,0.1,4.95,2.53,10,2.81,2.39,0.66,0,0.01,1997.342,1997,7.3,0,0,0,0,1275,4/28/97,12/22/97,0,Total,553601.7042,13.22420257,553602.7042,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Sellaphora,120,4.795790546,121,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Diatoma mesodon,530.1437603,6.27503272,531.1437603,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Cocconeis,610.5685324,6.416027021,611.5685324,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Navicula,373.2096618,5.924816233,374.2096618,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Limnothrix,45.142168,3.831727239,46.142168,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Dinobryon,58942.959,10.98434242,58943.959,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Microcystis,580.7882221,6.366106502,581.7882221,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Cryptomonad,12690.301,9.448672077,12691.301,,120852.7877,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Naked Dinoflagellate,35017.70019,10.46363749,35018.70019,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Armored Dinoflagellate,7873.768528,8.97141907,7874.768528,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Lindavia,2035.752039,7.61911168,2036.752039,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Cyclostephanos,94.247,4.556473517,95.247,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Cocconeis,1831.705597,7.513548622,1832.705597,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Elakatothrix,106.501969,4.677509164,107.501969,,,
6/18/97,12.01,9.89,97.31,NA,0.21,2.37,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1997.46,1997,1,0,0,0,0,604.8,4/28/97,12/22/97,0,Total,120852.7877,11.70233673,120853.7877,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Elakatothrix,93.51392,4.548747125,94.51392,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Cf. Planktolyngabia,17907.08,9.793007287,17908.08,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Sellaphora,240,5.484796933,241,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Fragilaria,622.31,6.435043987,623.31,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Asterocapsa,3879.434,8.263702282,3880.434,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Cf. Komvophoron / Trichormus,39.12341,3.691959954,40.12341,,12024.53601,<- rest in Nas
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Cryptomonad,12104.59,9.401422608,12105.59,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Navicula,186.6048,5.234337623,187.6048,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Asterionella,1636.76,7.401084734,1637.76,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Limnothrix,2307.893,7.744523468,2308.893,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Microcystis,1707.644,7.443455352,1708.644,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Cf. Komvophoron / Trichormus,1770.334,7.479488214,1771.334,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Naked Dinoflagellate,133067.3,11.79861781,133068.3,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Armored Dinoflagellate,6998.905,8.853651857,6999.905,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Lindavia,10039.55,9.214387173,10040.55,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Cyanobacteria,7679.722,8.946468832,7680.722,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Dinobryon,4136.348,8.327810282,4137.348,,,
7/14/97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,0,0,0,0,NA,4/28/97,12/22/97,0,Total,204417.0737,12.22792256,204418.0737,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Cf. Planktolyngabia,4398.229716,8.38918474,4399.229716,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Nostoc,195.61707,5.28125803,196.61707,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Peanut,169.9702,5.141489272,170.9702,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Limnothrix,1201.910223,7.092499086,1202.910223,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Microcystis,1508.786794,7.319723724,1509.786794,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Cf. Komvophoron / Trichormus,1574.717414,7.362465949,1575.717414,,74003.74466,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Cryptomonad,11714.124,9.368635936,11715.124,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Naked Dinoflagellate,35017.70019,10.46363749,35018.70019,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Armored Dinoflagellate,6124.042189,8.720140923,6125.042189,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Lindavia,565.4866775,6.339453563,566.4866775,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Cocconeis,11295.51785,9.332249802,11296.51785,,,
8/28/97,15.01,8.79,94.05,87.86,0.23,1.22,4.5,7.43,7.97,622.46,8.43,8.54,3.51,3.58,0.39,NA,45.83,104.83,153.21,3,10.08,2557.02,2534.82,2695.42,0.15,5.03,2.52,10.13,2.8,2.45,0.7,0.15,0.02,1997.655,1997,0.5,0,0,0,0,214.1,4/28/97,12/22/97,0,Elakatothrix,54.549789,4.017279718,55.549789,,,
